SYMBOL,SERIES,DATE1,PREV_CLOSE,OPEN_PRICE,HIGH_PRICE,LOW_PRICE,LAST_PRICE,CLOSE_PRICE,AVG_PRICE,TTL_TRD_QNTY,TURNOVER_LACS,NO_OF_TRADES,DELIV_QTY,DELIV_PER,DELIV_LACS,DATE
HATSUN,EQ, 19-Feb-2021,724.95,719.9,726.0,706.9,719.3,716.95,716.88,33352,239.09,2095,16323,48.94,117,20210219
JTEKTINDIA,EQ, 19-Feb-2021,87.65,87.45,91.2,87.45,88.2,88.95,89.21,360674,321.76,3866,131856,36.56,117,20210219
VETO,EQ, 19-Feb-2021,137.9,140.0,144.0,132.0,134.1,134.0,139.57,132035,184.28,1667,83625,63.34,116,20210219
AMBIKCO,EQ, 19-Feb-2021,986.85,986.85,1004.8,972.4,975.05,974.15,980.82,18024,176.78,1519,11879,65.91,116,20210219
CHALET,EQ, 19-Feb-2021,172.55,173.25,174.45,172.25,173.0,172.95,173.11,113956,197.27,1488,66500,58.36,115,20210219
AWHCL,EQ, 19-Feb-2021,307.15,307.0,311.2,300.4,303.5,301.85,305.96,146290,447.59,7548,37684,25.76,115,20210219
ELECON,EQ, 19-Feb-2021,54.6,54.6,56.4,52.05,53.7,53.0,54.68,882620,482.57,9489,211790,24.0,115,20210219
MIRZAINT,EQ, 19-Feb-2021,51.3,51.1,52.05,51.0,51.3,51.25,51.57,452827,233.51,2509,221846,48.99,114,20210219
NAVNETEDUL,EQ, 19-Feb-2021,87.3,88.45,89.35,86.0,86.35,86.5,87.52,247082,216.26,6590,130989,53.01,114,20210219
CYBERTECH,EQ, 19-Feb-2021,128.8,130.3,130.9,124.05,125.3,125.25,127.35,153683,195.72,2175,90082,58.62,114,20210219
TAJGVK,EQ, 19-Feb-2021,129.95,130.45,130.45,127.75,128.75,128.35,128.72,138022,177.66,2685,88635,64.22,114,20210219
HPL,EQ, 19-Feb-2021,39.7,39.4,42.5,39.4,40.75,40.6,41.25,475367,196.07,2702,278594,58.61,114,20210219
ASHAPURMIN,EQ, 19-Feb-2021,116.95,116.0,117.6,111.25,113.4,112.8,113.09,171386,193.83,1696,99962,58.33,113,20210219
SSWL,EQ, 19-Feb-2021,641.55,645.0,665.0,640.35,645.35,647.15,655.07,43559,285.34,2722,17248,39.6,112,20210219
SUNCLAYLTD,EQ, 19-Feb-2021,3586.0,3665.75,3665.8,3491.8,3605.0,3569.9,3557.95,4453,158.44,1430,3147,70.67,111,20210219
JUNIORBEES,EQ, 19-Feb-2021,369.59,374.8,374.8,361.3,364.99,364.13,365.97,58404,213.74,3296,30377,52.01,111,20210219
KOTAKGOLD,EQ, 19-Feb-2021,406.1,404.95,405.15,401.85,404.85,404.6,403.65,50909,205.49,1680,27553,54.12,111,20210219
SOLARINDS,EQ, 19-Feb-2021,1271.55,1273.0,1306.0,1263.65,1276.0,1278.05,1283.87,17181,220.58,1677,8682,50.53,111,20210219
FLFL,EQ, 19-Feb-2021,85.35,85.35,89.35,84.95,86.15,86.15,86.48,316079,273.34,2813,126131,39.9,109,20210219
OCCL,EQ, 19-Feb-2021,906.2,905.5,915.0,890.1,899.85,894.45,899.92,17053,153.46,1343,11997,70.35,107,20210219
VSTTILLERS,EQ, 19-Feb-2021,1849.25,1852.25,1862.0,1812.25,1815.0,1816.6,1832.54,10063,184.41,1515,5866,58.29,107,20210219
EBBETF0430,EQ, 19-Feb-2021,1117.74,1118.0,1119.95,1117.5,1119.35,1118.1,1118.16,9600,107.34,118,9524,99.21,106,20210219
CHOLAHLDNG,EQ, 19-Feb-2021,584.15,585.0,595.0,583.25,586.1,589.6,588.17,39942,234.93,1897,18159,45.46,106,20210219
HEIDELBERG,EQ, 19-Feb-2021,230.65,231.0,234.55,227.5,228.95,228.55,231.27,162005,374.66,8713,46018,28.41,106,20210219
MANGLMCEM,EQ, 19-Feb-2021,275.35,275.45,278.85,269.0,272.0,271.05,272.74,69617,189.87,2054,38574,55.41,105,20210219
CMICABLES,EQ, 19-Feb-2021,46.9,47.95,51.55,47.5,51.55,51.55,50.44,374650,188.97,1753,206359,55.08,104,20210219
RKFORGE,EQ, 19-Feb-2021,512.95,517.1,533.3,495.05,514.0,509.35,512.72,31874,163.43,1688,20322,63.76,104,20210219
SUPPETRO,EQ, 19-Feb-2021,387.8,380.05,390.95,380.05,382.0,382.65,386.59,38859,150.23,1669,27057,69.63,104,20210219
ASHIANA,EQ, 19-Feb-2021,104.65,104.65,108.85,103.25,105.1,104.4,106.68,195105,208.14,2887,96927,49.68,103,20210219
TEXRAIL,EQ, 19-Feb-2021,29.45,29.5,29.7,28.8,29.25,28.9,29.29,580281,169.95,2154,348595,60.07,102,20210219
JCHAC,EQ, 19-Feb-2021,2449.1,2455.4,2495.05,2445.0,2465.0,2462.05,2466.14,8118,200.2,1639,4150,51.12,102,20210219
PFOCUS,EQ, 19-Feb-2021,54.7,54.05,58.25,53.1,53.8,53.95,55.97,324455,181.58,3298,182312,56.19,102,20210219
KITEX,EQ, 19-Feb-2021,104.85,105.0,109.5,104.0,106.45,105.8,106.72,230676,246.17,3714,95149,41.25,101,20210219
ALLCARGO,EQ, 19-Feb-2021,129.55,129.6,131.5,128.95,129.5,129.55,129.97,155760,202.45,1543,77734,49.91,101,20210219
TBZ,EQ, 19-Feb-2021,77.15,77.5,78.1,73.15,74.6,74.4,75.11,223982,168.22,4132,134581,60.09,101,20210219
NAVKARCORP,EQ, 19-Feb-2021,40.0,40.0,41.4,38.5,39.5,39.5,40.38,907613,366.53,6052,249749,27.52,100,20210219
ANDHRSUGAR,EQ, 19-Feb-2021,300.55,302.0,302.0,289.6,291.1,290.85,293.86,57853,170.01,1617,34175,59.07,100,20210219
FMGOETZE,EQ, 19-Feb-2021,304.7,306.3,306.35,299.0,302.05,302.15,302.78,44809,135.67,603,33064,73.79,100,20210219
AGCNET,EQ, 19-Feb-2021,951.4,967.9,985.0,950.05,980.0,975.4,965.86,13567,131.04,324,10318,76.05,99,20210219
GREENPANEL,EQ, 19-Feb-2021,177.35,178.9,178.9,173.2,175.8,175.25,175.32,82493,144.63,1586,55544,67.33,97,20210219
MHRIL,EQ, 19-Feb-2021,233.65,234.9,237.95,226.0,228.3,227.75,233.22,120459,280.94,2394,41386,34.36,96,20210219
IIFLSEC,EQ, 19-Feb-2021,47.15,47.9,47.9,45.6,46.0,45.95,46.76,496535,232.2,3057,206609,41.61,96,20210219
RTNPOWER,EQ, 19-Feb-2021,2.85,2.9,2.9,2.75,2.8,2.75,2.81,5822908,163.86,6892,3428607,58.88,96,20210219
MARINE,EQ, 19-Feb-2021,57.85,60.7,61.8,57.0,58.75,57.8,59.23,593018,351.24,2659,163016,27.49,96,20210219
DFMFOODS,EQ, 19-Feb-2021,400.35,402.5,405.0,389.05,390.45,392.45,396.57,43254,171.53,1711,24243,56.05,96,20210219
SHREDIGCEM,EQ, 19-Feb-2021,57.55,57.55,58.0,55.5,56.45,56.5,56.96,625165,356.12,4998,170198,27.22,96,20210219
XELPMOC,EQ, 19-Feb-2021,305.55,305.8,307.8,292.05,296.0,296.45,301.61,56874,171.54,5410,31621,55.6,95,20210219
XCHANGING,EQ, 19-Feb-2021,71.1,70.0,73.1,68.55,70.2,70.5,71.03,283280,201.22,3080,134560,47.5,95,20210219
MONTECARLO,EQ, 19-Feb-2021,226.75,227.35,234.9,223.0,233.0,233.3,230.36,71477,164.66,2837,40870,57.18,94,20210219
MOLDTKPAC,EQ, 19-Feb-2021,391.4,389.0,406.5,389.0,394.45,395.0,399.57,49081,196.12,2636,23730,48.35,94,20210219
INOXWIND,EQ, 19-Feb-2021,68.65,69.95,70.5,61.85,65.7,65.75,67.74,202615,137.26,1419,137997,68.11,93,20210219
RUCHI,EQ, 19-Feb-2021,657.7,660.0,690.55,654.05,690.55,690.55,682.55,19104,130.4,1039,13765,72.05,93,20210219
DEN,EQ, 19-Feb-2021,58.7,58.75,59.8,58.35,58.65,58.6,59.11,318026,187.99,4076,159017,50.0,93,20210219
MAXIND,EQ, 19-Feb-2021,61.15,61.15,62.3,60.8,61.05,61.05,61.32,234331,143.7,1511,151244,64.54,92,20210219
RGL,EQ, 19-Feb-2021,299.35,300.25,308.7,298.4,306.6,306.95,304.8,34324,104.62,440,30335,88.38,92,20210219
VIMTALABS,EQ, 19-Feb-2021,165.25,166.0,174.0,166.0,166.5,168.4,170.09,129586,220.41,3526,54327,41.92,92,20210219
TECHNOE,EQ, 19-Feb-2021,273.1,274.9,280.95,270.1,273.05,271.8,275.37,80737,222.33,2967,33067,40.96,91,20210219
MAHSCOOTER,EQ, 19-Feb-2021,3838.45,3859.0,3859.0,3752.9,3763.0,3784.8,3810.1,4874,185.7,1091,2411,49.47,91,20210219
FIEMIND,EQ, 19-Feb-2021,574.0,574.45,595.1,565.55,578.3,579.4,582.31,44556,259.46,2721,15501,34.79,90,20210219
ATULAUTO,EQ, 19-Feb-2021,183.9,183.95,185.55,182.0,183.6,183.45,183.69,76347,140.24,1603,49042,64.24,90,20210219
WELENT,EQ, 19-Feb-2021,88.35,91.9,91.9,85.45,86.7,86.15,87.91,143152,125.84,1591,102820,71.83,90,20210219
AMRUTANJAN,EQ, 19-Feb-2021,569.45,564.3,574.4,550.95,556.0,555.7,562.24,35176,197.77,2199,15987,45.45,89,20210219
KOTAKPSUBK,EQ, 19-Feb-2021,258.97,261.9,263.5,242.0,257.0,251.74,253.35,80768,204.62,3949,35258,43.65,89,20210219
ASALCBR,EQ, 19-Feb-2021,361.7,366.4,366.4,347.05,354.0,350.6,354.95,58582,207.94,2284,25219,43.05,89,20210219
PFS,EQ, 19-Feb-2021,18.8,18.9,19.15,18.5,18.6,18.6,18.87,806223,152.17,1614,470470,58.35,88,20210219
GAYAPROJ,EQ, 19-Feb-2021,41.3,41.0,41.95,40.5,40.95,40.8,41.11,302967,124.56,1468,215084,70.99,88,20210219
TATAINVEST,EQ, 19-Feb-2021,1062.45,1062.45,1072.5,1053.1,1059.0,1055.5,1063.26,19538,207.74,1687,8293,42.45,88,20210219
POKARNA,EQ, 19-Feb-2021,204.75,205.8,207.35,195.0,202.6,201.3,203.38,104079,211.68,3115,43523,41.82,88,20210219
HBLPOWER,EQ, 19-Feb-2021,34.0,34.3,35.4,33.45,33.85,33.7,34.43,564343,194.31,3205,256551,45.46,88,20210219
SUTLEJTEX,EQ, 19-Feb-2021,43.15,43.2,46.1,42.7,44.0,43.9,44.79,391655,175.41,2280,195202,49.84,87,20210219
ABAN,EQ, 19-Feb-2021,29.9,30.35,32.85,29.85,31.9,31.9,31.8,631340,200.76,3642,274413,43.47,87,20210219
MASFIN,EQ, 19-Feb-2021,861.85,856.5,863.45,831.0,835.0,844.15,845.72,19824,167.66,1897,10300,51.96,87,20210219
ZODIACLOTH,EQ, 19-Feb-2021,106.7,105.75,111.5,105.75,106.9,106.85,108.0,161288,174.18,3211,79640,49.38,86,20210219
ASIANTILES,EQ, 19-Feb-2021,253.75,250.0,252.5,246.0,249.0,248.05,249.54,92736,231.41,9764,34718,37.44,86,20210219
ADFFOODS,EQ, 19-Feb-2021,794.55,794.55,810.0,785.0,789.2,794.35,797.16,32994,263.02,2381,10732,32.53,85,20210219
ARMANFIN,EQ, 19-Feb-2021,647.35,649.0,659.9,603.8,622.0,621.3,634.63,26547,168.47,2309,13427,50.58,85,20210219
JINDALPOLY,EQ, 19-Feb-2021,487.25,485.0,493.9,476.3,481.0,479.7,485.83,51574,250.56,6871,17488,33.91,84,20210219
PUNJABCHEM,EQ, 19-Feb-2021,857.05,869.05,869.05,835.95,858.0,852.0,854.17,12043,102.87,343,9890,82.12,84,20210219
RKEC,EQ, 19-Feb-2021,53.15,53.15,63.75,51.4,63.75,63.75,61.29,229738,140.81,1143,135733,59.08,83,20210219
RPGLIFE,EQ, 19-Feb-2021,421.45,424.0,424.0,415.0,418.0,415.6,417.15,33099,138.07,1173,20041,60.55,83,20210219
TVSSRICHAK,EQ, 19-Feb-2021,1994.95,2031.0,2031.0,1937.85,1959.0,1955.7,1971.37,8689,171.29,1865,4234,48.73,83,20210219
GEOJITFSL,EQ, 19-Feb-2021,55.3,55.7,55.8,53.35,54.3,54.2,54.48,254713,138.76,2463,151663,59.54,82,20210219
INDSWFTLAB,EQ, 19-Feb-2021,74.0,73.5,77.7,72.65,76.45,75.35,76.41,221489,169.25,1654,107317,48.45,82,20210219
AVADHSUGAR,EQ, 19-Feb-2021,195.95,195.05,198.4,184.2,188.85,187.55,191.97,96269,184.8,1946,42616,44.27,81,20210219
SESHAPAPER,EQ, 19-Feb-2021,150.1,150.9,156.15,145.05,150.0,147.0,152.33,107119,163.18,1993,53202,49.67,81,20210219
DHANBANK,EQ, 19-Feb-2021,14.55,14.7,14.75,13.8,13.95,13.95,14.27,1246634,177.95,2584,562702,45.14,80,20210219
NELCO,EQ, 19-Feb-2021,214.7,214.45,217.9,210.45,213.0,211.95,214.23,100579,215.47,1988,37146,36.93,79,20210219
DALMIASUG,EQ, 19-Feb-2021,148.5,149.15,150.5,140.0,144.9,144.6,146.78,161752,237.43,2865,54340,33.59,79,20210219
AXISGOLD,EQ, 19-Feb-2021,40.48,40.5,40.5,40.05,40.2,40.13,40.15,252315,101.31,2513,198437,78.65,79,20210219
MANINFRA,EQ, 19-Feb-2021,36.7,36.7,37.4,35.95,36.5,36.3,36.57,415883,152.1,1722,216774,52.12,79,20210219
MTNL,EQ, 19-Feb-2021,12.3,12.2,12.5,12.1,12.15,12.15,12.31,1288084,158.51,2326,646193,50.17,79,20210219
HCL-INSYS,EQ, 19-Feb-2021,9.5,9.85,9.95,9.5,9.7,9.7,9.76,1096145,107.0,2727,803970,73.35,78,20210219
DIAMONDYD,EQ, 19-Feb-2021,668.85,664.7,668.7,635.1,653.0,649.1,650.27,17895,116.37,1435,11996,67.04,78,20210219
KIRLOSBROS,EQ, 19-Feb-2021,158.9,158.0,161.0,154.4,156.95,156.3,157.89,90123,142.29,1283,49927,55.4,78,20210219
IMFA,EQ, 19-Feb-2021,453.95,454.0,462.55,445.0,448.0,447.55,452.47,32269,146.01,1903,17120,53.05,77,20210219
PRECAM,EQ, 19-Feb-2021,42.55,42.6,42.8,41.4,42.0,41.95,42.15,314846,132.7,2413,185003,58.76,77,20210219
MUNJALAU,EQ, 19-Feb-2021,61.55,61.55,62.85,60.35,60.95,60.9,61.47,247499,152.13,2393,123695,49.98,76,20210219
BIRLATYRE,EQ, 19-Feb-2021,28.85,28.85,29.5,28.4,28.8,28.7,28.92,416959,120.57,2572,264963,63.55,76,20210219
RELCAPITAL,EQ, 19-Feb-2021,10.0,10.1,10.1,9.55,9.75,9.7,9.84,1366020,134.36,2442,777221,56.9,76,20210219
ARVSMART,EQ, 19-Feb-2021,101.7,101.7,106.6,100.0,101.25,100.75,103.39,204874,211.83,2804,73764,36.0,76,20210219
ANUP,EQ, 19-Feb-2021,629.05,629.9,639.0,620.0,625.0,624.25,626.98,19257,120.74,1376,12144,63.06,76,20210219
STARCEMENT,EQ, 19-Feb-2021,97.4,97.4,98.55,96.2,97.4,97.15,97.23,144394,140.4,1735,78527,54.38,76,20210219
MAZDA,EQ, 19-Feb-2021,533.1,545.0,545.0,510.0,515.4,513.45,524.93,20485,107.53,854,14594,71.24,76,20210219
EROSMEDIA,EQ, 19-Feb-2021,28.45,28.0,28.6,26.2,26.7,26.6,27.2,413502,112.46,1572,282136,68.23,76,20210219
WONDERLA,EQ, 19-Feb-2021,204.95,206.0,207.9,200.6,205.4,203.4,203.92,72413,147.66,1905,37449,51.72,76,20210219
FEL,EQ, 19-Feb-2021,11.3,11.35,11.6,11.2,11.35,11.3,11.36,1805830,205.06,1997,668780,37.03,75,20210219
FACT,EQ, 19-Feb-2021,80.3,79.65,80.7,76.7,77.7,77.5,78.89,697893,550.56,11539,95342,13.66,75,20210219
SHRENIK,EQ, 19-Feb-2021,3.5,3.65,3.65,3.35,3.35,3.35,3.52,2616904,92.22,1288,2148084,82.08,75,20210219
DATAMATICS,EQ, 19-Feb-2021,113.45,113.5,115.0,111.4,112.25,112.15,113.5,117025,132.83,2142,65934,56.34,74,20210219
ZENTEC,EQ, 19-Feb-2021,84.1,84.9,87.8,83.5,84.9,85.3,85.91,258645,222.2,3825,86815,33.57,74,20210219
GOODYEAR,EQ, 19-Feb-2021,960.1,965.9,965.9,944.05,950.0,948.4,956.61,13174,126.02,1277,7742,58.77,74,20210219
LIQUIDETF,EQ, 19-Feb-2021,1000.0,1000.04,1000.04,999.99,1000.0,999.99,1000.0,11672,116.72,54,7308,62.61,73,20210219
VERTOZ,EQ, 19-Feb-2021,269.55,271.0,275.5,267.0,270.0,269.1,272.09,120472,327.8,2741,27120,22.51,73,20210219
AUTOAXLES,EQ, 19-Feb-2021,1191.2,1191.0,1191.0,1112.05,1150.0,1136.75,1147.0,11590,132.94,1970,6402,55.24,73,20210219
DOLLAR,EQ, 19-Feb-2021,259.65,259.3,263.0,252.0,257.5,254.75,258.05,109794,283.33,4474,28102,25.6,72,20210219
SUNDARMHLD,EQ, 19-Feb-2021,78.6,78.6,79.85,75.6,76.35,76.85,77.45,132632,102.72,1340,93916,70.81,72,20210219
SAKSOFT,EQ, 19-Feb-2021,340.65,340.6,358.0,340.6,343.45,343.3,349.94,33157,116.03,1085,20588,62.09,72,20210219
TIIL,EQ, 19-Feb-2021,428.4,428.4,428.4,406.0,416.05,413.4,416.61,28622,119.24,1196,17339,60.58,72,20210219
JSWISPL,EQ, 19-Feb-2021,27.1,27.95,27.95,26.8,27.0,27.05,27.03,361645,97.76,613,267937,74.09,72,20210219
LUMAXIND,EQ, 19-Feb-2021,1523.85,1530.0,1530.7,1480.0,1514.0,1501.05,1501.92,9002,135.2,1305,4753,52.8,71,20210219
HTMEDIA,EQ, 19-Feb-2021,19.0,18.9,22.25,18.9,20.5,20.4,20.49,763593,156.46,2365,346949,45.44,71,20210219
HMVL,EQ, 19-Feb-2021,57.5,57.85,60.9,57.65,58.4,58.1,58.98,188213,111.01,1406,121726,64.67,71,20210219
IFGLEXPOR,EQ, 19-Feb-2021,287.6,286.1,289.75,270.65,272.0,273.15,277.14,40377,111.9,1450,25377,62.85,70,20210219
TNPETRO,EQ, 19-Feb-2021,41.1,41.8,41.8,40.35,40.8,40.65,40.98,311614,127.71,1367,172718,55.43,70,20210219
RCOM,EQ, 19-Feb-2021,1.75,1.7,1.75,1.7,1.7,1.7,1.71,6297340,107.97,6075,4121688,65.45,70,20210219
ALBERTDAVD,EQ, 19-Feb-2021,398.8,398.4,401.3,390.0,391.0,390.95,393.5,21998,86.56,1171,17842,81.11,70,20210219
VSTIND,EQ, 19-Feb-2021,3644.55,3684.0,3684.0,3611.0,3632.0,3627.05,3647.73,4652,169.69,1174,1900,40.84,69,20210219
INDIANHUME,EQ, 19-Feb-2021,189.15,189.15,194.0,182.85,186.0,184.4,188.43,96720,182.25,7076,36696,37.94,69,20210219
VARDMNPOLY,EQ, 19-Feb-2021,17.25,17.0,20.7,17.0,20.7,20.7,19.94,835101,166.51,3341,342066,40.96,68,20210219
SWANENERGY,EQ, 19-Feb-2021,145.0,145.0,145.9,142.3,142.55,144.35,144.09,177287,255.45,5043,47586,26.84,68,20210219
ICICIBANKP,EQ, 19-Feb-2021,191.99,192.98,192.98,186.9,187.52,188.58,189.05,61627,116.5,445,35552,57.69,67,20210219
PILITA,EQ, 19-Feb-2021,15.7,16.3,17.0,15.05,15.45,15.25,15.93,832271,132.57,1519,426139,51.2,67,20210219
RAMKY,EQ, 19-Feb-2021,58.95,59.25,61.85,59.25,61.85,61.85,61.56,127848,78.7,451,110460,86.4,67,20210219
WESTLIFE,EQ, 19-Feb-2021,450.05,452.4,454.9,440.1,443.5,444.6,448.36,31722,142.23,2530,15071,47.51,67,20210219
APEX,EQ, 19-Feb-2021,255.45,250.0,257.5,250.0,252.9,252.55,254.01,52331,132.92,1810,26176,50.02,66,20210219
PURVA,EQ, 19-Feb-2021,79.7,79.6,81.0,75.75,77.25,77.3,78.3,173156,135.59,1967,85112,49.15,66,20210219
REFEX,EQ, 19-Feb-2021,89.6,90.9,91.75,88.05,88.95,88.85,89.86,123426,110.91,1775,73165,59.28,65,20210219
TVSELECT,EQ, 19-Feb-2021,131.25,129.6,135.0,129.05,130.95,130.25,132.41,91327,120.93,2207,49604,54.31,65,20210219
RAMCOIND,EQ, 19-Feb-2021,254.65,255.9,258.45,250.0,250.05,250.15,252.75,40619,102.66,1086,25853,63.65,65,20210219
SASKEN,EQ, 19-Feb-2021,836.4,840.55,841.75,823.0,827.0,828.15,835.24,10245,85.57,998,7729,75.44,64,20210219
SAFARI,EQ, 19-Feb-2021,607.0,615.9,624.95,594.45,604.25,606.65,613.4,21193,130.0,1484,10592,49.98,64,20210219
TALBROAUTO,EQ, 19-Feb-2021,239.75,241.5,245.0,230.25,232.5,232.2,237.11,91804,217.67,3897,27075,29.49,64,20210219
HONDAPOWER,EQ, 19-Feb-2021,1051.65,1045.15,1054.85,1022.45,1035.5,1029.85,1036.19,9112,94.42,1105,6195,67.99,64,20210219
UNIVCABLES,EQ, 19-Feb-2021,142.4,143.4,147.9,141.05,143.3,143.1,144.27,74285,107.17,1001,44357,59.71,63,20210219
KIRLFER,EQ, 19-Feb-2021,155.2,156.0,158.4,150.0,150.9,151.0,153.98,129801,199.86,3457,41556,32.02,63,20210219
TCIEXP,EQ, 19-Feb-2021,982.95,983.0,996.0,951.15,956.0,954.2,972.55,13505,131.34,2099,6512,48.22,63,20210219
MUTHOOTCAP,EQ, 19-Feb-2021,390.7,391.35,404.7,391.35,398.0,396.85,399.3,31230,124.7,1674,15816,50.64,63,20210219
ICICINIFTY,EQ, 19-Feb-2021,160.62,167.14,167.14,158.75,160.0,159.71,160.01,57905,92.65,3279,39433,68.1,63,20210219
PSPPROJECT,EQ, 19-Feb-2021,462.7,470.0,474.8,457.3,465.9,464.65,466.78,104433,487.47,2913,13651,13.07,63,20210219
PPAP,EQ, 19-Feb-2021,244.45,246.0,250.0,242.0,243.35,244.95,246.39,38861,95.75,918,25571,65.8,63,20210219
SALASAR,EQ, 19-Feb-2021,362.65,364.8,378.0,350.0,363.0,361.8,367.97,119336,439.12,3945,17388,14.57,63,20210219
RSWM,EQ, 19-Feb-2021,163.8,160.95,163.75,155.6,158.65,159.2,159.76,53146,84.9,656,39067,73.51,62,20210219
OAL,EQ, 19-Feb-2021,631.2,640.0,643.95,602.25,613.95,612.85,618.44,17111,105.82,1458,10156,59.35,62,20210219
PRECWIRE,EQ, 19-Feb-2021,179.2,181.0,183.7,174.15,180.0,177.35,180.26,99472,179.31,2467,34243,34.42,61,20210219
SHALPAINTS,EQ, 19-Feb-2021,94.85,95.3,96.6,93.5,94.35,94.0,94.81,118944,112.77,2723,65031,54.67,61,20210219
ANDHRAPAP,EQ, 19-Feb-2021,239.65,236.3,241.1,235.0,238.0,236.8,237.64,41032,97.51,1344,25888,63.09,61,20210219
APOLLO,EQ, 19-Feb-2021,113.85,114.45,114.95,110.3,112.2,112.25,112.86,124127,140.09,3121,54242,43.7,61,20210219
BLS,EQ, 19-Feb-2021,104.45,106.0,106.0,102.0,103.6,103.3,103.78,94156,97.72,1638,59623,63.32,61,20210219
ELGIEQUIP,EQ, 19-Feb-2021,167.7,167.0,168.5,163.15,164.25,163.8,165.73,60362,100.04,1481,36236,60.03,60,20210219
VISHAL,EQ, 19-Feb-2021,55.6,56.7,56.7,55.6,56.7,56.7,56.67,113079,64.08,385,104334,92.27,59,20210219
MUNJALSHOW,EQ, 19-Feb-2021,166.85,166.85,166.85,162.6,163.4,163.75,164.23,78004,128.1,1590,36289,46.52,59,20210219
KIRLOSIND,EQ, 19-Feb-2021,1527.45,1538.95,1539.9,1455.0,1471.0,1466.85,1487.53,8357,124.31,1191,4006,47.94,59,20210219
SDBL,EQ, 19-Feb-2021,33.15,33.65,33.65,31.9,32.0,32.0,32.46,296378,96.21,1200,181432,61.22,58,20210219
VIKASWSP,EQ, 19-Feb-2021,4.8,5.0,5.0,4.9,5.0,5.0,4.99,1534107,76.5,756,1165520,75.97,58,20210219
TEXINFRA,EQ, 19-Feb-2021,70.9,71.9,71.9,70.0,71.85,71.15,71.03,98167,69.73,593,82023,83.55,58,20210219
WABCOINDIA,EQ, 19-Feb-2021,5997.15,5995.05,6120.0,5900.05,5910.0,5934.1,6001.63,2409,144.58,748,965,40.06,57,20210219
RANEHOLDIN,EQ, 19-Feb-2021,594.4,593.75,606.0,588.05,596.55,600.45,597.03,19042,113.69,1053,9706,50.97,57,20210219
KARDA,EQ, 19-Feb-2021,124.3,130.5,130.5,128.05,130.5,130.5,130.19,75693,98.55,689,43792,57.85,57,20210219
WATERBASE,EQ, 19-Feb-2021,113.1,112.5,115.0,110.7,112.0,111.4,113.21,151898,171.97,3387,50943,33.54,57,20210219
BBL,EQ, 19-Feb-2021,1121.3,1126.95,1137.0,1070.7,1105.0,1097.0,1100.13,9805,107.87,1593,5106,52.08,56,20210219
PPL,EQ, 19-Feb-2021,116.35,116.2,118.05,113.7,114.45,114.55,115.57,125861,145.46,2279,49201,39.09,56,20210219
ICICITECH,EQ, 19-Feb-2021,257.45,256.95,257.58,254.77,257.51,256.57,255.43,26934,68.8,156,22065,81.92,56,20210219
GENUSPOWER,EQ, 19-Feb-2021,39.35,39.35,39.7,37.8,37.8,38.15,38.87,264974,102.99,1359,145695,54.98,56,20210219
PILANIINVS,EQ, 19-Feb-2021,1890.0,1900.0,1955.0,1879.95,1900.0,1906.5,1919.09,5114,98.14,650,2940,57.49,56,20210219
KSB,EQ, 19-Feb-2021,679.05,682.6,688.0,668.25,676.05,676.4,680.36,15797,107.48,1428,8169,51.71,55,20210219
INSECTICID,EQ, 19-Feb-2021,471.95,462.8,473.8,462.8,467.55,467.8,468.26,19108,89.48,981,11881,62.18,55,20210219
ALPHAGEO,EQ, 19-Feb-2021,224.8,223.25,230.0,220.0,222.85,222.0,224.7,45841,103.0,1410,24816,54.13,55,20210219
GFLLIMITED,EQ, 19-Feb-2021,91.35,93.8,95.9,91.1,93.8,92.95,93.41,104053,97.2,1298,59824,57.49,55,20210219
JSWHL,EQ, 19-Feb-2021,3889.1,3853.7,3955.0,3843.95,3954.0,3915.4,3914.52,2056,80.48,504,1391,67.66,54,20210219
ENIL,EQ, 19-Feb-2021,163.2,162.5,165.5,157.9,160.0,159.9,162.66,51342,83.51,836,33461,65.17,54,20210219
DOLAT,EQ, 19-Feb-2021,55.9,56.0,57.3,55.15,55.45,55.35,56.05,317046,177.7,5391,94943,29.95,53,20210219
ONWARDTEC,EQ, 19-Feb-2021,104.85,104.0,106.75,100.5,101.55,101.1,103.42,107014,110.67,3153,51911,48.51,53,20210219
TEXMOPIPES,EQ, 19-Feb-2021,30.0,30.55,30.9,29.0,30.3,29.75,30.07,346499,104.18,1325,179252,51.73,53,20210219
KDDL,EQ, 19-Feb-2021,282.3,286.8,310.0,285.35,296.0,294.5,297.71,39749,118.34,1126,18044,45.39,53,20210219
GUFICBIO,EQ, 19-Feb-2021,113.55,113.0,114.2,111.15,112.0,112.2,112.92,69202,78.15,1100,46430,67.09,52,20210219
EXCELINDUS,EQ, 19-Feb-2021,868.3,870.5,881.45,850.0,855.35,854.5,866.59,12090,104.77,1923,6007,49.69,52,20210219
SAGCEM,EQ, 19-Feb-2021,704.85,700.25,710.0,686.0,690.0,691.0,696.15,16375,113.99,956,7598,46.4,52,20210219
HATHWAY,EQ, 19-Feb-2021,30.2,30.2,30.6,29.85,30.15,30.05,30.18,369082,111.38,2099,171987,46.6,51,20210219
RAJRATAN,EQ, 19-Feb-2021,564.25,564.0,571.0,544.95,546.5,549.2,560.09,13880,77.74,504,9165,66.03,51,20210219
