SYMBOL,SERIES,DATE1,PREV_CLOSE,OPEN_PRICE,HIGH_PRICE,LOW_PRICE,LAST_PRICE,CLOSE_PRICE,AVG_PRICE,TTL_TRD_QNTY,TURNOVER_LACS,NO_OF_TRADES,DELIV_QTY,DELIV_PER,DELIV_LACS
LALPATHLAB,EQ, 29-Apr-2021,2859.6,2886.0,2945.0,2855.6,2944.5,2926.45,2907.91,577669,16798.11,39107,158374,27.42,4605
RELAXO,EQ, 29-Apr-2021,868.8,879.5,881.85,866.0,869.0,868.05,873.81,122077,1066.72,8034,41790,34.23,365
