SYMBOL,SERIES,DATE1,PREV_CLOSE,OPEN_PRICE,HIGH_PRICE,LOW_PRICE,LAST_PRICE,CLOSE_PRICE,AVG_PRICE,TTL_TRD_QNTY,TURNOVER_LACS,NO_OF_TRADES,DELIV_QTY,DELIV_PER,DELIV_LACS
HINDUNILVR,EQ, 19-Apr-2021,2458.9,2440.0,2459.7,2414.05,2418.8,2436.65,2433.96,1746316,42504.71,71578,1047352,59.97,25492
TATASTEEL,EQ, 19-Apr-2021,890.25,869.8,899.0,860.0,886.05,888.05,885.77,19146996,169598.13,255168,2411869,12.6,21363
MARUTI,EQ, 19-Apr-2021,6648.1,6500.35,6530.0,6415.0,6515.0,6511.75,6477.28,772219,50018.77,94720,323706,41.92,20967
TATAMOTORS,EQ, 19-Apr-2021,310.0,295.0,304.5,292.8,301.7,301.4,299.92,65791784,197320.92,368946,6807491,10.35,20417
HCLTECH,EQ, 19-Apr-2021,1012.75,996.0,1028.45,987.85,990.0,994.6,1008.95,6239343,62952.07,141513,1916983,30.72,19341
INDUSINDBK,EQ, 19-Apr-2021,862.95,829.95,836.55,811.0,831.6,832.0,822.32,8550122,70309.3,155119,2277543,26.64,18728
HDFCLIFE,EQ, 19-Apr-2021,690.65,682.05,684.45,661.55,666.75,665.95,667.51,4936620,32952.24,127450,2774896,56.21,18522
DRREDDY,EQ, 19-Apr-2021,4893.25,4893.0,5005.0,4807.05,5004.7,4968.1,4942.02,1843928,91127.24,135368,373386,20.25,18452
SUNPHARMA,EQ, 19-Apr-2021,646.05,644.0,651.4,635.0,640.65,640.65,641.96,11340358,72800.82,193469,2713393,23.93,17418
BHARTIARTL,EQ, 19-Apr-2021,540.75,532.25,535.0,523.25,526.6,526.45,527.42,7232945,38147.84,112044,3115681,43.08,16432
ATGL,EQ, 19-Apr-2021,1134.7,1056.0,1171.4,1025.1,1142.75,1143.8,1121.66,3479821,39031.91,92976,1443213,41.47,16187
ASIANPAINT,EQ, 19-Apr-2021,2663.7,2650.0,2650.0,2566.85,2575.0,2571.9,2590.54,1552036,40206.18,93671,604169,38.93,15651
M&M,EQ, 19-Apr-2021,821.65,785.1,807.0,785.1,796.0,794.95,797.86,4317341,34446.3,141450,1941386,44.97,15489
ITC,EQ, 19-Apr-2021,207.95,205.0,206.1,203.75,206.0,205.6,204.81,15792299,32343.44,141500,7435713,47.08,15229
ULTRACEMCO,EQ, 19-Apr-2021,6715.2,6500.0,6569.45,6415.0,6500.9,6509.75,6482.84,559506,36271.9,65152,226099,40.41,14657
HINDALCO,EQ, 19-Apr-2021,370.0,358.7,366.0,353.85,361.35,361.4,360.75,15435944,55685.29,121256,3965323,25.69,14304
ASHOKLEY,EQ, 19-Apr-2021,113.65,109.45,110.3,106.2,109.8,109.9,108.69,36453257,39619.55,132652,12653394,34.71,13752
SAIL,EQ, 19-Apr-2021,91.6,87.25,89.5,85.35,89.0,89.15,87.87,60730939,53361.72,128153,14760182,24.3,12969
ADANIENT,EQ, 19-Apr-2021,1159.0,1100.0,1153.0,1089.0,1134.0,1136.35,1130.34,8565063,96814.16,155220,1121492,13.09,12676
GLENMARK,EQ, 19-Apr-2021,571.9,570.0,587.6,538.45,578.4,578.9,570.51,13615161,77675.83,209552,2170206,15.94,12381
TECHM,EQ, 19-Apr-2021,1010.3,999.1,1009.4,983.3,996.05,1000.1,998.12,2777425,27722.06,80377,1165423,41.96,11632
ATUL,EQ, 19-Apr-2021,7780.6,7651.0,7737.15,7501.0,7620.0,7629.75,7647.01,147488,11278.42,3414,141007,95.61,10782
DIXON,EQ, 19-Apr-2021,3736.35,3560.0,3860.0,3535.0,3805.0,3830.45,3740.32,613612,22951.03,73369,286641,46.71,10721
AMBUJACEM,EQ, 19-Apr-2021,300.7,295.0,302.25,292.4,300.55,300.95,296.93,7452061,22127.52,43410,3586547,48.13,10649
POWERGRID,EQ, 19-Apr-2021,209.85,205.85,207.0,200.0,201.2,201.2,202.54,10352810,20968.22,64584,5257817,50.79,10649
SRTRANSFIN,EQ, 19-Apr-2021,1378.0,1302.0,1353.35,1287.3,1342.0,1342.65,1330.72,2854467,37984.85,80792,796597,27.91,10600
BANDHANBNK,EQ, 19-Apr-2021,322.65,306.15,314.0,302.5,305.0,304.9,306.79,10616671,32570.36,116677,2963385,27.91,9091
CADILAHC,EQ, 19-Apr-2021,527.1,535.0,536.8,513.4,526.7,527.15,527.15,15721350,82875.44,185509,1643850,10.46,8665
BHARATFORG,EQ, 19-Apr-2021,586.75,562.0,574.4,555.75,561.0,560.85,562.89,3335665,18776.06,69034,1516908,45.48,8538
SBILIFE,EQ, 19-Apr-2021,914.2,897.2,909.9,888.5,905.9,906.25,900.08,1580387,14224.74,46175,947117,59.93,8524
ICICIGI,EQ, 19-Apr-2021,1417.15,1410.0,1410.0,1333.65,1365.0,1360.7,1360.19,1174639,15977.37,78402,623256,53.06,8477
GLAND,EQ, 19-Apr-2021,2627.2,2601.0,2804.0,2560.45,2745.0,2760.15,2706.41,832665,22535.32,72845,311492,37.41,8430
AUBANK,EQ, 19-Apr-2021,1077.1,1035.0,1035.0,973.3,1014.05,1015.85,1006.62,2142595,21567.69,78312,835940,39.02,8414
