SYMBOL,SERIES,DATE1,PREV_CLOSE,OPEN_PRICE,HIGH_PRICE,LOW_PRICE,LAST_PRICE,CLOSE_PRICE,AVG_PRICE,TTL_TRD_QNTY,TURNOVER_LACS,NO_OF_TRADES,DELIV_QTY,DELIV_PER,DELIV_LACS
APOLLOHOSP,EQ, 05-Apr-2021,2894.05,2922.0,3015.0,2886.0,2920.1,2919.5,2943.4,1241115,36530.92,74842,380496,30.66,11199
INDIGO,EQ, 05-Apr-2021,1616.6,1601.0,1609.9,1525.0,1551.0,1552.7,1560.93,1714868,26767.9,64262,696629,40.62,10873
ULTRACEMCO,EQ, 05-Apr-2021,6898.85,6895.0,6994.0,6735.0,6816.5,6795.8,6834.91,540954,36973.73,43412,157184,29.06,10743
JSWSTEEL,EQ, 05-Apr-2021,508.75,513.5,522.0,503.2,519.5,517.5,514.15,29711225,152760.55,289831,2079223,7.0,10690
ADANITRANS,EQ, 05-Apr-2021,999.2,1008.0,1099.1,1000.0,1094.0,1095.15,1062.39,3267413,34712.75,119521,990501,30.31,10522
ADANIPORTS,EQ, 05-Apr-2021,736.25,731.75,745.0,715.0,744.0,742.25,730.14,15622924,114068.92,205603,1431477,9.16,10451
HINDALCO,EQ, 05-Apr-2021,350.25,349.9,352.9,338.0,351.0,350.65,346.83,14771653,51232.56,126221,2953958,20.0,10245
BRITANNIA,EQ, 05-Apr-2021,3618.5,3635.0,3720.0,3630.0,3700.0,3700.35,3685.16,807938,29773.81,63288,274553,33.98,10117
ADANIPOWER,EQ, 05-Apr-2021,89.3,92.4,93.75,89.2,93.75,93.75,92.88,26119543,24260.65,86659,10685974,40.91,9925
UPL,EQ, 05-Apr-2021,653.6,650.0,664.75,631.6,646.0,646.25,646.93,9077724,58726.38,115052,1506504,16.6,9746
EICHERMOT,EQ, 05-Apr-2021,2631.15,2596.0,2603.0,2507.0,2519.0,2517.2,2538.64,1205767,30610.12,70445,381823,31.67,9693
TATACOMM,EQ, 05-Apr-2021,1122.9,1119.0,1132.85,1080.2,1116.0,1112.55,1100.94,1166565,12843.13,16905,875535,75.05,9639
LIQUIDBEES,EQ, 05-Apr-2021,999.99,1002.3,1002.3,999.36,1000.01,1000.0,1000.0,1230583,12305.82,8221,909098,73.88,9090
POWERGRID,EQ, 05-Apr-2021,218.7,215.2,219.0,213.35,214.65,214.15,214.96,8147763,17514.53,48405,3967858,48.7,8529
IRCTC,EQ, 05-Apr-2021,1751.75,1726.0,1737.95,1677.4,1704.5,1702.65,1700.81,1622830,27601.29,92917,490775,30.24,8347
