SYMBOL,SERIES,DATE1,PREV_CLOSE,OPEN_PRICE,HIGH_PRICE,LOW_PRICE,LAST_PRICE,CLOSE_PRICE,AVG_PRICE,TTL_TRD_QNTY,TURNOVER_LACS,NO_OF_TRADES,DELIV_QTY,DELIV_PER,DELIV_LACS
INFY,EQ, 03-Apr-2020,602.8,603.5,606.0,582.15, 588.50,585.7,592.53,10221890,60567.26,261228,4711571,46.09,27917
MARUTI,EQ, 03-Apr-2020,4246.35,4250.0,4267.0,4001.1, 4011.50,4011.5,4099.78,1724863,70715.62,174626,641298,37.18,26291
CIPLA,EQ, 03-Apr-2020,413.75,425.0,454.7,416.25, 448.00,449.2,442.98,17906777,79323.4,276736,5394566,30.13,23896
ASIANPAINT,EQ, 03-Apr-2020,1603.2,1615.1,1616.0,1517.25, 1522.00,1520.9,1536.04,2925847,44942.04,134230,1456622,49.78,22374
HDFCLIFE,EQ, 03-Apr-2020,429.9,428.5,442.0,416.2, 422.95,422.3,426.79,6997591,29864.76,164793,4363854,62.36,18624
INDUSINDBK,EQ, 03-Apr-2020,342.25,350.0,350.0,310.2, 313.75,313.2,319.87,23015160,73618.91,407632,5782247,25.12,18495
HCLTECH,EQ, 03-Apr-2020,413.55,418.9,428.6,399.3, 409.85,405.8,415.48,8166456,33930.15,157013,4330439,53.03,17992
TITAN,EQ, 03-Apr-2020,936.05,930.0,930.05,855.95, 870.00,862.8,884.64,4951957,43806.9,188938,1937332,39.12,17138
LT,EQ, 03-Apr-2020,774.35,791.1,791.1,762.8, 783.00,774.65,773.33,4268501,33009.75,186484,1745998,40.9,13502
MRF,EQ, 03-Apr-2020,55108.85,55600.0,56200.0,54500.0, 54997.50,55062.25,55162.31,33126,18273.07,8631,23331,70.43,12869
LIQUIDBEES,EQ, 03-Apr-2020,1000.0,999.99,1000.01,999.94, 1000.00,1000.0,1000.01,1396490,13965.0,3232,1286639,92.13,12866
TECHM,EQ, 03-Apr-2020,511.2,513.75,533.15,510.1, 524.00,520.9,521.07,5826215,30358.72,126608,2443907,41.95,12734
SRTRANSFIN,EQ, 03-Apr-2020,621.65,634.7,634.7,515.0, 522.00,520.65,574.97,5220755,30017.81,124986,1984992,38.02,11413
NESTLEIND,EQ, 03-Apr-2020,15654.55,15939.7,15939.7,15005.0, 15070.00,15104.65,15288.6,190780,29167.6,57967,73752,38.66,11275
POWERGRID,EQ, 03-Apr-2020,154.6,154.55,160.45,151.75, 156.45,156.2,157.33,11850094,18643.75,94229,7133447,60.2,11223
EICHERMOT,EQ, 03-Apr-2020,13001.6,13060.0,13099.9,12600.0, 12615.00,12680.05,12828.14,180698,23180.19,48111,79783,44.15,10234
DRREDDY,EQ, 03-Apr-2020,3095.0,3085.0,3218.85,3025.1, 3146.85,3146.8,3143.89,1173674,36899.05,95189,314667,26.81,9892
BPCL,EQ, 03-Apr-2020,302.95,301.0,326.0,287.15, 317.00,317.15,308.87,14320952,44233.64,210442,3081533,21.52,9517
BAJAJFINSV,EQ, 03-Apr-2020,4501.9,4560.0,4646.0,4430.0, 4520.05,4510.75,4537.22,722316,32773.06,138917,201065,27.84,9122
TORNTPHARM,EQ, 03-Apr-2020,1959.0,1979.0,2113.0,1950.0, 2090.00,2077.0,2061.88,1013029,20887.41,86009,433411,42.78,8936
ICICIGI,EQ, 03-Apr-2020,1105.75,1100.0,1119.9,1013.0, 1040.05,1045.05,1047.9,1099047,11516.88,78555,838720,76.31,8788
RBLBANK,EQ, 03-Apr-2020,131.3,136.95,139.1,109.25, 110.95,110.95,117.01,44027691,51516.21,341004,7283185,16.54,8522
ADANIPORTS,EQ, 03-Apr-2020,244.8,246.0,252.8,238.9, 244.20,244.8,248.45,7210453,17914.16,43535,3270022,45.35,8124
DIVISLAB,EQ, 03-Apr-2020,1877.0,1910.0,1940.0,1822.95, 1902.00,1901.05,1893.04,1219731,23089.93,79829,419282,34.37,7937
TATACONSUM,EQ, 03-Apr-2020,280.0,286.0,286.0,264.0, 267.00,267.15,269.05,5990376,16117.28,118890,2914165,48.65,7840
KANSAINER,EQ, 03-Apr-2020,388.95,385.0,388.95,374.0, 377.40,377.4,376.04,2067993,7776.4,2965,2037288,98.52,7661
APOLLOHOSP,EQ, 03-Apr-2020,1088.85,1094.2,1239.45,1088.05, 1195.00,1189.55,1169.46,2397409,28036.64,128015,649984,27.11,7601
JSWSTEEL,EQ, 03-Apr-2020,143.0,143.25,148.15,132.5, 143.00,140.7,137.91,18559602,25595.2,150511,5511899,29.7,7601
INFRATEL,EQ, 03-Apr-2020,155.1,158.0,161.6,154.2, 157.95,156.4,155.4,8125477,12627.16,68485,4798796,59.06,7457
AUROPHARMA,EQ, 03-Apr-2020,392.3,353.1,411.95,333.5, 381.00,382.4,386.95,17168599,66434.67,272142,1913845,11.15,7405
TATASTEEL,EQ, 03-Apr-2020,266.35,267.7,268.9,251.0, 254.35,253.75,255.68,12528030,32031.61,174595,2888719,23.06,7385
HEROMOTOCO,EQ, 03-Apr-2020,1639.65,1610.05,1623.0,1543.15, 1589.00,1582.05,1579.91,1592848,25165.5,97799,460829,28.93,7280
NTPC,EQ, 03-Apr-2020,81.0,82.05,82.1,78.85, 80.30,79.55,80.1,18319674,14673.88,79080,9040637,49.35,7241
LUPIN,EQ, 03-Apr-2020,579.05,582.45,665.9,578.0, 662.00,655.85,633.2,6492876,41113.01,146154,1089812,16.78,6900
DABUR,EQ, 03-Apr-2020,434.85,444.5,454.25,424.05, 427.00,427.8,434.92,4235837,18422.64,112806,1570673,37.08,6831
BANDHANBNK,EQ, 03-Apr-2020,194.9,196.2,197.05,180.0, 182.20,181.55,184.71,9147321,16896.25,144751,3536608,38.66,6532
JINDALSTEL,EQ, 03-Apr-2020,70.25,74.25,74.8,62.0, 62.50,63.15,67.58,46620044,31508.11,167301,9581532,20.55,6475
VEDL,EQ, 03-Apr-2020,62.65,64.0,64.45,62.2, 62.80,62.8,62.81,24226287,15216.52,77561,10283934,42.45,6459
HDFCAMC,EQ, 03-Apr-2020,2185.75,2190.0,2224.0,2135.0, 2182.00,2177.15,2180.55,520257,11344.44,85741,296225,56.94,6459
SHREECEM,EQ, 03-Apr-2020,16549.65,16661.2,16698.45,15410.0, 15500.00,15783.8,15968.85,77720,12410.99,31757,38016,48.91,6070
PIDILITIND,EQ, 03-Apr-2020,1297.3,1299.0,1300.4,1196.4, 1219.00,1215.9,1223.81,1310167,16033.97,111585,493910,37.7,6044
M&M,EQ, 03-Apr-2020,272.85,274.0,290.0,271.35, 281.40,280.7,283.35,6961905,19726.71,111923,2094060,30.08,5933
MCDOWELL-N,EQ, 03-Apr-2020,462.85,465.0,490.0,463.2, 471.00,465.8,476.73,2828163,13482.61,77073,1227788,43.41,5853
JUBLFOOD,EQ, 03-Apr-2020,1383.1,1385.0,1394.85,1265.0, 1300.05,1297.8,1303.44,1350655,17605.0,85154,448739,33.22,5849
ACC,EQ, 03-Apr-2020,963.45,960.0,969.8,936.95, 958.05,962.6,959.12,1221295,11713.74,31706,599171,49.06,5746
HINDPETRO,EQ, 03-Apr-2020,184.0,184.0,192.8,175.55, 182.00,184.2,184.78,9509089,17570.76,90827,2975601,31.29,5498
IGL,EQ, 03-Apr-2020,390.55,383.2,409.95,380.1, 404.10,406.7,399.34,4513937,18025.91,114341,1365446,30.25,5452
TATAMOTORS,EQ, 03-Apr-2020,67.95,66.9,66.9,64.8, 65.45,65.3,65.5,35346490,23151.42,161810,8319686,23.54,5449
ONGC,EQ, 03-Apr-2020,65.75,69.0,71.0,66.5, 69.80,69.85,68.84,39761221,27370.29,154154,7578449,19.06,5217
BAJAJ-AUTO,EQ, 03-Apr-2020,2051.1,2051.1,2056.3,1957.55, 2020.00,2033.75,2011.09,692220,13921.16,82281,253473,36.62,5097
SBICARD,EQ, 03-Apr-2020,608.05,613.8,614.7,588.0, 591.80,590.25,596.99,1693653,10110.94,117158,846813,50.0,5055
WIPRO,EQ, 03-Apr-2020,189.5,188.0,189.6,177.75, 180.15,180.0,181.23,6573737,11913.49,79843,2690631,40.93,4876
PEL,EQ, 03-Apr-2020,936.5,935.0,936.0,871.25, 915.00,912.1,901.86,2422575,21848.12,106428,537713,22.2,4849
GODREJCP,EQ, 03-Apr-2020,548.75,551.3,558.15,525.2, 533.05,531.45,539.82,1709383,9227.53,59923,896840,52.47,4841
COLPAL,EQ, 03-Apr-2020,1242.5,1237.0,1282.9,1211.05, 1249.70,1249.9,1245.75,970935,12095.43,48711,379559,39.09,4728
BRITANNIA,EQ, 03-Apr-2020,2564.85,2588.95,2610.0,2475.0, 2572.00,2563.25,2533.94,726903,18419.31,80839,185637,25.54,4703
BIOCON,EQ, 03-Apr-2020,278.4,278.1,295.85,277.9, 289.70,290.95,288.49,6293405,18156.1,118393,1629829,25.9,4701
COALINDIA,EQ, 03-Apr-2020,139.45,138.6,139.9,131.8, 137.75,137.75,136.15,10937172,14891.28,105935,3450581,31.55,4697
ICICIPRULI,EQ, 03-Apr-2020,342.6,341.5,353.8,325.65, 338.00,338.9,339.49,3435594,11663.34,60568,1308157,38.08,4441
ULTRACEMCO,EQ, 03-Apr-2020,3140.65,3189.0,3191.0,3025.0, 3032.95,3041.6,3083.02,406173,12522.39,42250,138330,34.06,4264
SBILIFE,EQ, 03-Apr-2020,635.1,648.0,665.0,627.3, 646.00,650.15,648.5,1279330,8296.44,73454,654022,51.12,4241
GSKCONS,EQ, 03-Apr-2020,9548.55,9600.0,9773.75,9270.0, 9360.00,9356.2,9418.29,77269,7277.42,15833,43143,55.83,4063
UPL,EQ, 03-Apr-2020,305.75,306.15,307.5,295.0, 300.00,298.1,301.9,3265474,9858.59,59126,1331534,40.78,4019
NAUKRI,EQ, 03-Apr-2020,2013.95,2028.0,2054.1,1931.0, 2006.70,2006.65,1994.35,310860,6199.62,32639,197766,63.62,3944
LICHSGFIN,EQ, 03-Apr-2020,233.0,232.05,234.7,216.0, 220.00,218.65,223.1,4702299,10490.71,83846,1745279,37.12,3893
PETRONET,EQ, 03-Apr-2020,200.0,201.0,203.6,194.2, 198.15,195.8,198.41,3489254,6923.2,72452,1921924,55.08,3813
ASHOKLEY,EQ, 03-Apr-2020,41.1,41.1,41.15,38.0, 38.30,38.15,38.6,37556156,14498.26,158009,9874594,26.29,3811
GAIL,EQ, 03-Apr-2020,75.75,77.0,82.0,75.15, 80.75,80.9,79.45,19035356,15122.69,111924,4636330,24.36,3683
ALKEM,EQ, 03-Apr-2020,2270.05,2279.0,2299.75,2250.0, 2272.00,2267.05,2272.76,196222,4459.66,18773,157841,80.44,3587
INDIGO,EQ, 03-Apr-2020,999.0,999.0,1004.9,915.05, 950.00,953.25,952.21,2314764,22041.38,87788,375932,16.24,3579
HAVELLS,EQ, 03-Apr-2020,484.6,498.0,498.0,469.55, 471.00,471.5,479.81,2044235,9808.38,101213,736930,36.05,3535
SRF,EQ, 03-Apr-2020,2654.95,2635.0,2767.6,2562.1, 2673.00,2668.35,2665.78,411310,10964.61,37525,130667,31.77,3483
BANKBARODA,EQ, 03-Apr-2020,51.25,51.25,51.3,48.5, 48.60,48.7,49.48,20739757,10262.0,66487,6894032,33.24,3411
IBULHSGFIN,EQ, 03-Apr-2020,99.35,98.5,99.0,93.5, 96.00,96.65,95.88,14992859,14375.79,92775,3499714,23.34,3355
IOC,EQ, 03-Apr-2020,78.95,81.0,82.1,76.6, 79.60,79.5,79.13,17006294,13456.8,78460,4170456,24.52,3300
MARICO,EQ, 03-Apr-2020,265.5,263.0,275.7,257.0, 261.00,261.15,265.14,3664064,9714.79,86124,1211769,33.07,3212
LTTS,EQ, 03-Apr-2020,1181.1,1181.1,1181.1,1085.0, 1099.25,1107.6,1117.18,345971,3865.12,18483,283881,82.05,3171
CHOLAFIN,EQ, 03-Apr-2020,142.85,147.0,147.0,122.5, 125.40,124.65,134.06,4407286,5908.61,62106,2247739,51.0,3013
OBEROIRLTY,EQ, 03-Apr-2020,325.65,320.5,340.8,314.25, 318.25,320.2,331.0,1037067,3432.74,29162,896863,86.48,2968
AUBANK,EQ, 03-Apr-2020,481.35,482.0,482.9,458.0, 459.35,465.45,467.47,722400,3377.0,47072,614219,85.02,2871
AMBUJACEM,EQ, 03-Apr-2020,156.65,156.6,156.65,151.55, 152.40,153.0,153.8,3738943,5750.39,47048,1775551,47.49,2730
BHARATFORG,EQ, 03-Apr-2020,230.05,230.0,230.05,215.0, 216.45,219.65,224.22,2286237,5126.2,58498,1207366,52.81,2707
MFSL,EQ, 03-Apr-2020,382.4,373.0,375.0,326.65, 330.00,333.85,350.49,2323689,8144.36,68264,770747,33.17,2701
MUTHOOTFIN,EQ, 03-Apr-2020,604.5,606.0,626.0,593.7, 607.00,606.0,609.29,1336172,8141.16,53133,442526,33.12,2696
HINDALCO,EQ, 03-Apr-2020,91.65,92.1,93.45,88.4, 88.80,88.8,89.68,8216768,7368.71,59406,2991339,36.41,2682
YESBANK,EQ, 03-Apr-2020,23.95,24.5,24.95,22.8, 24.20,24.1,24.03,45326980,10894.11,169289,10964686,24.19,2634
PVR,EQ, 03-Apr-2020,1054.0,1055.0,1069.95,952.0, 1018.90,1007.0,989.46,1587605,15708.67,88828,260888,16.43,2581
