SYMBOL,SERIES,DATE1,PREV_CLOSE,OPEN_PRICE,HIGH_PRICE,LOW_PRICE,LAST_PRICE,CLOSE_PRICE,AVG_PRICE,TTL_TRD_QNTY,TURNOVER_LACS,NO_OF_TRADES,DELIV_QTY,DELIV_PER,DELIV_LACS
BPCL,EQ, 16-Apr-2021,404.85,405.0,422.95,404.3,413.6,413.8,416.08,11146313,46378.07,111117,3232354,29.0,13449
POWERGRID,EQ, 16-Apr-2021,207.8,207.5,214.8,207.25,209.85,209.85,211.78,12386729,26232.7,69653,6022925,48.62,12755
DABUR,EQ, 16-Apr-2021,572.05,581.9,581.9,571.0,575.0,575.0,574.71,3675431,21123.09,103712,2146495,58.4,12336
JSWSTEEL,EQ, 16-Apr-2021,629.1,631.9,635.9,616.95,617.45,619.4,627.62,14389029,90308.71,137539,1847978,12.84,11598
SRTRANSFIN,EQ, 16-Apr-2021,1380.65,1375.3,1394.95,1365.6,1372.95,1378.0,1382.6,2401238,33199.47,58020,824784,34.35,11403
ITC,EQ, 16-Apr-2021,206.7,208.0,209.25,206.5,208.0,207.95,208.25,13311926,27722.65,82765,5335862,40.08,11111
HDFCLIFE,EQ, 16-Apr-2021,694.45,694.5,701.3,689.1,690.0,690.65,692.83,2784995,19295.22,44089,1590726,57.12,11021
GLENMARK,EQ, 16-Apr-2021,536.95,539.95,578.0,525.65,570.0,571.9,561.65,11468653,64413.39,180348,1962080,17.11,11020
BAJAJFINSV,EQ, 16-Apr-2021,9739.7,9765.0,9880.0,9765.0,9801.0,9824.75,9823.88,400132,39308.47,54931,111651,27.9,10968
EMAMILTD,EQ, 16-Apr-2021,529.45,537.0,547.0,529.55,541.15,543.55,539.46,2495829,13464.1,20179,2030344,81.35,10952
ICICIPRULI,EQ, 16-Apr-2021,456.0,455.8,465.5,446.6,452.8,451.05,452.6,3824516,17309.76,36063,2325330,60.8,10524
DRREDDY,EQ, 16-Apr-2021,4845.55,4863.8,4940.0,4815.2,4883.0,4893.25,4884.44,1198029,58517.01,82710,213502,17.82,10428
SAIL,EQ, 16-Apr-2021,92.8,93.8,94.5,91.05,91.7,91.6,93.2,39292380,36621.03,101321,11042391,28.1,10291
TECHM,EQ, 16-Apr-2021,993.15,998.0,1013.5,996.0,1005.0,1010.3,1005.79,2660763,26761.81,59313,1022838,38.44,10287
INDUSINDBK,EQ, 16-Apr-2021,858.35,864.1,869.95,853.05,862.1,862.95,860.12,5338683,45919.15,102179,1113789,20.86,9579
VEDL,EQ, 16-Apr-2021,225.35,226.2,235.25,224.15,232.0,231.8,230.89,11975438,27649.97,63978,4118441,34.39,9509
TATAPOWER,EQ, 16-Apr-2021,94.15,95.0,97.95,94.05,96.75,97.15,96.47,49515934,47767.12,132444,9160806,18.5,8837
BIOCON,EQ, 16-Apr-2021,404.6,403.0,418.55,399.35,411.8,412.85,408.97,5669099,23185.13,58568,2134404,37.65,8729
LIQUIDBEES,EQ, 16-Apr-2021,1000.0,1002.3,1002.3,999.37,1000.01,999.99,1000.0,1082073,10820.72,4100,843651,77.97,8436
ONGC,EQ, 16-Apr-2021,105.1,104.6,107.85,104.2,107.2,107.3,106.79,21627285,23096.7,77462,7846497,36.28,8379
