SYMBOL,SERIES,DATE1,PREV_CLOSE,OPEN_PRICE,HIGH_PRICE,LOW_PRICE,LAST_PRICE,CLOSE_PRICE,AVG_PRICE,TTL_TRD_QNTY,TURNOVER_LACS,NO_OF_TRADES,DELIV_QTY,DELIV_PER,DELIV_LACS
BHARTIARTL,EQ, 13-Apr-2021,522.45,526.4,540.0,523.1, 536.85,536.15,530.96,6535007,34698.01,90447,2169720,33.2,11520
AUBANK,EQ, 13-Apr-2021,1076.5,1076.5,1105.9,1034.85, 1085.00,1080.8,1070.77,2453716,26273.54,121976,1035521,42.2,11088
TITAN,EQ, 13-Apr-2021,1510.45,1528.6,1553.3,1516.65, 1540.00,1530.6,1535.62,1880575,28878.4,73400,716973,38.13,11009
PIDILITIND,EQ, 13-Apr-2021,1849.3,1850.0,1859.45,1791.25, 1800.00,1798.95,1813.86,1091112,19791.28,48376,605483,55.49,10982
GAIL,EQ, 13-Apr-2021,132.75,134.0,139.9,133.9, 138.60,138.9,137.41,19451005,26728.24,64723,7934451,40.79,10902
SHREECEM,EQ, 13-Apr-2021,29881.05,30200.0,30699.9,30110.0, 30420.95,30356.05,30382.43,91665,27850.05,29098,35243,38.45,10707
SUNPHARMA,EQ, 13-Apr-2021,619.35,624.0,635.55,616.1, 628.45,627.35,625.19,7399207,46259.33,123746,1698306,22.95,10617
DLF,EQ, 13-Apr-2021,246.6,248.6,258.5,246.1, 255.20,255.7,253.61,16183485,41043.62,102566,4100366,25.34,10398
LT,EQ, 13-Apr-2021,1345.15,1347.25,1382.0,1347.25, 1376.55,1373.7,1368.46,2063654,28240.33,85120,749494,36.32,10256
HINDALCO,EQ, 13-Apr-2021,336.2,336.2,350.3,336.2, 348.60,348.7,344.75,12942071,44617.32,163479,2922189,22.58,10074
LALPATHLAB,EQ, 13-Apr-2021,3336.55,3335.0,3359.9,2905.0, 2962.80,2947.95,3093.77,1583637,48994.13,120573,318641,20.12,9858
ASIANPAINT,EQ, 13-Apr-2021,2602.2,2600.0,2626.0,2564.3, 2574.50,2570.7,2587.13,1200230,31051.54,70840,374604,31.21,9691
NESTLEIND,EQ, 13-Apr-2021,17501.7,17587.0,17599.95,17040.1, 17210.00,17168.85,17247.47,110527,19063.11,20032,53794,48.67,9278
LAURUSLABS,EQ, 13-Apr-2021,416.5,420.0,448.0,417.2, 439.50,439.8,434.97,7133941,31030.47,94466,2102795,29.48,9146
FEDERALBNK,EQ, 13-Apr-2021,71.2,71.5,77.5,71.05, 76.50,77.0,74.57,39859534,29723.05,71754,12258298,30.75,9141
TATAPOWER,EQ, 13-Apr-2021,92.2,92.3,96.3,91.55, 95.75,95.85,94.46,76861733,72602.04,205189,9596868,12.49,9065
IDFCFIRSTB,EQ, 13-Apr-2021,50.55,51.15,54.4,50.9, 53.85,54.05,52.73,62994327,33216.0,117177,17178733,27.27,9058
POWERGRID,EQ, 13-Apr-2021,201.15,205.15,209.4,202.45, 209.00,208.75,207.02,11154981,23093.51,61578,4227998,37.9,8752
