SYMBOL,SERIES,DATE1,PREV_CLOSE,OPEN_PRICE,HIGH_PRICE,LOW_PRICE,LAST_PRICE,CLOSE_PRICE,AVG_PRICE,TTL_TRD_QNTY,TURNOVER_LACS,NO_OF_TRADES,DELIV_QTY,DELIV_PER,DELIV_LACS
WIPRO,EQ, 23-Apr-2021,486.65,483.55,487.35,474.35,475.4,475.7,481.46,13596003,65459.14,133513,3125332,22.99,15047
TATAELXSI,EQ, 23-Apr-2021,3048.1,3150.0,3340.0,3127.45,3222.75,3185.65,3263.93,1588841,51858.58,105442,454264,28.59,14826
JINDALSTEL,EQ, 23-Apr-2021,441.6,444.9,449.5,431.25,436.0,437.05,439.66,15212228,66882.69,120909,3303602,21.72,14524
CIPLA,EQ, 23-Apr-2021,944.35,944.35,952.85,922.75,936.4,935.6,934.36,7972589,74492.35,139014,1545821,19.39,14443
M&M,EQ, 23-Apr-2021,799.7,796.0,805.6,774.1,779.5,777.9,784.69,4796085,37634.17,104824,1837308,38.31,14417
BAJFINANCE,EQ, 23-Apr-2021,4688.7,4621.1,4759.8,4610.5,4654.0,4667.8,4687.79,2729525,127954.29,168132,305723,11.2,14331
KOTAKBANK,EQ, 23-Apr-2021,1736.05,1733.9,1756.35,1720.25,1730.35,1734.2,1740.27,1893450,32951.08,77912,813232,42.95,14152
SRTRANSFIN,EQ, 23-Apr-2021,1326.25,1315.0,1387.85,1311.5,1377.6,1380.65,1361.35,3521274,47936.99,90580,1019537,28.95,13879
WHIRLPOOL,EQ, 23-Apr-2021,2090.85,2099.95,2140.1,2087.0,2139.0,2131.7,2097.45,692668,14528.34,17932,613312,88.54,12863
ADANIENT,EQ, 23-Apr-2021,1157.8,1161.0,1182.9,1145.65,1150.55,1157.6,1167.29,6167151,71988.42,108883,1072629,17.39,12520
SUNPHARMA,EQ, 23-Apr-2021,639.95,636.5,645.8,630.15,637.15,637.95,638.61,7668180,48969.88,117219,1936871,25.26,12369
ATGL,EQ, 23-Apr-2021,1163.4,1170.0,1190.0,1147.0,1153.5,1154.5,1164.25,1609947,18743.75,30518,1056646,65.63,12302
LUPIN,EQ, 23-Apr-2021,1060.75,1046.0,1083.6,1036.6,1070.9,1076.25,1061.75,4659292,49470.1,82413,1110972,23.84,11795
LT,EQ, 23-Apr-2021,1336.8,1330.0,1344.65,1314.45,1324.0,1322.9,1329.38,2062964,27424.72,77892,849820,41.19,11297
HINDALCO,EQ, 23-Apr-2021,355.85,354.05,362.65,345.3,349.0,349.5,355.15,12805877,45480.68,102303,3169036,24.75,11254
ASHOKLEY,EQ, 23-Apr-2021,113.1,112.0,112.9,110.2,111.55,111.3,111.72,28200057,31504.74,71117,9907481,35.13,11068
NTPC,EQ, 23-Apr-2021,98.95,98.0,103.0,98.0,102.85,102.55,101.67,29484794,29976.74,81071,9969337,33.81,10135
SBILIFE,EQ, 23-Apr-2021,914.4,896.35,941.9,896.35,920.0,922.85,930.99,3601606,33530.64,87117,1087836,30.2,10127
HDFCLIFE,EQ, 23-Apr-2021,679.05,679.0,691.4,676.35,689.95,686.35,685.5,3140377,21527.17,59668,1463619,46.61,10033
ADANIPORTS,EQ, 23-Apr-2021,737.8,736.45,746.9,720.1,725.1,725.35,733.59,18435449,135240.09,204435,1361968,7.39,9991
JSWSTEEL,EQ, 23-Apr-2021,640.75,641.0,652.8,625.85,634.7,635.4,640.2,17931094,114795.52,179209,1557525,8.69,9971
AMBUJACEM,EQ, 23-Apr-2021,295.6,293.2,298.8,292.2,295.65,295.2,296.38,6813166,20192.6,43202,3340909,49.04,9901
ASIANPAINT,EQ, 23-Apr-2021,2511.25,2527.1,2565.0,2496.2,2520.0,2517.95,2523.48,1614593,40744.0,78286,387340,23.99,9774
MUTHOOTFIN,EQ, 23-Apr-2021,1146.95,1147.0,1207.0,1146.0,1203.9,1200.85,1184.74,2069671,24520.26,92262,798478,38.58,9459
EICHERMOT,EQ, 23-Apr-2021,2337.85,2310.0,2357.15,2304.1,2316.0,2317.3,2325.77,962271,22380.23,46548,400524,41.62,9315
PETRONET,EQ, 23-Apr-2021,229.85,229.25,235.75,227.0,234.4,235.2,233.29,6302997,14703.95,71241,3853849,61.14,8990
