SYMBOL,SERIES,DATE1,PREV_CLOSE,OPEN_PRICE,HIGH_PRICE,LOW_PRICE,LAST_PRICE,CLOSE_PRICE,AVG_PRICE,TTL_TRD_QNTY,TURNOVER_LACS,NO_OF_TRADES,DELIV_QTY,DELIV_PER,DELIV_LACS
HDFCBANK,EQ, 26-Apr-2021,1414.15,1413.0,1429.0,1402.75, 1407.55,1404.8,1413.19,15085476,213186.07,291268,9791881,64.91,138377
ICICIBANK,EQ, 26-Apr-2021,569.95,602.0,605.5,588.0, 588.70,591.1,596.22,62584522,373142.88,546696,16913351,27.02,100840
HCLTECH,EQ, 26-Apr-2021,955.65,940.0,954.5,923.05, 930.00,928.8,931.7,19619972,182799.66,311431,9218485,46.99,85888
RELIANCE,EQ, 26-Apr-2021,1904.35,1920.0,1962.0,1911.5, 1938.00,1937.85,1941.32,9620785,186769.95,259137,4276703,44.45,83024
HDFC,EQ, 26-Apr-2021,2497.35,2500.0,2534.1,2483.2, 2502.00,2509.8,2508.07,3916088,98218.05,121028,2440395,62.32,61206
INFY,EQ, 26-Apr-2021,1333.8,1332.25,1351.3,1321.0, 1345.00,1343.55,1343.19,7088606,95213.61,130375,4218129,59.51,56657
TATASTEEL,EQ, 26-Apr-2021,925.6,935.0,956.0,930.05, 942.50,940.75,942.98,21234858,200240.67,274958,4584617,21.59,43232
TCS,EQ, 26-Apr-2021,3109.5,3102.05,3153.0,3088.05, 3100.05,3100.8,3122.35,2490260,77754.65,87012,1345353,54.02,42006
AXISBANK,EQ, 26-Apr-2021,671.35,694.0,703.8,684.5, 699.50,700.45,695.33,21646184,150511.97,286480,5949937,27.49,41371
SBIN,EQ, 26-Apr-2021,336.45,339.25,347.45,339.25, 344.80,344.3,345.26,49234985,169987.36,306217,11962001,24.3,41300
SAIL,EQ, 26-Apr-2021,93.1,95.05,101.2,94.85, 100.60,100.5,98.83,167027119,165065.61,313413,38082548,22.8,37636
BAJFINANCE,EQ, 26-Apr-2021,4667.8,4690.0,4829.0,4690.0, 4744.00,4736.55,4768.93,2903989,138489.31,175366,768523,26.46,36650
KOTAKBANK,EQ, 26-Apr-2021,1734.2,1740.0,1783.0,1733.3, 1761.85,1759.65,1766.82,3253062,57475.83,94734,1795465,55.19,31722
CIPLA,EQ, 26-Apr-2021,935.6,935.6,940.0,902.15, 907.95,905.4,914.11,10255697,93748.85,161321,3451318,33.65,31548
MARUTI,EQ, 26-Apr-2021,6676.1,6690.2,6789.0,6600.0, 6645.00,6638.9,6678.34,937344,62599.03,74474,464999,49.61,31054
HINDUNILVR,EQ, 26-Apr-2021,2307.75,2324.0,2369.8,2311.0, 2367.70,2360.65,2340.89,1946867,45574.05,85684,1289103,66.21,30176
CADILAHC,EQ, 26-Apr-2021,570.9,605.0,605.0,565.1, 569.05,569.55,579.21,32282135,186981.4,355558,5093644,15.78,29502
HINDALCO,EQ, 26-Apr-2021,349.5,353.0,358.25,345.5, 348.60,348.35,351.91,16472269,57968.22,113431,7186409,43.63,25289
ITC,EQ, 26-Apr-2021,205.35,205.8,206.75,204.7, 205.50,205.3,205.64,19886214,40893.7,103777,11449231,57.57,23544
SBILIFE,EQ, 26-Apr-2021,922.85,919.15,946.9,916.0, 939.70,942.5,939.16,3751088,35228.68,66202,2292134,61.11,21526
NESTLEIND,EQ, 26-Apr-2021,16625.7,16799.05,16895.0,16663.65, 16865.30,16870.6,16811.15,152362,25613.8,14294,117593,77.18,19768
M&MFIN,EQ, 26-Apr-2021,178.9,168.9,168.9,161.15, 163.35,163.25,163.65,35868833,58700.79,168599,12079426,33.68,19767
TECHM,EQ, 26-Apr-2021,950.2,951.0,970.0,937.0, 970.00,962.2,949.75,5053998,48000.42,84936,1947524,38.53,18496
BRITANNIA,EQ, 26-Apr-2021,3650.3,3661.1,3662.0,3531.0, 3546.00,3539.2,3558.62,1031406,36703.82,72258,507276,49.18,18052
EICHERMOT,EQ, 26-Apr-2021,2317.3,2329.5,2376.15,2329.5, 2366.55,2369.85,2359.51,1330072,31383.12,40310,717589,53.95,16931
ADANIENT,EQ, 26-Apr-2021,1157.6,1160.0,1197.9,1160.0, 1170.80,1173.35,1183.45,6939823,82129.23,127378,1337136,19.27,15824
SRTRANSFIN,EQ, 26-Apr-2021,1380.65,1379.0,1379.55,1326.6, 1340.10,1339.1,1343.52,2676531,35959.84,89168,1157943,43.26,15557
ICICIPRULI,EQ, 26-Apr-2021,512.4,517.1,547.0,506.25, 542.70,543.9,531.3,10662743,56650.64,142368,2791068,26.18,14828
