SYMBOL,SERIES,DATE1,PREV_CLOSE,OPEN_PRICE,HIGH_PRICE,LOW_PRICE,LAST_PRICE,CLOSE_PRICE,AVG_PRICE,TTL_TRD_QNTY,TURNOVER_LACS,NO_OF_TRADES,DELIV_QTY,DELIV_PER,DELIV_LACS
AXISBANK,EQ, 20-Apr-2021,648.15,656.0,662.0,643.0,651.7,651.75,654.29,12296248,80453.25,175625,4319429,35.13,28261
MARUTI,EQ, 20-Apr-2021,6511.75,6615.0,6678.7,6558.55,6640.0,6646.65,6616.92,914142,60488.0,69676,401144,43.88,26543
TATASTEEL,EQ, 20-Apr-2021,888.05,900.0,905.75,882.0,892.35,894.0,894.65,16915293,151332.7,202685,2881739,17.04,25781
GRASIM,EQ, 20-Apr-2021,1324.7,1351.1,1373.35,1281.6,1283.0,1291.9,1314.28,3688197,48473.19,107520,1833151,49.7,24092
SUNPHARMA,EQ, 20-Apr-2021,640.65,643.8,659.5,639.15,643.0,645.15,648.44,13831258,89687.4,192154,3591952,25.97,23291
SBIN,EQ, 20-Apr-2021,331.15,335.1,339.9,326.7,329.4,329.5,333.65,41296147,137784.55,248595,6958070,16.85,23215
HINDUNILVR,EQ, 20-Apr-2021,2436.65,2456.0,2456.0,2383.8,2395.0,2397.45,2410.82,1589508,38320.22,71961,947816,59.63,22850
CADILAHC,EQ, 20-Apr-2021,527.15,542.0,568.9,532.65,555.3,556.25,549.29,28048180,154065.16,303920,4014234,14.31,22049
ICICIPRULI,EQ, 20-Apr-2021,452.05,465.5,514.9,465.5,476.8,477.95,491.12,23054764,113226.91,275442,4373892,18.97,21481
WIPRO,EQ, 20-Apr-2021,472.75,476.0,477.55,467.8,469.0,470.1,471.11,17730691,83531.86,153624,4484639,25.29,21127
ITC,EQ, 20-Apr-2021,205.6,206.2,207.0,202.5,203.15,203.55,204.65,21364882,43724.13,158567,10308540,48.25,21096
TATAMOTORS,EQ, 20-Apr-2021,301.4,307.7,308.15,294.2,297.4,298.05,301.99,56740291,171349.34,293573,6928884,12.21,20924
APOLLOHOSP,EQ, 20-Apr-2021,3157.4,3210.0,3309.0,3181.75,3278.55,3269.65,3264.63,2575420,84077.87,124210,636242,24.7,20770
LT,EQ, 20-Apr-2021,1310.45,1320.0,1339.45,1317.7,1330.0,1331.5,1328.91,2989204,39723.9,95667,1536913,51.42,20424
HDFCLIFE,EQ, 20-Apr-2021,665.95,670.1,689.0,670.1,686.0,685.2,683.21,5373233,36710.41,85025,2733014,50.86,18672
CIPLA,EQ, 20-Apr-2021,946.3,965.1,966.35,941.1,951.0,949.3,951.8,10205616,97136.96,157298,1904032,18.66,18122
BAJAJFINSV,EQ, 20-Apr-2021,9469.9,9600.0,9945.5,9600.0,9799.9,9819.4,9824.26,798732,78469.53,90313,180921,22.65,17774
TECHM,EQ, 20-Apr-2021,1000.1,996.0,1007.5,973.35,980.9,983.4,986.91,4028636,39758.99,80344,1774542,44.05,17513
BHARTIARTL,EQ, 20-Apr-2021,526.45,529.0,537.0,525.9,529.0,530.2,531.74,7233304,38462.49,82776,3258127,45.04,17324
AUROPHARMA,EQ, 20-Apr-2021,965.9,980.0,1006.25,976.5,981.9,987.3,992.41,6961954,69091.28,135524,1680589,24.14,16678
M&M,EQ, 20-Apr-2021,794.95,808.0,821.2,800.55,811.0,811.15,809.77,4830957,39119.54,86938,1880811,38.93,15230
SBILIFE,EQ, 20-Apr-2021,906.25,917.0,931.1,895.35,900.95,898.95,915.45,3593124,32893.24,125244,1607415,44.74,14715
ADANIPORTS,EQ, 20-Apr-2021,720.95,744.7,745.9,710.0,721.0,720.45,729.05,21315167,155397.77,243616,2001506,9.39,14591
LIQUIDBEES,EQ, 20-Apr-2021,1000.0,1002.3,1002.3,999.99,1000.01,1000.0,1000.01,1660926,16609.35,3815,1418078,85.38,14180
JSWSTEEL,EQ, 20-Apr-2021,615.8,622.8,630.0,613.4,619.45,620.6,621.88,13626064,84738.0,135037,2163978,15.88,13457
ATGL,EQ, 20-Apr-2021,1143.8,1175.0,1214.0,1133.2,1154.9,1154.0,1166.32,2150909,25086.53,51902,1149322,53.43,13404
GAIL,EQ, 20-Apr-2021,136.4,138.2,139.75,133.5,134.3,134.4,136.33,18926713,25802.71,99115,9483610,50.11,12929
SRTRANSFIN,EQ, 20-Apr-2021,1342.65,1379.0,1386.0,1322.6,1341.05,1345.05,1358.78,2499745,33965.95,45253,944634,37.79,12835
ASIANPAINT,EQ, 20-Apr-2021,2571.9,2600.0,2604.7,2528.8,2547.9,2553.65,2564.75,1489287,38196.47,79691,486810,32.69,12485
AMBUJACEM,EQ, 20-Apr-2021,300.95,309.2,313.85,292.45,294.7,295.7,300.9,12222234,36777.09,93900,4024385,32.93,12109
INDUSINDBK,EQ, 20-Apr-2021,832.0,845.0,864.8,840.05,842.25,845.0,854.66,8240669,70430.0,133728,1399803,16.99,11963
LODHA,EQ, 20-Apr-2021,465.25,468.0,513.85,457.35,501.45,503.1,489.39,5852536,28641.56,108274,2440878,41.71,11945
ONGC,EQ, 20-Apr-2021,103.05,103.3,105.0,102.2,103.6,102.85,103.56,23082015,23904.87,70058,11530610,49.95,11941
HINDALCO,EQ, 20-Apr-2021,361.4,368.6,371.5,354.55,358.25,359.35,362.97,15526407,56355.67,107836,3224416,20.77,11703
ADANIENT,EQ, 20-Apr-2021,1136.35,1156.85,1177.7,1125.05,1137.0,1142.75,1154.98,8261172,95415.23,143251,999726,12.1,11546
ASHOKLEY,EQ, 20-Apr-2021,109.9,111.05,114.3,110.75,112.3,112.85,112.83,32076834,36191.28,77646,10129376,31.58,11428
CHOLAFIN,EQ, 20-Apr-2021,530.55,535.9,559.2,533.25,538.05,538.75,549.42,6039565,33182.32,91375,1973897,32.68,10844
DIXON,EQ, 20-Apr-2021,3830.45,3848.0,3973.8,3843.0,3930.0,3934.75,3920.1,585780,22963.16,57002,269296,45.97,10556
TATACOMM,EQ, 20-Apr-2021,1110.2,1124.7,1150.0,1099.2,1135.0,1128.6,1122.21,1485588,16671.34,23293,928292,62.49,10417
