SYMBOL,SERIES,DATE1,PREV_CLOSE,OPEN_PRICE,HIGH_PRICE,LOW_PRICE,LAST_PRICE,CLOSE_PRICE,AVG_PRICE,TTL_TRD_QNTY,TURNOVER_LACS,NO_OF_TRADES,DELIV_QTY,DELIV_PER,DELIV_LACS
AXISBANK,EQ, 27-Apr-2021,700.45,691.1,703.9,684.1,700.9,699.55,692.83,46559967,322583.0,289445,18080082,38.83,125264
HDFCBANK,EQ, 27-Apr-2021,1404.8,1407.25,1442.0,1404.8,1435.05,1438.7,1430.4,10296453,147280.96,233200,5650216,54.88,80820
RELIANCE,EQ, 27-Apr-2021,1937.85,1940.0,1997.2,1938.25,1990.0,1988.65,1978.64,9226547,182560.21,291197,3772144,40.88,74637
ICICIBANK,EQ, 27-Apr-2021,591.1,593.25,601.95,591.1,599.0,598.75,597.63,24239685,144862.96,233412,9056247,37.36,54122
KOTAKBANK,EQ, 27-Apr-2021,1759.65,1750.0,1762.6,1724.55,1753.05,1750.3,1740.41,4533360,78898.87,133983,2353189,51.91,40955
MARUTI,EQ, 27-Apr-2021,6638.9,6669.95,6709.0,6542.0,6552.0,6568.75,6620.68,1610651,106635.98,130986,588617,36.55,38970
BAJFINANCE,EQ, 27-Apr-2021,4736.55,4747.0,4889.85,4746.55,4886.0,4865.05,4818.15,2644997,127439.88,148957,777955,29.41,37483
SBIN,EQ, 27-Apr-2021,344.3,344.0,354.95,342.4,354.2,353.05,349.42,46003023,160745.9,293357,9882201,21.48,34530
TATASTEEL,EQ, 27-Apr-2021,940.75,948.3,983.0,944.3,982.0,977.75,965.43,24904515,240434.62,331493,3575969,14.36,34523
HINDALCO,EQ, 27-Apr-2021,348.35,350.1,370.0,350.1,366.0,366.25,365.09,41263319,150646.71,307599,8981182,21.77,32789
HCLTECH,EQ, 27-Apr-2021,928.8,931.0,938.55,923.4,930.3,928.85,928.06,6406825,59459.38,180458,3233276,50.47,30006
HDFCLIFE,EQ, 27-Apr-2021,704.45,711.05,719.0,677.0,679.2,678.75,688.33,10860187,74753.97,227050,4004697,36.88,27565
TCS,EQ, 27-Apr-2021,3100.8,3106.0,3136.1,3103.0,3132.75,3132.0,3122.18,1471417,45940.36,97077,849767,57.75,26531
HDFC,EQ, 27-Apr-2021,2509.8,2494.15,2526.8,2486.25,2514.0,2518.4,2509.18,2040799,51207.3,102250,1040749,51.0,26114
LT,EQ, 27-Apr-2021,1335.9,1339.0,1388.45,1335.9,1384.0,1380.65,1370.45,4303909,58982.88,128988,1899385,44.13,26030
HINDUNILVR,EQ, 27-Apr-2021,2360.65,2363.0,2386.45,2352.95,2378.0,2379.85,2374.4,1668456,39615.83,84641,1089882,65.32,25878
INFY,EQ, 27-Apr-2021,1343.55,1346.0,1353.0,1340.15,1347.5,1348.5,1346.89,3636115,48974.45,145974,1871084,51.46,25201
TECHM,EQ, 27-Apr-2021,962.2,962.7,987.6,944.15,968.8,969.25,962.64,10497935,101057.75,209748,2147311,20.45,20670
BHARTIARTL,EQ, 27-Apr-2021,527.55,527.45,538.55,526.25,535.5,534.3,534.45,9693047,51804.49,99563,3413478,35.22,18243
ADANIENT,EQ, 27-Apr-2021,1173.35,1184.7,1213.5,1181.0,1191.8,1191.15,1197.51,7109421,85136.23,118607,1460912,20.55,17494
TATAMOTORS,EQ, 27-Apr-2021,295.4,295.7,302.5,295.1,302.1,301.5,299.05,35040532,104787.93,191627,5215100,14.88,15595
SBICARD,EQ, 27-Apr-2021,919.35,920.0,964.0,910.0,952.55,954.65,938.43,5280436,49553.28,129076,1570607,29.74,14739
M&M,EQ, 27-Apr-2021,780.5,781.0,787.95,777.0,778.95,778.4,780.97,3624649,28307.52,89345,1805342,49.81,14099
SAIL,EQ, 27-Apr-2021,100.5,100.5,101.55,99.3,100.1,100.15,100.48,59990913,60279.29,137802,13814730,23.03,13881
LIQUIDBEES,EQ, 27-Apr-2021,999.99,1002.3,1002.3,999.4,1000.0,999.99,999.99,1504739,15047.3,3351,1377457,91.54,13774
CADILAHC,EQ, 27-Apr-2021,569.55,567.0,573.3,555.5,562.95,562.8,562.39,15090074,84865.06,164989,2391945,15.85,13452
ADANIPORTS,EQ, 27-Apr-2021,730.75,735.0,757.5,727.35,748.6,749.15,747.67,20573107,153819.13,236896,1779639,8.65,13305
DRREDDY,EQ, 27-Apr-2021,5066.7,5090.5,5116.0,5021.35,5062.0,5057.25,5065.33,957835,48517.46,64767,260296,27.18,13184
JINDALSTEL,EQ, 27-Apr-2021,442.95,445.0,456.0,436.65,450.5,449.9,448.95,17708967,79504.49,139145,2929261,16.54,13150
WIPRO,EQ, 27-Apr-2021,480.3,481.4,487.0,481.0,483.85,485.05,484.07,7209467,34899.1,112831,2548269,35.35,12335
ATGL,EQ, 27-Apr-2021,1153.8,1160.0,1170.0,1142.0,1152.75,1152.0,1153.19,1442775,16637.87,24785,1034937,71.73,11934
DIVISLAB,EQ, 27-Apr-2021,3784.35,3818.35,3925.0,3786.0,3919.9,3908.95,3856.1,804123,31007.77,61739,299354,37.23,11543
VEDL,EQ, 27-Apr-2021,236.65,239.75,244.55,239.1,243.3,243.35,242.2,15648609,37901.0,80210,4760483,30.42,11529
BRITANNIA,EQ, 27-Apr-2021,3539.2,3572.7,3574.6,3517.0,3546.0,3541.2,3539.42,813608,28796.97,46189,322686,39.66,11421
DEEPAKNTR,EQ, 27-Apr-2021,1637.5,1650.0,1795.0,1650.0,1793.0,1782.55,1742.71,4531215,78966.07,149692,647324,14.29,11280
LUXIND,EQ, 27-Apr-2021,1877.9,1877.9,1910.0,1846.25,1900.9,1890.55,1875.87,660639,12392.72,5041,557625,84.41,10460
ZEEL,EQ, 27-Apr-2021,186.4,188.0,192.95,186.8,188.8,188.15,189.41,14247767,26986.36,73673,5425957,38.08,10277
CIPLA,EQ, 27-Apr-2021,905.4,913.0,919.5,901.0,911.2,912.4,909.22,5669049,51544.2,120188,1126288,19.87,10240
ITC,EQ, 27-Apr-2021,205.3,205.3,206.95,205.05,205.5,205.4,205.85,11444814,23558.87,94890,4863874,42.5,10012
SBILIFE,EQ, 27-Apr-2021,942.5,946.0,946.8,925.0,927.0,928.75,929.88,1926977,17918.49,86694,1069722,55.51,9947
LAURUSLABS,EQ, 27-Apr-2021,465.75,467.4,471.8,454.0,467.55,467.25,463.3,5188525,24038.34,58563,2145185,41.34,9938
