SYMBOL,SERIES,DATE1,PREV_CLOSE,OPEN_PRICE,HIGH_PRICE,LOW_PRICE,LAST_PRICE,CLOSE_PRICE,AVG_PRICE,TTL_TRD_QNTY,TURNOVER_LACS,NO_OF_TRADES,DELIV_QTY,DELIV_PER,DELIV_LACS
JINDALSTEL,EQ, 22-Apr-2021,431.55,431.3,446.0,428.1,441.8,441.6,440.27,16382110,72126.07,131606,3300267,20.15,14530
HINDALCO,EQ, 22-Apr-2021,359.35,360.8,365.6,354.7,356.0,355.85,359.5,12756931,45861.76,120469,4034713,31.63,14504
INDUSINDBK,EQ, 22-Apr-2021,845.0,831.0,839.95,815.0,835.0,835.7,828.01,9717099,80458.28,182043,1694726,17.44,14032
BAJAJFINSV,EQ, 22-Apr-2021,9819.4,9700.0,9911.9,9610.0,9840.0,9853.85,9746.74,582210,56746.51,82982,140509,24.13,13695
ADANIENT,EQ, 22-Apr-2021,1142.75,1134.0,1169.0,1123.0,1156.15,1157.8,1150.53,7124786,81972.49,118109,1182069,16.59,13600
BAJAJ-AUTO,EQ, 22-Apr-2021,3600.9,3594.8,3694.0,3573.0,3682.4,3681.4,3650.86,1005711,36717.14,66000,367573,36.55,13419
IBULHSGFIN,EQ, 22-Apr-2021,165.1,170.0,185.7,169.25,175.9,176.95,179.45,60072483,107801.83,317469,7413535,12.34,13303
DMART,EQ, 22-Apr-2021,2778.25,2785.0,2792.85,2699.0,2712.0,2717.6,2721.22,913846,24867.72,69418,485800,53.16,13219
LT,EQ, 22-Apr-2021,1331.5,1310.0,1339.5,1307.25,1339.5,1336.8,1323.52,2398100,31739.45,119649,986463,41.14,13056
M&M,EQ, 22-Apr-2021,811.15,795.0,804.85,785.5,798.0,799.7,793.91,4576665,36334.39,137621,1616630,35.32,12834
APOLLOHOSP,EQ, 22-Apr-2021,3269.65,3269.0,3334.1,3217.25,3239.45,3228.95,3274.86,1307224,42809.74,71152,376044,28.77,12314
DIVISLAB,EQ, 22-Apr-2021,3779.7,3770.0,3812.05,3742.2,3750.1,3755.25,3765.93,619485,23329.35,50156,317927,51.32,11972
MOTHERSUMI,EQ, 22-Apr-2021,204.35,201.55,213.65,198.75,211.65,212.55,209.05,16766776,35050.62,102603,5703530,34.02,11923
LUPIN,EQ, 22-Apr-2021,1089.8,1100.0,1106.9,1057.0,1058.95,1060.75,1082.37,5134587,55575.12,106858,1081867,21.07,11709
PIIND,EQ, 22-Apr-2021,2542.0,2539.0,2637.0,2536.0,2575.15,2576.65,2590.45,788610,20428.55,44006,417175,52.9,10806
BPCL,EQ, 22-Apr-2021,408.1,405.0,421.3,403.5,417.45,418.35,415.99,7805674,32471.05,77426,2576905,33.01,10719
NESTLEIND,EQ, 22-Apr-2021,17095.65,17190.0,17190.0,16551.25,16789.9,16790.45,16809.22,204431,34363.25,45222,62339,30.49,10478
SBILIFE,EQ, 22-Apr-2021,898.95,900.0,920.65,895.05,914.0,914.4,914.09,1988641,18178.04,46717,1115678,56.1,10198
TITAN,EQ, 22-Apr-2021,1522.9,1530.0,1530.0,1473.15,1481.85,1480.85,1488.42,2200432,32751.75,109173,652534,29.65,9712
HDFCLIFE,EQ, 22-Apr-2021,685.2,672.0,682.8,672.0,680.05,679.05,678.72,2526780,17149.68,61888,1418613,56.14,9628
