SYMBOL,SERIES,DATE1,PREV_CLOSE,OPEN_PRICE,HIGH_PRICE,LOW_PRICE,LAST_PRICE,CLOSE_PRICE,AVG_PRICE,TTL_TRD_QNTY,TURNOVER_LACS,NO_OF_TRADES,DELIV_QTY,DELIV_PER,DELIV_LACS
JINDALSTEL,EQ, 07-Apr-2021,388.85,390.2,394.9,385.35,389.6,388.8,389.62,10294775,40110.84,84997,2910537,28.27,11340
BARBEQUE,EQ, 07-Apr-2021,500.0,489.85,587.8,481.85,587.8,587.8,543.41,5427365,29492.7,140345,2051830,37.81,11149
SRTRANSFIN,EQ, 07-Apr-2021,1439.2,1440.0,1502.5,1413.2,1482.45,1485.6,1452.09,2836860,41193.74,87152,735724,25.93,10683
DIXON,EQ, 07-Apr-2021,3482.7,3490.1,3650.0,3483.0,3649.0,3613.9,3536.98,620357,21941.92,80065,291734,47.03,10318
GODREJCP,EQ, 07-Apr-2021,727.75,729.2,744.8,727.0,738.55,739.5,739.48,2369890,17524.8,38880,1379274,58.2,10199
COFORGE,EQ, 07-Apr-2021,2998.95,2998.9,3139.7,2990.15,3092.0,3107.65,3066.74,998900,30633.65,45044,330001,33.04,10120
LT,EQ, 07-Apr-2021,1401.0,1402.0,1417.2,1389.25,1405.05,1404.15,1407.46,1841308,25915.61,58532,708810,38.49,9976
HINDALCO,EQ, 07-Apr-2021,350.45,350.4,360.7,349.0,351.95,352.2,355.28,12542475,44561.29,96544,2782177,22.18,9884
IDFCFIRSTB,EQ, 07-Apr-2021,55.3,55.5,58.1,55.1,57.6,57.8,56.75,55841387,31687.45,87273,17265622,30.92,9798
ZEEL,EQ, 07-Apr-2021,199.9,200.95,204.25,199.8,200.5,200.4,201.71,12421910,25056.38,54896,4689158,37.75,9458
