SYMBOL,SERIES,DATE1,PREV_CLOSE,OPEN_PRICE,HIGH_PRICE,LOW_PRICE,LAST_PRICE,CLOSE_PRICE,AVG_PRICE,TTL_TRD_QNTY,TURNOVER_LACS,NO_OF_TRADES,DELIV_QTY,DELIV_PER,DELIV_LACS
INDUSINDBK,EQ, 06-Apr-2021,937.35,947.8,954.2,921.5,929.9,927.25,935.03,6925347,64754.09,134552,1480184,21.37,13840
TATACHEM,EQ, 06-Apr-2021,761.75,772.0,815.0,760.4,810.9,809.1,799.02,12743464,101823.46,180620,1693444,13.29,13530
MARUTI,EQ, 06-Apr-2021,6768.55,6818.25,6846.95,6720.0,6767.2,6751.3,6786.69,628262,42638.2,69291,179244,28.53,12164
TECHM,EQ, 06-Apr-2021,997.7,1006.0,1008.0,988.55,992.0,991.35,998.14,2395572,23911.25,72684,1200526,50.11,11982
POWERGRID,EQ, 06-Apr-2021,214.15,215.2,219.0,208.5,209.8,209.2,212.87,14232228,30296.1,119964,5619250,39.48,11961
DRREDDY,EQ, 06-Apr-2021,4556.6,4559.0,4639.9,4542.0,4625.0,4619.25,4612.77,742294,34240.33,50821,243650,32.82,11239
SUNPHARMA,EQ, 06-Apr-2021,608.8,608.75,621.9,603.5,619.45,620.45,616.27,7444994,45881.13,124243,1815130,24.38,11186
HEG,EQ, 06-Apr-2021,1537.9,1549.9,1845.45,1535.1,1845.45,1818.1,1710.43,3295939,56374.64,176120,638682,19.38,10924
JINDALSTEL,EQ, 06-Apr-2021,382.85,392.2,397.0,384.4,387.85,388.85,389.87,16986573,66225.94,159319,2763449,16.27,10773
CHOLAFIN,EQ, 06-Apr-2021,544.35,543.95,547.45,534.0,541.3,540.0,540.94,4226629,22863.62,63350,1856637,43.93,10043
TATACONSUM,EQ, 06-Apr-2021,644.95,645.2,679.0,638.1,675.0,674.55,665.47,7636739,50819.84,118411,1442273,18.89,9597
NAUKRI,EQ, 06-Apr-2021,4433.4,4453.2,4520.9,4404.05,4495.1,4500.0,4484.73,675760,30306.03,45302,210349,31.13,9433
ADANITRANS,EQ, 06-Apr-2021,1095.15,1110.0,1144.7,1100.0,1110.0,1110.65,1122.67,1910242,21445.79,87319,838388,43.89,9412
WIPRO,EQ, 06-Apr-2021,425.45,427.95,428.9,422.35,426.8,427.15,425.99,8320520,35444.24,84993,2112688,25.39,8999
GRAPHITE,EQ, 06-Apr-2021,539.1,543.8,594.0,541.0,588.5,588.05,570.37,8398006,47899.85,153757,1532737,18.25,8742
BAJAJFINSV,EQ, 06-Apr-2021,9481.65,9551.0,9625.0,9475.05,9515.0,9519.5,9540.92,344125,32832.68,40127,91468,26.58,8726
CIPLA,EQ, 06-Apr-2021,819.75,824.0,845.0,821.85,835.7,836.15,833.5,4569120,38083.41,96945,1046728,22.91,8724
SRF,EQ, 06-Apr-2021,5652.2,5668.0,6162.15,5611.15,6110.0,6111.65,5966.69,579329,34566.78,58421,142078,24.52,8477
BEL,EQ, 06-Apr-2021,131.4,132.3,134.95,128.8,131.8,130.95,132.3,20391004,26978.11,94938,6258119,30.69,8279
LT,EQ, 06-Apr-2021,1403.8,1405.9,1416.3,1393.3,1400.75,1401.0,1403.54,1824079,25601.61,56378,569988,31.25,8000
DIVISLAB,EQ, 06-Apr-2021,3611.05,3605.0,3698.25,3584.0,3686.5,3688.1,3656.85,490057,17920.64,38500,218196,44.52,7979
DEEPAKNTR,EQ, 06-Apr-2021,1617.15,1623.0,1708.05,1615.4,1663.0,1657.15,1675.43,1888582,31641.89,75439,470316,24.9,7879
HEROMOTOCO,EQ, 06-Apr-2021,2886.9,2900.0,2928.0,2868.0,2891.75,2887.95,2891.35,788062,22785.61,55522,272304,34.55,7873
BRITANNIA,EQ, 06-Apr-2021,3700.35,3708.0,3736.4,3680.0,3731.75,3730.6,3713.01,462351,17167.14,36505,210244,45.47,7806
HAPPSTMNDS,EQ, 06-Apr-2021,618.8,628.0,676.8,625.6,666.05,668.25,653.2,8075873,52751.93,167339,1130125,13.99,7381
