SYMBOL,SERIES,DATE1,PREV_CLOSE,OPEN_PRICE,HIGH_PRICE,LOW_PRICE,LAST_PRICE,CLOSE_PRICE,AVG_PRICE,TTL_TRD_QNTY,TURNOVER_LACS,NO_OF_TRADES,DELIV_QTY,DELIV_PER,DELIV_LACS,DATE
M&M,EQ, 04-May-2021,752.95,759.0,762.7,731.1,741.5,741.15,744.42,3820769,28442.47,128306,1493558,39.09,11118,20210504
IDFCFIRSTB,EQ, 04-May-2021,54.0,54.55,57.45,54.35,55.7,55.75,56.31,64253913,36181.24,98500,15673311,24.39,8825,20210504
MARUTI,EQ, 04-May-2021,6597.85,6639.95,6648.5,6482.0,6506.0,6508.25,6544.51,507170,33191.77,53256,123041,24.26,8052,20210504
APOLLOHOSP,EQ, 04-May-2021,3204.3,3233.15,3243.25,3166.4,3187.0,3181.25,3193.96,581864,18584.5,33862,220732,37.94,7050,20210504
MOTHERSUMI,EQ, 04-May-2021,215.7,219.0,224.95,215.75,216.8,216.8,220.4,12261807,27025.19,82535,2777180,22.65,6120,20210504
ULTRACEMCO,EQ, 04-May-2021,6350.15,6390.0,6425.0,6285.0,6300.0,6296.45,6355.78,330346,20996.06,32897,87770,26.57,5578,20210504
YESBANK,EQ, 04-May-2021,13.9,14.0,14.15,13.8,13.85,13.85,14.0,104431586,14615.4,72789,38372317,36.74,5372,20210504
DISHTV,EQ, 04-May-2021,10.0,10.1,12.0,9.8,12.0,11.85,11.5,106331581,12230.22,45603,33074857,31.11,3803,20210504
IDEA,EQ, 04-May-2021,8.45,8.45,8.55,8.2,8.3,8.25,8.37,130270445,10897.27,112697,43626562,33.49,3651,20210504
BAJAJHIND,EQ, 04-May-2021,8.7,9.5,10.15,8.55,8.75,8.75,9.25,95822610,8865.72,53542,38274379,39.94,3540,20210504
RPOWER,EQ, 04-May-2021,5.3,5.45,5.6,4.95,5.1,5.05,5.27,98395108,5183.66,26042,55838368,56.75,2942,20210504
LALPATHLAB,EQ, 04-May-2021,2928.7,2953.6,2955.05,2843.05,2860.0,2855.55,2893.92,237690,6878.57,20968,88136,37.08,2550,20210504
IIFL,EQ, 04-May-2021,253.8,255.5,263.75,246.65,251.45,252.0,253.27,1088075,2755.78,5659,982178,90.27,2487,20210504
DMART,EQ, 04-May-2021,2898.65,2908.0,2934.75,2845.0,2855.0,2858.4,2887.23,239282,6908.62,26481,83723,34.99,2417,20210504
TRENT,EQ, 04-May-2021,783.05,798.0,798.0,773.0,774.9,776.8,781.21,651087,5086.33,20921,280948,43.15,2194,20210504
BATAINDIA,EQ, 04-May-2021,1348.1,1355.0,1372.0,1338.65,1362.0,1357.3,1357.02,462920,6281.9,17990,118523,25.6,1608,20210504
QUESS,EQ, 04-May-2021,619.1,616.0,629.4,616.0,620.0,620.05,620.85,252432,1567.23,3637,225285,89.25,1398,20210504
JKCEMENT,EQ, 04-May-2021,2784.25,2805.0,2830.0,2755.0,2770.55,2788.55,2772.27,63664,1764.94,12667,46997,73.82,1302,20210504
CHOLAHLDNG,EQ, 04-May-2021,570.1,570.1,577.95,567.05,570.0,570.25,570.4,252195,1438.51,4264,227803,90.33,1299,20210504
METROPOLIS,EQ, 04-May-2021,2385.7,2406.8,2423.4,2251.05,2275.0,2266.5,2324.42,50674,1177.87,8362,26056,51.42,605,20210504
RELAXO,EQ, 04-May-2021,878.4,882.0,908.5,878.4,890.0,889.65,894.87,196103,1754.88,9909,55637,28.37,497,20210504
TATASTLLP,EQ, 04-May-2021,940.45,987.45,987.45,987.45,987.45,987.45,987.45,42486,419.53,669,42486,100.0,419,20210504
EBBETF0423,EQ, 04-May-2021,1124.48,1124.08,1124.97,1124.0,1124.49,1124.01,1124.07,30579,343.73,70,30190,98.73,339,20210504
EBBETF0425,EQ, 04-May-2021,1037.35,1037.0,1038.49,1036.77,1038.48,1037.69,1037.99,27334,283.72,60,27194,99.49,282,20210504
IRISDOREME,EQ, 04-May-2021,109.0,108.95,109.0,102.0,107.0,106.15,103.37,249745,258.16,870,228070,91.32,235,20210504
NH,EQ, 04-May-2021,410.25,412.4,415.3,395.5,398.95,397.65,404.24,102724,415.25,4675,53468,52.05,216,20210504
AGCNET,EQ, 04-May-2021,1602.15,1631.55,1635.8,1600.0,1600.0,1609.65,1618.26,11069,179.13,333,10307,93.12,166,20210504
AHLUCONT,EQ, 04-May-2021,283.75,283.8,287.0,280.0,280.35,281.25,285.69,53472,152.77,860,49743,93.03,142,20210504
