SYMBOL,SERIES,DATE1,PREV_CLOSE,OPEN_PRICE,HIGH_PRICE,LOW_PRICE,LAST_PRICE,CLOSE_PRICE,AVG_PRICE,TTL_TRD_QNTY,TURNOVER_LACS,NO_OF_TRADES,DELIV_QTY,DELIV_PER,DELIV_LACS,DATE
M&M,EQ, 24-May-2021,818.95,821.5,824.0,807.0,811.7,810.0,812.83,3495533,28412.79,108298,1593181,45.58,12949,20210524
MOTHERSUMI,EQ, 24-May-2021,245.45,246.95,247.3,240.0,240.95,240.5,242.07,13720401,33213.31,110523,4215155,30.72,10203,20210524
BAJFINANCE,EQ, 24-May-2021,5631.75,5634.0,5688.0,5590.0,5593.0,5602.9,5625.89,1215060,68357.89,77304,173730,14.3,9773,20210524
APOLLOHOSP,EQ, 24-May-2021,3247.75,3248.0,3285.0,3240.15,3264.0,3261.1,3266.22,611909,19986.32,32626,268995,43.96,8785,20210524
BHEL,EQ, 24-May-2021,72.2,72.8,73.85,70.6,72.25,72.45,72.45,62656781,45395.96,126825,10976453,17.52,7952,20210524
ULTRACEMCO,EQ, 24-May-2021,6637.6,6650.0,6672.4,6540.05,6551.0,6562.4,6575.95,288501,18971.67,28791,106903,37.05,7029,20210524
BAJAJFINSV,EQ, 24-May-2021,11265.15,11265.45,11365.0,11095.0,11145.0,11166.8,11205.39,214229,24005.19,25201,45582,21.28,5107,20210524
IIFLWAM,EQ, 24-May-2021,1117.55,1148.3,1202.0,1128.95,1202.0,1197.3,1193.67,438841,5238.3,3963,409271,93.26,4885,20210524
LALPATHLAB,EQ, 24-May-2021,2830.9,2750.0,2809.7,2740.0,2785.1,2784.45,2771.3,502718,13931.8,32350,120566,23.98,3341,20210524
DMART,EQ, 24-May-2021,3034.15,3046.0,3064.7,3020.0,3052.05,3040.45,3039.91,236828,7199.36,19650,85848,36.25,2609,20210524
IDEA,EQ, 24-May-2021,8.55,8.55,8.7,8.5,8.55,8.6,8.61,90310531,7772.81,105970,28112989,31.13,2420,20210524
BATAINDIA,EQ, 24-May-2021,1484.65,1492.9,1515.0,1489.0,1513.7,1512.45,1507.84,523803,7898.09,30423,159350,30.42,2402,20210524
HATSUN,EQ, 24-May-2021,855.85,865.0,878.95,847.65,859.8,853.15,859.63,249810,2147.45,2805,230164,92.14,1978,20210524
NH,EQ, 24-May-2021,436.4,432.5,438.9,429.0,435.0,435.2,433.66,360808,1564.68,17480,273741,75.87,1187,20210524
TRENT,EQ, 24-May-2021,826.85,831.5,839.0,806.0,811.95,809.75,819.67,684641,5611.78,18333,131896,19.26,1081,20210524
CREDITACC,EQ, 24-May-2021,607.6,609.85,619.75,606.2,619.55,618.45,613.15,200218,1227.64,5462,176100,87.95,1079,20210524
ICICITECH,EQ, 24-May-2021,263.35,264.45,264.7,260.15,263.05,262.13,262.43,402829,1057.13,528,385712,95.75,1012,20210524
RELAXO,EQ, 24-May-2021,1035.25,1035.25,1039.25,1011.95,1032.5,1032.2,1025.15,235475,2413.97,14020,74499,31.64,763,20210524
GET&D,EQ, 24-May-2021,120.75,121.4,124.0,120.0,120.05,120.0,120.42,686685,826.92,3685,601649,87.62,724,20210524
CPSEETF,EQ, 24-May-2021,25.05,25.13,25.35,24.81,25.25,25.24,25.21,2873875,724.53,65523,2570304,89.44,647,20210524
ICICIB22,EQ, 24-May-2021,38.22,38.5,38.9,38.01,38.8,38.79,38.63,1410339,544.85,4271,1246549,88.39,481,20210524
METROPOLIS,EQ, 24-May-2021,2283.3,2283.3,2350.0,2283.3,2339.0,2339.4,2317.96,40347,935.23,5889,19422,48.14,450,20210524
JKCEMENT,EQ, 24-May-2021,2916.25,2960.0,2960.0,2897.35,2911.2,2927.3,2931.77,25785,755.96,6428,14936,57.93,437,20210524
RUCHI,EQ, 24-May-2021,1022.1,1073.2,1073.2,1073.2,1073.2,1073.2,1073.2,28376,304.53,924,28376,100.0,304,20210524
