SYMBOL,SERIES,DATE1,PREV_CLOSE,OPEN_PRICE,HIGH_PRICE,LOW_PRICE,LAST_PRICE,CLOSE_PRICE,AVG_PRICE,TTL_TRD_QNTY,TURNOVER_LACS,NO_OF_TRADES,DELIV_QTY,DELIV_PER,DELIV_LACS,DATE
SBIN,EQ, 24-May-2021,401.2,417.0,419.2,405.3,411.0,412.05,411.75,142964052,588655.54,846514,41331140,28.91,170180,20210524
HDFCBANK,EQ, 24-May-2021,1497.3,1503.25,1520.45,1498.5,1506.0,1509.95,1510.77,11073051,167288.12,332858,4781064,43.18,72230,20210524
TATASTEEL,EQ, 24-May-2021,1113.1,1108.0,1108.95,1082.1,1091.5,1092.0,1093.18,18923842,206872.06,322358,3938730,20.81,43057,20210524
ICICIBANK,EQ, 24-May-2021,642.45,643.25,653.45,638.0,645.05,647.35,645.5,20323003,131185.18,227331,6650272,32.72,42927,20210524
ADANIENT,EQ, 24-May-2021,1315.1,1321.7,1328.65,1303.0,1305.0,1306.8,1317.75,7913411,104278.73,73375,3209036,40.55,42287,20210524
BRITANNIA,EQ, 24-May-2021,3435.75,3459.0,3459.0,3371.4,3384.55,3379.1,3389.05,1643611,55702.85,98882,1148592,69.88,38926,20210524
KOTAKBANK,EQ, 24-May-2021,1757.65,1763.65,1778.9,1742.0,1749.2,1757.0,1757.75,3613907,63523.56,127644,2173363,60.14,38202,20210524
INFY,EQ, 24-May-2021,1354.5,1356.65,1363.0,1345.1,1349.0,1348.05,1352.41,4225371,57144.42,108054,2718187,64.33,36761,20210524
ATGL,EQ, 24-May-2021,1338.7,1350.75,1367.0,1314.0,1321.05,1324.2,1326.61,4487176,59527.26,42635,2654119,59.15,35209,20210524
HDFC,EQ, 24-May-2021,2518.05,2515.0,2558.8,2515.0,2531.7,2540.9,2545.15,2655396,67583.74,132449,1356421,51.08,34522,20210524
AXISBANK,EQ, 24-May-2021,730.9,730.4,747.5,726.75,739.0,741.15,737.32,15716900,115883.89,215910,4680057,29.78,34506,20210524
ITC,EQ, 24-May-2021,209.05,209.5,212.05,207.75,211.55,211.5,209.99,28865798,60616.63,155678,16372254,56.72,34380,20210524
ADANITRANS,EQ, 24-May-2021,1453.85,1464.0,1526.5,1453.95,1526.5,1526.5,1506.41,3473556,52325.83,53085,2117722,60.97,31901,20210524
RELIANCE,EQ, 24-May-2021,2002.55,2008.0,2009.8,1982.0,1985.05,1985.65,1994.09,3946636,78699.37,130059,1599399,40.53,31893,20210524
PNB,EQ, 24-May-2021,38.05,39.2,40.1,38.75,40.0,39.8,39.45,277203783,109361.66,252729,80843264,29.16,31892,20210524
NATCOPHARM,EQ, 24-May-2021,990.05,1188.05,1188.05,1074.1,1086.0,1083.15,1103.71,7891527,87099.94,167744,2754972,34.91,30406,20210524
TCS,EQ, 24-May-2021,3080.5,3081.5,3105.0,3072.0,3082.45,3081.5,3089.42,1652260,51045.27,79516,896770,54.28,27704,20210524
SAIL,EQ, 24-May-2021,122.0,122.3,125.75,117.1,124.9,124.75,121.71,96749599,117756.06,229126,21262113,21.98,25878,20210524
IOC,EQ, 24-May-2021,104.3,105.0,109.9,105.0,109.4,109.45,107.89,83199043,89759.5,214719,23286111,27.99,25123,20210524
BANKBARODA,EQ, 24-May-2021,80.8,82.3,83.35,80.35,81.35,81.35,81.78,129796622,106145.82,218619,29948066,23.07,24491,20210524
MARUTI,EQ, 24-May-2021,6814.65,6802.0,6965.0,6802.0,6882.0,6871.6,6904.36,1027484,70941.18,99839,308603,30.03,21307,20210524
WHIRLPOOL,EQ, 24-May-2021,2117.3,2135.0,2185.0,2128.6,2164.0,2150.55,2147.79,997657,21427.54,13989,920335,92.25,19766,20210524
IDFCFIRSTB,EQ, 24-May-2021,57.25,58.1,59.7,57.25,59.2,59.25,58.63,91370325,53574.97,139824,26828021,29.36,15729,20210524
YESBANK,EQ, 24-May-2021,13.35,13.35,14.1,13.3,13.85,13.85,13.76,300924526,41397.2,129515,94611562,31.44,13018,20210524
