SYMBOL,SERIES,DATE1,PREV_CLOSE,OPEN_PRICE,HIGH_PRICE,LOW_PRICE,LAST_PRICE,CLOSE_PRICE,AVG_PRICE,TTL_TRD_QNTY,TURNOVER_LACS,NO_OF_TRADES,DELIV_QTY,DELIV_PER,DELIV_LACS,DATE
BAJFINANCE,EQ, 19-May-2021,5688.75,5674.95,5722.9,5595.0,5616.95,5631.2,5648.15,2250906,127134.59,139112,508043,22.57,28695,20210519
INFY,EQ, 19-May-2021,1340.0,1342.0,1357.45,1333.25,1334.65,1337.0,1344.41,4435878,59636.18,135009,2099266,47.32,28222,20210519
ITC,EQ, 19-May-2021,210.05,210.05,211.4,207.55,207.85,207.75,208.6,24405319,50909.05,155659,13273360,54.39,27688,20210519
HDFC,EQ, 19-May-2021,2502.85,2498.0,2517.0,2453.75,2461.15,2459.85,2481.22,2031903,50415.94,106073,1068592,52.59,26514,20210519
KOTAKBANK,EQ, 19-May-2021,1755.1,1747.95,1750.35,1727.45,1730.95,1730.55,1736.15,2372042,41182.19,78791,1440512,60.73,25009,20210519
ATGL,EQ, 19-May-2021,1339.7,1326.9,1355.0,1307.4,1320.0,1326.15,1321.72,2900348,38334.52,35217,1814014,62.54,23976,20210519
PNB,EQ, 19-May-2021,37.35,36.3,36.85,35.75,36.3,36.2,36.34,154514444,56155.57,161728,63887173,41.35,23216,20210519
BHEL,EQ, 19-May-2021,71.75,70.65,74.35,70.2,73.9,73.75,72.42,105322060,76271.53,171106,21343951,20.27,15457,20210519
LIQUIDBEES,EQ, 19-May-2021,999.99,1000.87,1000.87,999.99,1000.01,999.99,999.99,1357122,13571.13,3499,1255995,92.55,12559,20210519
IOC,EQ, 19-May-2021,105.55,104.5,108.95,104.1,107.0,107.2,106.89,74174684,79282.95,199320,11142103,15.02,11909,20210519
ULTRACEMCO,EQ, 19-May-2021,6653.0,6630.0,6755.0,6520.05,6558.0,6561.2,6665.67,475946,31724.97,43644,160792,33.78,10717,20210519
MARUTI,EQ, 19-May-2021,6811.1,6799.0,6854.95,6760.0,6771.0,6775.9,6796.41,432774,29413.08,49718,147826,34.16,10046,20210519
DMART,EQ, 19-May-2021,3056.3,3069.0,3090.95,3010.1,3025.0,3027.9,3043.81,683428,20802.24,51303,304412,44.54,9265,20210519
M&M,EQ, 19-May-2021,797.7,794.0,794.0,778.0,783.65,784.8,784.33,4360320,34199.18,99381,1161408,26.64,9109,20210519
BANKBARODA,EQ, 19-May-2021,76.75,76.6,78.25,76.15,76.5,76.7,77.1,54818016,42266.94,96836,11074817,20.2,8538,20210519
APOLLOHOSP,EQ, 19-May-2021,3163.5,3180.2,3236.1,3161.7,3229.0,3229.7,3206.8,711069,22802.56,32614,182245,25.63,5844,20210519
HONAUT,EQ, 19-May-2021,42522.45,42522.45,43000.0,42350.0,42500.0,42499.35,42507.66,12153,5165.96,940,11515,94.75,4894,20210519
YESBANK,EQ, 19-May-2021,13.35,13.35,13.4,13.2,13.35,13.3,13.3,87038860,11580.5,77537,35466096,40.75,4716,20210519
LALPATHLAB,EQ, 19-May-2021,2796.35,2798.0,2855.0,2780.1,2812.4,2810.55,2826.72,467401,13212.11,34720,159686,34.16,4513,20210519
MOTHERSUMI,EQ, 19-May-2021,242.25,241.8,244.75,238.0,242.0,242.65,242.17,9040629,21893.99,65570,1704727,18.86,4128,20210519
TRENT,EQ, 19-May-2021,828.3,835.0,855.0,812.05,818.0,819.45,833.25,1855576,15461.53,49597,456146,24.58,3800,20210519
SIS,EQ, 19-May-2021,398.05,397.8,404.8,394.1,398.0,396.7,395.61,990524,3918.62,7577,899559,90.82,3558,20210519
BATAINDIA,EQ, 19-May-2021,1450.8,1454.0,1493.0,1451.0,1469.6,1474.85,1478.87,1340980,19831.3,42577,215809,16.09,3191,20210519
IDEA,EQ, 19-May-2021,8.55,8.5,8.7,8.4,8.5,8.45,8.53,87317836,7452.27,134642,36638554,41.96,3125,20210519
BAJAJFINSV,EQ, 19-May-2021,11396.8,11390.0,11434.0,11170.05,11195.0,11215.15,11269.66,227567,25646.02,29420,27674,12.16,3118,20210519
RPOWER,EQ, 19-May-2021,6.9,7.0,7.2,6.85,7.0,7.0,7.1,100621785,7142.1,34316,41862851,41.6,2972,20210519
RELAXO,EQ, 19-May-2021,917.85,917.0,1035.0,915.2,1029.0,1011.95,990.63,2137537,21175.17,77286,296301,13.86,2935,20210519
IDFCFIRSTB,EQ, 19-May-2021,56.05,56.05,56.2,55.4,55.65,55.55,55.7,18399737,10249.16,40969,5245258,28.51,2921,20210519
3IINFOTECH,EQ, 19-May-2021,9.25,8.95,9.15,8.8,8.8,8.8,8.88,69560776,6178.35,21059,25800403,37.09,2291,20210519
N100,EQ, 19-May-2021,968.62,961.9,961.9,948.56,951.45,951.29,952.06,240246,2287.28,8670,212601,88.49,2024,20210519
JKCEMENT,EQ, 19-May-2021,2807.85,2849.95,2915.0,2820.55,2842.35,2846.2,2864.15,69240,1983.14,9850,53960,77.93,1545,20210519
METROPOLIS,EQ, 19-May-2021,2356.95,2373.05,2373.05,2303.0,2324.0,2318.5,2330.11,71715,1671.04,3991,58020,80.9,1351,20210519
SUNCLAYLTD,EQ, 19-May-2021,3061.85,3075.0,3119.15,3069.95,3099.0,3081.6,3098.3,24739,766.49,1955,22858,92.4,708,20210519
MAFANG,EQ, 19-May-2021,47.36,50.6,50.6,46.1,46.2,46.18,46.59,807266,376.12,6876,704207,87.23,328,20210519
NH,EQ, 19-May-2021,427.75,429.8,443.0,427.55,438.65,439.25,437.48,182088,796.61,5975,56671,31.12,247,20210519
NAHARSPING,EQ, 19-May-2021,132.4,134.0,139.0,132.7,139.0,139.0,138.2,183097,253.04,1340,163148,89.1,225,20210519
THOMASCOOK,EQ, 19-May-2021,50.1,52.6,52.6,52.6,52.6,52.6,52.6,336267,176.88,993,329219,97.9,173,20210519
KOTAKNIFTY,EQ, 19-May-2021,157.55,152.52,157.85,152.52,157.02,156.95,157.32,113733,178.92,341,105069,92.38,165,20210519
