SYMBOL,SERIES,DATE1,PREV_CLOSE,OPEN_PRICE,HIGH_PRICE,LOW_PRICE,LAST_PRICE,CLOSE_PRICE,AVG_PRICE,TTL_TRD_QNTY,TURNOVER_LACS,NO_OF_TRADES,DELIV_QTY,DELIV_PER,DELIV_LACS,DATE
SBIN,EQ, 21-May-2021,384.55,390.0,404.4,378.0,404.0,401.2,393.52,192810772,758747.86,1121959,33084922,17.16,130195,20210521
ICICIBANK,EQ, 21-May-2021,618.6,622.3,643.95,622.3,642.8,642.45,636.26,23975898,152548.53,288058,9518165,39.7,60560,20210521
HDFCBANK,EQ, 21-May-2021,1432.8,1443.0,1501.9,1443.0,1501.3,1497.3,1477.34,9670823,142870.86,234594,3683384,38.09,54416,20210521
AXISBANK,EQ, 21-May-2021,705.9,707.0,733.4,707.0,732.15,730.9,721.17,15883692,114547.97,214960,6848696,43.12,49390,20210521
ATGL,EQ, 21-May-2021,1335.8,1359.9,1400.0,1310.2,1342.0,1338.7,1344.15,6674625,89717.21,79907,3657239,54.79,49158,20210521
INFY,EQ, 21-May-2021,1339.3,1347.5,1357.5,1346.35,1356.0,1354.5,1351.75,4969733,67178.56,153186,3292758,66.26,44509,20210521
KOTAKBANK,EQ, 21-May-2021,1708.2,1715.5,1764.45,1715.5,1759.3,1757.65,1741.29,4293112,74755.33,118459,2252820,52.48,39228,20210521
RELIANCE,EQ, 21-May-2021,1985.4,1992.0,2009.6,1986.0,1999.6,2002.55,1999.87,4977555,99544.42,182141,1909912,38.37,38195,20210521
ADANIENT,EQ, 21-May-2021,1302.0,1320.0,1336.0,1300.05,1312.95,1315.1,1315.58,8314215,109380.2,108506,2665753,32.06,35070,20210521
HDFC,EQ, 21-May-2021,2445.0,2472.0,2525.95,2457.15,2522.45,2518.05,2499.81,2711607,67785.07,145698,1352831,49.89,33818,20210521
TCS,EQ, 21-May-2021,3060.0,3061.0,3088.2,3055.1,3080.5,3080.5,3075.95,1685566,51847.15,74555,1085313,64.39,33383,20210521
ADANITRANS,EQ, 21-May-2021,1385.75,1444.0,1455.0,1415.05,1453.0,1453.85,1453.85,4156347,60426.97,52381,2265980,54.52,32943,20210521
