SYMBOL,SERIES,DATE1,PREV_CLOSE,OPEN_PRICE,HIGH_PRICE,LOW_PRICE,LAST_PRICE,CLOSE_PRICE,AVG_PRICE,TTL_TRD_QNTY,TURNOVER_LACS,NO_OF_TRADES,DELIV_QTY,DELIV_PER,DELIV_LACS,DATE
ULTRACEMCO,EQ, 26-May-2021,6556.6,6594.9,6618.0,6525.15,6580.0,6580.9,6570.47,248015,16295.75,27895,118017,47.58,7754,20210526
LIQUIDBEES,EQ, 26-May-2021,1000.0,999.0,1000.01,999.0,999.99,999.99,999.99,888050,8880.45,3782,767486,86.42,7674,20210526
DISHTV,EQ, 26-May-2021,15.4,17.0,17.7,16.3,17.1,17.0,17.06,117374918,20018.7,73088,42292368,36.03,7215,20210526
YESBANK,EQ, 26-May-2021,13.6,13.65,13.7,13.4,13.45,13.45,13.52,110243035,14902.59,74752,32358580,29.35,4374,20210526
JPASSOCIAT,EQ, 26-May-2021,8.2,8.35,9.7,8.2,9.2,9.25,9.07,111852972,10142.85,52337,35160170,31.43,3189,20210526
DMART,EQ, 26-May-2021,3103.85,3125.0,3135.0,3070.45,3090.0,3096.2,3104.99,284202,8824.44,22067,89343,31.44,2774,20210526
APOLLOHOSP,EQ, 26-May-2021,3199.65,3205.0,3220.0,3178.1,3184.0,3183.6,3192.38,260821,8326.4,20564,86664,33.23,2766,20210526
APLAPOLLO,EQ, 26-May-2021,1271.65,1284.95,1284.95,1245.5,1245.55,1249.25,1267.43,241171,3056.67,6951,217908,90.35,2761,20210526
IDEA,EQ, 26-May-2021,8.55,8.65,8.65,8.5,8.55,8.55,8.54,74951767,6400.63,112384,24861742,33.17,2123,20210526
JPPOWER,EQ, 26-May-2021,3.9,4.05,4.05,3.85,4.05,4.05,4.0,99639177,3989.1,17744,52634151,52.82,2105,20210526
KAJARIACER,EQ, 26-May-2021,950.45,951.0,965.0,950.0,962.0,962.6,957.75,246380,2359.71,4212,216476,87.86,2073,20210526
LALPATHLAB,EQ, 26-May-2021,2773.05,2773.1,2808.0,2750.05,2789.8,2788.4,2787.27,222254,6194.83,18461,66579,29.96,1855,20210526
BATAINDIA,EQ, 26-May-2021,1531.0,1530.85,1546.1,1518.0,1533.1,1535.4,1535.62,511638,7856.82,24922,119897,23.43,1841,20210526
VMART,EQ, 26-May-2021,2776.25,2790.0,2849.0,2750.0,2752.0,2760.3,2820.46,64152,1809.38,2786,57265,89.26,1615,20210526
QUESS,EQ, 26-May-2021,646.6,646.0,668.0,642.9,661.15,659.05,658.99,243716,1606.07,4353,215475,88.41,1419,20210526
RELAXO,EQ, 26-May-2021,1099.15,1105.0,1136.8,1080.0,1082.0,1101.8,1120.42,559530,6269.06,24438,83302,14.89,933,20210526
TRENT,EQ, 26-May-2021,824.65,834.7,836.85,824.0,825.25,826.0,828.93,499153,4137.65,13189,94576,18.95,783,20210526
EBBETF0425,EQ, 26-May-2021,1047.36,1047.36,1049.0,1047.0,1048.0,1047.67,1047.63,39664,415.53,48,39547,99.71,414,20210526
CPSEETF,EQ, 26-May-2021,25.22,25.49,25.49,24.8,24.85,24.85,25.07,1904332,477.46,80296,1645758,86.42,412,20210526
JKCEMENT,EQ, 26-May-2021,2867.9,2883.0,2937.95,2840.05,2895.0,2869.55,2862.74,20088,575.07,6528,13177,65.6,377,20210526
ICICIB22,EQ, 26-May-2021,38.85,36.5,39.0,36.5,38.68,38.66,38.83,963312,374.04,2678,899863,93.41,349,20210526
GTLINFRA,EQ, 26-May-2021,0.8,0.8,0.85,0.8,0.85,0.85,0.84,58047354,488.7,6623,31386847,54.07,263,20210526
AXISBPSETF,EQ, 26-May-2021,10.13,10.12,10.15,10.12,10.14,10.14,10.14,2272199,230.51,151,2269960,99.9,230,20210526
METROPOLIS,EQ, 26-May-2021,2329.15,2337.6,2368.0,2325.0,2335.0,2339.0,2341.51,18515,433.53,2007,8951,48.34,209,20210526
NH,EQ, 26-May-2021,431.7,437.0,437.95,430.05,430.4,430.75,432.6,66790,288.93,3096,36411,54.52,157,20210526
