SYMBOL,SERIES,DATE1,PREV_CLOSE,OPEN_PRICE,HIGH_PRICE,LOW_PRICE,LAST_PRICE,CLOSE_PRICE,AVG_PRICE,TTL_TRD_QNTY,TURNOVER_LACS,NO_OF_TRADES,DELIV_QTY,DELIV_PER,DELIV_LACS,DATE
TATASTLBSL,EQ, 03-May-2021,72.25,72.5,86.7,72.4,86.7,86.35,81.59,55062358,44924.1,163004,17902109,32.51,14606,20210503
MARUTI,EQ, 03-May-2021,6455.65,6430.0,6622.0,6400.0,6600.0,6597.85,6568.74,834923,54843.91,71917,162249,19.43,10657,20210503
ULTRACEMCO,EQ, 03-May-2021,6278.95,6252.0,6380.0,6150.0,6342.0,6350.15,6275.8,402055,25232.17,38888,168849,42.0,10596,20210503
YESBANK,EQ, 03-May-2021,14.55,12.85,14.0,12.85,13.95,13.9,13.72,248997751,34172.26,163715,75251974,30.22,10324,20210503
NATIONALUM,EQ, 03-May-2021,64.65,64.4,68.5,64.15,67.7,67.65,66.92,59516858,39826.34,90871,15055768,25.3,10075,20210503
APOLLOHOSP,EQ, 03-May-2021,3197.5,3208.8,3221.8,3140.0,3201.0,3204.3,3178.72,728281,23149.99,35589,295224,40.54,9384,20210503
BAJAJFINSV,EQ, 03-May-2021,11041.65,10901.0,11110.85,10814.15,11030.0,11041.7,10958.61,396931,43498.1,43658,61230,15.43,6709,20210503
M&M,EQ, 03-May-2021,752.55,744.9,766.55,740.05,753.95,752.95,754.76,3749870,28302.44,91666,724010,19.31,5464,20210503
MOTHERSUMI,EQ, 03-May-2021,214.7,214.0,219.4,210.9,215.8,215.7,216.55,8713281,18868.61,55741,2209270,25.36,4784,20210503
PNB,EQ, 03-May-2021,34.85,34.5,34.7,34.0,34.5,34.5,34.35,105720320,36315.26,70366,13708384,12.97,4708,20210503
IDFCFIRSTB,EQ, 03-May-2021,54.7,54.2,54.75,53.0,54.15,54.0,53.8,32646264,17564.24,56351,8101310,24.82,4358,20210503
JKCEMENT,EQ, 03-May-2021,2806.4,2818.0,2818.0,2726.4,2785.0,2784.25,2796.07,140057,3916.1,6921,131482,93.88,3676,20210503
IDEA,EQ, 03-May-2021,8.35,8.3,8.55,8.25,8.4,8.45,8.39,88911009,7457.36,71742,34982341,39.35,2935,20210503
RPOWER,EQ, 03-May-2021,4.85,4.85,5.3,4.75,5.3,5.3,5.07,97302674,4929.79,22835,43767420,44.98,2219,20210503
LALPATHLAB,EQ, 03-May-2021,2932.7,2941.85,2959.2,2905.0,2933.9,2928.7,2929.25,227292,6657.96,18645,66282,29.16,1941,20210503
DMART,EQ, 03-May-2021,2852.9,2845.0,2911.0,2822.9,2904.0,2898.65,2884.82,232238,6699.64,23884,65196,28.07,1880,20210503
TRENT,EQ, 03-May-2021,776.7,758.0,787.0,736.1,782.75,783.05,775.71,841965,6531.2,20337,228583,27.15,1773,20210503
BATAINDIA,EQ, 03-May-2021,1369.55,1360.0,1364.3,1340.0,1347.0,1348.1,1348.16,266065,3586.98,12064,77541,29.14,1045,20210503
RELAXO,EQ, 03-May-2021,874.95,877.7,885.0,866.25,885.0,878.4,872.31,181064,1579.45,7443,119381,65.93,1041,20210503
RCOM,EQ, 03-May-2021,1.6,1.6,1.75,1.6,1.75,1.75,1.7,66278654,1126.8,7873,32774869,49.45,557,20210503
TATASTLLP,EQ, 03-May-2021,895.7,940.45,940.45,940.45,940.45,940.45,940.45,36892,346.95,779,36892,100.0,346,20210503
AHLUCONT,EQ, 03-May-2021,284.55,281.55,288.95,280.05,284.0,283.75,284.01,114601,325.48,436,110164,96.13,312,20210503
JSWISPL,EQ, 03-May-2021,45.85,48.1,48.1,48.1,48.1,48.1,48.1,606280,291.62,252,606280,100.0,291,20210503
METROPOLIS,EQ, 03-May-2021,2395.05,2375.0,2430.0,2374.3,2380.0,2385.7,2404.3,24826,596.89,3215,7815,31.48,187,20210503
NCPSESDL24,EQ, 03-May-2021,104.16,105.0,105.0,104.14,104.16,104.16,104.25,145111,151.28,18,143921,99.18,150,20210503
HONDAPOWER,EQ, 03-May-2021,1004.8,981.1,1004.7,981.1,999.45,999.95,998.83,14294,142.77,596,13206,92.39,131,20210503
NH,EQ, 03-May-2021,406.95,408.95,413.95,406.0,410.0,410.25,410.33,55281,226.83,2488,29150,52.73,119,20210503
EBBETF0430,EQ, 03-May-2021,1146.96,1148.0,1150.99,1144.08,1149.27,1150.59,1149.13,9469,108.81,117,9092,96.02,104,20210503
MMP,EQ, 03-May-2021,89.05,88.05,91.7,87.0,90.9,89.6,88.73,114062,101.21,215,109856,96.31,97,20210503
MAN50ETF,EQ, 03-May-2021,150.06,153.1,153.1,147.71,150.02,149.5,149.49,66903,100.01,140,65022,97.19,97,20210503
