SYMBOL,SERIES,DATE1,PREV_CLOSE,OPEN_PRICE,HIGH_PRICE,LOW_PRICE,LAST_PRICE,CLOSE_PRICE,AVG_PRICE,TTL_TRD_QNTY,TURNOVER_LACS,NO_OF_TRADES,DELIV_QTY,DELIV_PER,DELIV_LACS,DATE
MAHINDCIE,EQ, 17-May-2021,175.25,175.3,181.8,175.0,178.5,178.5,178.61,1180929,2109.29,4511,1071573,90.74,1913,20210517
RELAXO,EQ, 17-May-2021,925.4,936.0,952.0,904.0,911.0,909.5,916.94,346743,3179.44,17884,168037,48.46,1540,20210517
SUNCLAYLTD,EQ, 17-May-2021,3103.05,3143.0,3195.0,3064.5,3100.0,3099.75,3102.56,50865,1578.12,5901,46690,91.79,1448,20210517
NH,EQ, 17-May-2021,433.75,439.95,465.0,439.85,446.55,446.4,449.45,564258,2536.07,22144,185668,32.9,834,20210517
ICICITECH,EQ, 17-May-2021,257.28,262.89,262.89,253.05,257.82,257.33,257.35,286908,738.34,1560,260757,90.89,671,20210517
METROPOLIS,EQ, 17-May-2021,2333.65,2357.0,2373.15,2300.0,2320.0,2306.9,2337.11,50517,1180.64,5647,28071,55.57,656,20210517
EBBETF0423,EQ, 17-May-2021,1126.41,1127.5,1127.75,1125.6,1126.26,1126.79,1126.01,51104,575.44,76,50865,99.53,572,20210517
KOTAKNIFTY,EQ, 17-May-2021,153.76,154.51,155.9,153.96,155.71,155.68,155.25,126441,196.3,403,116372,92.04,180,20210517
EBBETF0430,EQ, 17-May-2021,1153.99,1154.93,1155.98,1152.4,1155.23,1155.45,1154.48,14074,162.48,910,12724,90.41,146,20210517
TIPSINDLTD,EQ, 17-May-2021,806.4,845.0,846.7,815.0,846.7,846.7,845.62,16971,143.51,363,15482,91.23,130,20210517
