SYMBOL,SERIES,DATE1,PREV_CLOSE,OPEN_PRICE,HIGH_PRICE,LOW_PRICE,LAST_PRICE,CLOSE_PRICE,AVG_PRICE,TTL_TRD_QNTY,TURNOVER_LACS,NO_OF_TRADES,DELIV_QTY,DELIV_PER,DELIV_LACS,DATE
GODREJCP,EQ, 12-May-2021,716.2,775.0,892.0,773.15,870.05,872.85,865.11,27379767,236865.21,424409,6973093,25.47,60324,20210512
TATASTEEL,EQ, 12-May-2021,1233.9,1231.95,1246.85,1163.25,1175.0,1179.15,1212.56,30889192,374549.44,468627,4693330,15.19,56909,20210512
HDFCBANK,EQ, 12-May-2021,1403.55,1399.75,1408.6,1388.85,1399.05,1399.5,1398.25,6887463,96303.8,189135,3933052,57.1,54993,20210512
RELIANCE,EQ, 12-May-2021,1933.15,1930.1,1932.9,1907.0,1913.05,1913.15,1915.34,6081627,116483.8,212378,2760797,45.4,52878,20210512
TATAMOTORS,EQ, 12-May-2021,315.55,318.25,334.75,316.25,325.55,326.0,326.37,111584920,364179.1,627410,13243941,11.87,43224,20210512
HDFC,EQ, 12-May-2021,2464.2,2448.0,2448.0,2407.5,2441.0,2438.7,2426.2,3168128,76865.19,210388,1611593,50.87,39100,20210512
INFY,EQ, 12-May-2021,1330.65,1330.0,1330.0,1314.5,1327.6,1327.0,1323.46,5241898,69374.27,143805,2933912,55.97,38829,20210512
SBIN,EQ, 12-May-2021,364.65,362.8,373.5,361.9,367.75,367.7,368.18,53436590,196745.22,320184,10486191,19.62,38608,20210512
TCS,EQ, 12-May-2021,3122.6,3120.0,3120.0,3070.6,3085.5,3087.6,3086.76,1978558,61073.3,101860,1219688,61.65,37648,20210512
ICICIBANK,EQ, 12-May-2021,609.85,603.2,606.65,593.2,595.15,594.75,599.08,14785569,88577.81,199336,6025709,40.75,36098,20210512
PNB,EQ, 12-May-2021,35.05,35.75,38.2,35.55,37.1,37.1,37.15,345869236,128481.37,321589,96459206,27.89,35834,20210512
BHEL,EQ, 12-May-2021,73.45,74.25,76.6,68.25,71.55,71.4,73.42,347503495,255128.41,588064,42058366,12.1,30879,20210512
KOTAKBANK,EQ, 12-May-2021,1755.45,1754.0,1754.0,1715.55,1718.95,1718.85,1724.91,3181830,54883.85,182363,1713315,53.85,29553,20210512
BEL,EQ, 12-May-2021,148.55,152.45,155.6,145.8,146.25,146.85,151.38,45341627,68636.4,195432,18385538,40.55,27832,20210512
HINDUNILVR,EQ, 12-May-2021,2402.1,2389.0,2389.0,2325.05,2329.45,2328.95,2341.16,2053932,48085.87,167170,1186246,57.75,27771,20210512
AXISBANK,EQ, 12-May-2021,707.35,704.0,705.75,689.05,691.2,691.3,695.77,10856584,75536.69,179155,3789484,34.9,26366,20210512
