SYMBOL,SERIES,DATE1,PREV_CLOSE,OPEN_PRICE,HIGH_PRICE,LOW_PRICE,LAST_PRICE,CLOSE_PRICE,AVG_PRICE,TTL_TRD_QNTY,TURNOVER_LACS,NO_OF_TRADES,DELIV_QTY,DELIV_PER,DELIV_LACS,DATE
IDEA,EQ, 10-May-2021,8.3,8.3,8.3,8.05,8.25,8.2,8.14,173571300,14135.6,133219,52354187,30.16,4261,20210510
ICICITECH,EQ, 10-May-2021,264.65,299.1,299.1,258.15,264.5,263.78,262.83,909634,2390.83,2446,814523,89.54,2140,20210510
JPASSOCIAT,EQ, 10-May-2021,6.95,7.0,8.3,6.95,8.3,8.25,7.94,75541170,5999.07,32202,24710681,32.71,1962,20210510
METROPOLIS,EQ, 10-May-2021,2275.65,2310.0,2357.0,2250.0,2282.7,2281.35,2313.11,118657,2744.66,9254,78139,65.85,1807,20210510
RELAXO,EQ, 10-May-2021,881.8,883.2,898.05,883.2,896.0,895.9,890.81,251499,2240.37,6075,202454,80.5,1803,20210510
BATAINDIA,EQ, 10-May-2021,1351.35,1358.1,1362.45,1341.75,1353.8,1348.55,1351.37,278032,3757.23,8889,120570,43.37,1629,20210510
JPPOWER,EQ, 10-May-2021,3.0,3.05,3.3,3.0,3.3,3.3,3.22,72492375,2334.19,13893,39479778,54.46,1271,20210510
RPOWER,EQ, 10-May-2021,6.05,6.65,6.65,6.65,6.65,6.65,6.65,11619097,772.67,6542,11612111,99.94,772,20210510
ICICILIQ,EQ, 10-May-2021,999.99,1000.0,1000.0,991.0,997.0,999.58,999.7,59213,591.95,427,58219,98.32,582,20210510
TRENT,EQ, 10-May-2021,752.75,754.8,766.0,746.0,748.7,747.75,753.81,434021,3271.69,14307,76671,17.67,577,20210510
JKCEMENT,EQ, 10-May-2021,2779.55,2794.2,2810.0,2780.0,2808.0,2798.55,2792.48,24366,680.42,4928,20128,82.61,562,20210510
RENUKA,EQ, 10-May-2021,12.2,12.8,12.8,12.8,12.8,12.8,12.8,3680085,471.05,1419,3675017,99.86,470,20210510
ICICIB22,EQ, 10-May-2021,36.52,36.95,37.6,36.7,37.59,37.48,37.19,1123217,417.68,3752,1053101,93.76,391,20210510
NH,EQ, 10-May-2021,412.0,417.0,417.0,403.55,406.0,405.45,409.13,134055,548.45,7581,87304,65.13,357,20210510
ZUARIGLOB,EQ, 10-May-2021,79.6,82.0,83.0,80.0,82.25,82.05,81.25,393281,319.55,2591,342916,87.19,278,20210510
EBBETF0430,EQ, 10-May-2021,1155.4,1152.99,1152.99,1150.45,1152.94,1151.8,1151.56,24701,284.45,235,23807,96.38,274,20210510
JSWISPL,EQ, 10-May-2021,58.4,61.3,61.3,61.3,61.3,61.3,61.3,438056,268.53,208,438056,100.0,268,20210510
