SYMBOL,SERIES,DATE1,PREV_CLOSE,OPEN_PRICE,HIGH_PRICE,LOW_PRICE,LAST_PRICE,CLOSE_PRICE,AVG_PRICE,TTL_TRD_QNTY,TURNOVER_LACS,NO_OF_TRADES,DELIV_QTY,DELIV_PER,DELIV_LACS,DATE
MOTHERSUMI,EQ, 07-May-2021,222.15,223.0,226.9,219.5,220.65,220.9,221.82,12997665,28831.16,104718,4039138,31.08,8959,20210507
YESBANK,EQ, 07-May-2021,13.55,13.65,13.65,13.3,13.4,13.35,13.37,120981135,16173.44,102787,58556971,48.4,7829,20210507
BAJAJFINSV,EQ, 07-May-2021,11027.95,11050.0,11392.9,11009.9,11340.0,11318.45,11192.64,343443,38440.34,40862,62319,18.15,6975,20210507
APOLLOHOSP,EQ, 07-May-2021,3347.15,3347.15,3397.0,3302.0,3310.25,3310.85,3340.3,774478,25869.91,42409,195136,25.2,6518,20210507
IDFCFIRSTB,EQ, 07-May-2021,56.85,57.2,57.5,56.5,56.7,56.75,56.93,29913541,17031.15,52950,9524952,31.84,5422,20210507
RPOWER,EQ, 07-May-2021,5.5,5.6,6.05,5.4,6.05,6.05,5.8,152055878,8824.06,31250,80927914,53.22,4693,20210507
TRIDENT,EQ, 07-May-2021,13.9,14.05,15.25,14.05,15.25,15.25,14.98,81373515,12191.15,67756,30204345,37.12,4524,20210507
IDEA,EQ, 07-May-2021,8.3,8.35,8.4,8.2,8.25,8.3,8.28,108570333,8987.25,95532,51041658,47.01,4226,20210507
SOUTHBANK,EQ, 07-May-2021,8.05,8.05,9.45,8.05,9.4,9.3,9.1,139316824,12675.42,68426,41038889,29.46,3734,20210507
DMART,EQ, 07-May-2021,2878.15,2880.0,2955.0,2855.5,2880.0,2895.5,2910.26,365600,10639.92,28539,104345,28.54,3036,20210507
JKCEMENT,EQ, 07-May-2021,2778.35,2788.0,2815.9,2772.0,2775.05,2779.55,2799.21,107682,3014.25,1633,103066,95.71,2885,20210507
LALPATHLAB,EQ, 07-May-2021,2841.45,2843.95,2898.0,2841.4,2855.8,2860.0,2867.68,288246,8265.96,19249,86923,30.16,2492,20210507
TRENT,EQ, 07-May-2021,778.15,785.85,785.85,743.4,751.8,752.75,764.39,513294,3923.57,14322,177963,34.67,1360,20210507
METROPOLIS,EQ, 07-May-2021,2340.5,2351.25,2351.45,2257.25,2293.8,2275.65,2295.93,66702,1531.43,8609,25165,37.73,577,20210507
BATAINDIA,EQ, 07-May-2021,1352.1,1359.2,1362.9,1346.1,1348.95,1351.35,1352.37,137761,1863.04,6029,40662,29.52,549,20210507
RELAXO,EQ, 07-May-2021,894.1,897.55,907.9,878.1,883.2,881.8,894.14,103601,926.33,6079,47362,45.72,423,20210507
JSWISPL,EQ, 07-May-2021,55.65,58.4,58.4,58.4,58.4,58.4,58.4,460460,268.91,239,460460,100.0,268,20210507
ICICIGOLD,EQ, 07-May-2021,41.8,43.45,43.45,42.03,42.31,42.3,42.36,656201,277.95,1285,623527,95.02,264,20210507
EBBETF0431,EQ, 07-May-2021,1033.78,1033.78,1036.0,1032.8,1034.01,1034.03,1034.45,25670,265.54,245,24815,96.67,256,20210507
NH,EQ, 07-May-2021,405.1,407.15,414.0,405.1,412.0,412.0,411.27,118634,487.9,4205,61482,51.82,252,20210507
ICICIB22,EQ, 07-May-2021,36.08,36.2,36.69,36.0,36.5,36.52,36.4,746579,271.76,3144,680175,91.11,247,20210507
EKC,EQ, 07-May-2021,119.45,125.4,125.4,125.4,125.4,125.4,125.4,164735,206.58,988,164735,100.0,206,20210507
ICICILIQ,EQ, 07-May-2021,1000.0,1000.0,1000.0,999.99,999.99,999.99,1000.0,20556,205.56,92,20423,99.35,204,20210507
EBBETF0430,EQ, 07-May-2021,1152.6,1152.95,1156.7,1152.46,1156.2,1155.4,1154.81,12409,143.3,301,12194,98.27,140,20210507
