SYMBOL,SERIES,DATE1,PREV_CLOSE,OPEN_PRICE,HIGH_PRICE,LOW_PRICE,LAST_PRICE,CLOSE_PRICE,AVG_PRICE,TTL_TRD_QNTY,TURNOVER_LACS,NO_OF_TRADES,DELIV_QTY,DELIV_PER,DELIV_LACS,DATE
TATASTEEL,EQ, 20-May-2021,1164.25,1131.1,1135.5,1098.05,1104.9,1105.05,1113.32,28446253,316698.51,452379,6885537,24.21,76658,20210520
AXISBANK,EQ, 20-May-2021,716.8,708.6,714.4,704.55,706.0,705.9,710.01,18840413,133767.87,156453,10055962,53.37,71398,20210520
SBIN,EQ, 20-May-2021,384.4,387.0,387.8,382.0,386.8,384.55,384.42,42898608,164912.91,331759,12671274,29.54,48710,20210520
TCS,EQ, 20-May-2021,3082.0,3067.1,3088.8,3052.1,3060.65,3060.0,3065.96,2329027,71406.94,110631,1512325,64.93,46367,20210520
RELIANCE,EQ, 20-May-2021,1997.05,1997.9,2010.9,1981.0,1982.0,1985.4,1991.75,5271497,104995.27,158144,2175806,41.27,43336,20210520
PNB,EQ, 20-May-2021,36.2,36.5,37.9,35.95,37.9,37.5,37.18,339156585,126108.48,229721,112786901,33.26,41934,20210520
JINDALSTEL,EQ, 20-May-2021,421.85,408.5,418.25,390.0,401.4,401.05,404.55,35292844,142777.85,275225,9688736,27.45,39195,20210520
BHARTIARTL,EQ, 20-May-2021,528.2,531.0,531.0,520.0,521.2,520.65,523.54,13777903,72132.86,180741,7365177,53.46,38559,20210520
HDFCBANK,EQ, 20-May-2021,1458.2,1458.35,1465.9,1428.5,1435.3,1432.8,1447.31,5342092,77316.38,162817,2541468,47.57,36782,20210520
ICICIBANK,EQ, 20-May-2021,625.45,628.05,632.9,616.65,619.4,618.6,625.27,13900762,86917.37,167386,5591938,40.23,34964,20210520
INFY,EQ, 20-May-2021,1337.0,1348.4,1349.1,1335.0,1341.95,1339.3,1340.8,4490092,60203.3,111007,2585662,57.59,34668,20210520
CIPLA,EQ, 20-May-2021,903.95,906.0,927.9,905.0,925.5,924.2,919.71,12378690,113847.63,190141,3729127,30.13,34297,20210520
HINDALCO,EQ, 20-May-2021,403.3,390.0,393.2,379.45,386.2,385.2,387.15,30689219,118812.35,233521,8561493,27.9,33145,20210520
M&M,EQ, 20-May-2021,784.8,784.05,809.55,782.0,803.0,803.25,801.4,10092542,80882.03,190588,3897096,38.61,31231,20210520
ATGL,EQ, 20-May-2021,1326.15,1338.6,1348.35,1309.0,1335.0,1335.8,1324.84,3580360,47434.01,35777,2337088,65.28,30962,20210520
