SYMBOL,SERIES,DATE1,PREV_CLOSE,OPEN_PRICE,HIGH_PRICE,LOW_PRICE,LAST_PRICE,CLOSE_PRICE,AVG_PRICE,TTL_TRD_QNTY,TURNOVER_LACS,NO_OF_TRADES,DELIV_QTY,DELIV_PER,DELIV_LACS,DATE
HDFC,EQ, 20-May-2021,2459.85,2467.0,2488.0,2440.1,2448.4,2445.0,2462.3,2551577,62827.46,124959,1207713,47.33,29737,20210520
HCLTECH,EQ, 20-May-2021,931.4,932.0,934.8,922.05,925.45,924.4,925.34,4753782,43988.78,131917,3191642,67.14,29533,20210520
BHEL,EQ, 20-May-2021,73.75,74.4,77.7,72.05,72.4,72.55,75.15,241049864,181137.57,404978,35378640,14.68,26587,20210520
KOTAKBANK,EQ, 20-May-2021,1730.55,1732.0,1737.0,1705.1,1712.0,1708.2,1717.4,2598038,44618.64,93071,1532482,58.99,26318,20210520
SAIL,EQ, 20-May-2021,128.6,125.0,125.4,121.0,121.3,121.45,123.41,59942600,73973.0,197715,20355608,33.96,25120,20210520
BAJFINANCE,EQ, 20-May-2021,5631.2,5628.0,5658.0,5545.0,5595.0,5588.75,5594.05,1488827,83285.74,102392,385607,25.9,21571,20210520
IBULHSGFIN,EQ, 20-May-2021,193.25,197.45,216.45,192.5,210.9,209.25,206.03,78804626,162358.66,406678,10424226,13.23,21477,20210520
MARUTI,EQ, 20-May-2021,6775.9,6780.8,6814.7,6729.5,6739.0,6737.85,6765.64,470476,31830.7,53092,207817,44.17,14060,20210520
BANKBARODA,EQ, 20-May-2021,76.7,77.0,77.6,75.9,76.85,76.5,76.65,57767243,44277.78,101967,15594144,26.99,11952,20210520
TV18BRDCST,EQ, 20-May-2021,40.2,40.8,44.4,39.1,39.4,39.6,42.05,84360058,35477.39,136382,25193068,29.86,10593,20210520
MAXHEALTH,EQ, 20-May-2021,225.95,227.0,228.7,223.0,226.0,225.1,226.42,4868651,11023.62,20464,4023089,82.63,9109,20210520
MOTHERSUMI,EQ, 20-May-2021,242.65,242.8,244.35,233.5,239.0,238.9,239.35,12148975,29079.07,63007,3548263,29.21,8492,20210520
APOLLOHOSP,EQ, 20-May-2021,3229.7,3245.9,3272.75,3214.0,3222.95,3219.95,3239.3,752076,24361.99,28126,245419,32.63,7949,20210520
DMART,EQ, 20-May-2021,3027.9,3055.0,3055.0,3001.0,3030.0,3026.6,3027.48,352477,10671.17,28335,200632,56.92,6074,20210520
DALBHARAT,EQ, 20-May-2021,1794.85,1830.25,1830.25,1792.35,1815.75,1814.65,1811.61,355141,6433.77,19775,314193,88.47,5691,20210520
YESBANK,EQ, 20-May-2021,13.3,13.35,13.4,13.15,13.3,13.25,13.26,75911849,10068.62,68242,29509986,38.87,3913,20210520
BLUESTARCO,EQ, 20-May-2021,809.45,815.0,816.85,799.05,804.0,803.3,803.26,485096,3896.6,4107,452941,93.37,3638,20210520
ULTRACEMCO,EQ, 20-May-2021,6561.2,6600.0,6632.45,6520.7,6572.0,6573.85,6582.75,256088,16857.62,27709,54779,21.39,3605,20210520
IDFCFIRSTB,EQ, 20-May-2021,55.55,55.65,56.0,55.0,55.15,55.15,55.45,17218573,9547.39,41667,4610093,26.77,2556,20210520
IDEA,EQ, 20-May-2021,8.45,8.45,8.5,8.35,8.45,8.4,8.4,67889823,5705.42,120806,28150834,41.47,2364,20210520
BAJAJFINSV,EQ, 20-May-2021,11215.15,11260.0,11299.95,11130.7,11250.05,11227.9,11222.55,177897,19964.58,22845,16683,9.38,1872,20210520
3IINFOTECH,EQ, 20-May-2021,8.8,8.5,9.2,8.4,8.7,8.7,8.74,68349600,5970.83,24669,20286459,29.68,1773,20210520
LALPATHLAB,EQ, 20-May-2021,2810.55,2833.45,2865.0,2806.0,2862.75,2854.95,2839.75,287176,8155.07,21003,56674,19.73,1609,20210520
EMAMILTD,EQ, 20-May-2021,508.25,510.0,510.0,499.0,500.0,499.95,503.52,345924,1741.81,4357,301428,87.14,1517,20210520
RELAXO,EQ, 20-May-2021,1011.95,1043.5,1085.0,992.2,1015.0,1030.15,1027.58,1746924,17950.96,77100,136021,7.79,1397,20210520
TRENT,EQ, 20-May-2021,819.45,826.4,829.45,803.4,815.1,811.6,816.86,556669,4547.23,16975,155325,27.9,1268,20210520
BATAINDIA,EQ, 20-May-2021,1474.85,1478.0,1479.85,1452.5,1476.0,1473.95,1469.23,443297,6513.05,18815,76612,17.28,1125,20210520
VAKRANGEE,EQ, 20-May-2021,50.55,50.9,50.9,48.6,48.85,48.9,49.43,2453662,1212.78,7573,2032514,82.84,1004,20210520
TVSSRICHAK,EQ, 20-May-2021,1918.55,1929.0,1945.0,1910.0,1915.1,1922.75,1922.51,35650,685.38,1778,30069,84.35,578,20210520
METROPOLIS,EQ, 20-May-2021,2318.5,2340.0,2354.75,2280.05,2300.0,2295.1,2305.37,46589,1074.05,7951,22314,47.9,514,20210520
SUNCLAYLTD,EQ, 20-May-2021,3081.6,3120.0,3131.95,3082.1,3117.0,3101.05,3100.65,17778,551.23,1346,16299,91.68,505,20210520
NH,EQ, 20-May-2021,439.25,439.25,462.2,426.15,441.0,440.1,443.24,416281,1845.14,17677,100405,24.12,445,20210520
JKCEMENT,EQ, 20-May-2021,2846.2,2840.0,2924.95,2835.05,2900.0,2902.8,2892.76,26938,779.25,5593,14366,53.33,415,20210520
CAPACITE,EQ, 20-May-2021,202.2,202.5,204.75,199.7,202.65,203.0,202.97,122225,248.08,2776,100552,82.27,204,20210520
RAJRATAN,EQ, 20-May-2021,1019.9,1040.0,1040.0,1009.0,1022.0,1018.95,1025.95,17434,178.86,862,15094,86.58,154,20210520
