SYMBOL,SERIES,DATE1,PREV_CLOSE,OPEN_PRICE,HIGH_PRICE,LOW_PRICE,LAST_PRICE,CLOSE_PRICE,AVG_PRICE,TTL_TRD_QNTY,TURNOVER_LACS,NO_OF_TRADES,DELIV_QTY,DELIV_PER,DELIV_LACS,DATE
IDFCFIRSTB,EQ, 25-May-2021,59.25,59.9,60.15,58.4,59.0,58.95,59.01,43542130,25694.07,89748,12295910,28.24,7255,20210525
BAJAJFINSV,EQ, 25-May-2021,11166.8,11245.0,11405.0,11201.3,11400.0,11375.85,11342.68,394151,44707.29,34635,51053,12.95,5790,20210525
YESBANK,EQ, 25-May-2021,13.85,13.85,13.85,13.45,13.6,13.6,13.63,86120404,11734.74,75158,34035171,39.52,4638,20210525
BATAINDIA,EQ, 25-May-2021,1512.45,1519.0,1544.95,1518.0,1530.75,1531.0,1535.33,961693,14765.16,50912,278459,28.96,4275,20210525
BAJAJHLDNG,EQ, 25-May-2021,3556.45,3556.45,3586.15,3540.0,3559.9,3560.1,3557.39,130069,4627.06,5523,117381,90.25,4175,20210525
DMART,EQ, 25-May-2021,3040.45,3055.0,3123.0,3053.0,3100.0,3103.85,3100.74,455042,14109.68,37426,132028,29.01,4093,20210525
ULTRACEMCO,EQ, 25-May-2021,6562.4,6627.0,6637.35,6527.2,6565.0,6556.6,6576.71,176134,11583.82,22104,54811,31.12,3604,20210525
RPOWER,EQ, 25-May-2021,7.5,7.75,7.85,7.7,7.85,7.85,7.83,118624245,9285.76,36032,38341215,32.32,3002,20210525
IDEA,EQ, 25-May-2021,8.6,8.65,8.7,8.45,8.55,8.55,8.54,81688375,6979.21,127582,29242276,35.8,2497,20210525
NH,EQ, 25-May-2021,435.2,437.5,439.0,430.5,431.0,431.7,433.83,602626,2614.39,10942,531694,88.23,2306,20210525
TRENT,EQ, 25-May-2021,809.75,819.4,830.9,810.8,826.45,824.65,820.03,720336,5907.0,17450,264193,36.68,2166,20210525
RELAXO,EQ, 25-May-2021,1032.2,1040.1,1125.0,1033.4,1115.0,1099.15,1078.54,958136,10333.87,40014,167459,17.48,1806,20210525
LALPATHLAB,EQ, 25-May-2021,2784.45,2794.5,2816.4,2752.0,2773.5,2773.05,2778.27,210873,5858.63,19831,59107,28.03,1642,20210525
ZYDUSWELL,EQ, 25-May-2021,2094.85,2098.0,2122.0,2090.2,2118.0,2116.75,2114.05,74343,1571.65,2671,64844,87.22,1370,20210525
CRISIL,EQ, 25-May-2021,1920.55,1919.0,1937.2,1900.0,1910.0,1910.25,1910.01,56499,1079.14,3263,48503,85.85,926,20210525
METROPOLIS,EQ, 25-May-2021,2339.4,2350.0,2390.0,2313.0,2322.0,2329.15,2353.65,57941,1363.73,6445,21776,37.58,512,20210525
JKCEMENT,EQ, 25-May-2021,2927.3,2925.5,2938.0,2836.75,2880.0,2867.9,2884.1,25619,738.88,5102,15652,61.1,451,20210525
MAJESCO,EQ, 25-May-2021,76.4,76.4,76.95,76.1,76.25,76.2,76.29,459440,350.51,2551,390968,85.1,298,20210525
NETFMID150,EQ, 25-May-2021,97.27,98.98,98.98,96.81,97.59,97.42,97.64,294692,287.73,816,264204,89.65,257,20210525
ICICIB22,EQ, 25-May-2021,38.79,38.9,39.07,38.43,38.43,38.85,38.91,701905,273.1,2913,583702,83.16,227,20210525
PUNJABCHEM,EQ, 25-May-2021,1140.25,1149.05,1185.0,1131.45,1154.95,1155.95,1166.67,21954,256.13,949,19273,87.79,224,20210525
EBBETF0430,EQ, 25-May-2021,1157.66,1156.4,1157.99,1156.4,1157.49,1157.37,1157.48,19729,228.36,116,18150,92.0,210,20210525
