SYMBOL,SERIES,DATE1,PREV_CLOSE,OPEN_PRICE,HIGH_PRICE,LOW_PRICE,LAST_PRICE,CLOSE_PRICE,AVG_PRICE,TTL_TRD_QNTY,TURNOVER_LACS,NO_OF_TRADES,DELIV_QTY,DELIV_PER,DELIV_LACS,DATE
AMARAJABAT,EQ, 25-May-2021,783.05,755.25,755.25,732.0,735.45,733.6,745.0,39123250,291466.85,262997,17911452,45.78,133440,20210525
RELIANCE,EQ, 25-May-2021,1985.65,1996.4,1997.0,1960.0,1964.0,1963.15,1974.34,6821015,134669.76,208558,4040447,59.24,79772,20210525
HDFCBANK,EQ, 25-May-2021,1509.95,1510.5,1513.75,1470.5,1481.0,1478.95,1483.97,9618487,142735.39,263807,4731625,49.19,70215,20210525
SBIN,EQ, 25-May-2021,412.05,415.1,415.5,408.5,414.1,412.35,411.05,56048127,230383.72,348160,14690982,26.21,60387,20210525
HDFC,EQ, 25-May-2021,2540.9,2562.0,2570.4,2523.5,2530.0,2530.5,2547.7,2641950,67309.08,120573,1585453,60.01,40392,20210525
ICICIBANK,EQ, 25-May-2021,647.35,650.1,652.0,642.5,649.25,650.3,647.65,14884778,96401.13,206304,5814767,39.07,37659,20210525
INFY,EQ, 25-May-2021,1348.05,1358.0,1368.0,1354.45,1364.0,1361.6,1361.92,4099340,55829.85,129513,2523676,61.56,34370,20210525
TATASTEEL,EQ, 25-May-2021,1092.0,1101.95,1125.95,1100.0,1105.35,1105.2,1111.75,18113752,201379.71,266155,2972460,16.41,33046,20210525
AXISBANK,EQ, 25-May-2021,741.15,744.4,745.0,725.85,732.4,731.55,733.84,11344261,83248.53,176770,4362997,38.46,32017,20210525
SAIL,EQ, 25-May-2021,124.75,126.4,128.3,123.25,123.7,123.95,125.97,91822284,115667.73,223275,22568211,24.58,28429,20210525
BRITANNIA,EQ, 25-May-2021,3379.1,3385.0,3447.0,3385.0,3441.0,3439.5,3426.24,1318946,45190.2,63709,826395,62.66,28314,20210525
TCS,EQ, 25-May-2021,3081.5,3092.0,3128.25,3082.1,3115.0,3114.0,3111.62,1841613,57303.96,122270,902281,48.99,28075,20210525
HCLTECH,EQ, 25-May-2021,932.8,938.0,943.8,935.15,941.0,940.6,940.33,5032874,47325.5,130222,2970901,59.03,27936,20210525
ITC,EQ, 25-May-2021,211.5,213.0,213.4,210.25,211.05,210.9,211.96,25334878,53700.89,137177,13069831,51.59,27702,20210525
BHARTIARTL,EQ, 25-May-2021,526.8,529.9,530.8,524.5,526.5,526.1,527.56,9239443,48743.87,130566,4874766,52.76,25717,20210525
CONCOR,EQ, 25-May-2021,634.25,649.0,677.7,639.0,677.6,668.1,656.23,19646926,128929.09,294841,3603822,18.34,23649,20210525
ATGL,EQ, 25-May-2021,1324.2,1340.0,1340.0,1227.35,1300.0,1294.4,1299.88,2703660,35144.45,54592,1653184,61.15,21489,20210525
UNIONBANK,EQ, 25-May-2021,38.4,37.0,37.1,34.8,34.95,35.0,35.61,98571030,35104.39,131490,54206302,54.99,19302,20210525
M&M,EQ, 25-May-2021,810.0,819.65,828.0,808.35,811.15,811.25,817.48,5044078,41234.31,100844,2297473,45.55,18781,20210525
BAJFINANCE,EQ, 25-May-2021,5602.9,5640.0,5658.8,5582.0,5640.0,5618.65,5622.68,1315546,73968.88,71438,325222,24.72,18286,20210525
PNB,EQ, 25-May-2021,39.8,40.4,40.5,39.2,39.35,39.35,39.67,163516340,64860.28,157177,44583797,27.27,17686,20210525
KOTAKBANK,EQ, 25-May-2021,1757.0,1770.4,1773.9,1738.0,1754.95,1750.5,1753.03,2201625,38595.11,79090,1004722,45.64,17613,20210525
BHEL,EQ, 25-May-2021,72.45,73.15,74.85,72.7,74.6,74.5,73.8,87624494,64670.96,132669,18575504,21.2,13708,20210525
MARUTI,EQ, 25-May-2021,6871.6,6939.95,6948.0,6888.0,6910.0,6911.8,6915.45,438736,30340.59,46895,153247,34.93,10597,20210525
HFCL,EQ, 25-May-2021,44.7,45.1,49.15,45.0,49.15,48.95,48.0,64348156,30884.33,100580,19535619,30.36,9377,20210525
APOLLOHOSP,EQ, 25-May-2021,3261.1,3266.25,3267.0,3170.65,3194.75,3199.65,3202.79,622276,19930.18,48131,257477,41.38,8246,20210525
MOTHERSUMI,EQ, 25-May-2021,240.5,243.0,243.9,232.1,239.9,240.5,237.88,21208714,50452.18,131969,3423062,16.14,8142,20210525
DISHTV,EQ, 25-May-2021,12.85,12.95,15.4,12.85,15.4,15.4,14.65,133998540,19632.91,49565,51449483,38.4,7537,20210525
