"SYMBOL","DATE1","PREV_CLOSE","CLOSE_PRICE","AVG_PRICE","TTL_TRD_QNTY","TURNOVER_LACS","NO_OF_TRADES","DELIV_QTY","DELIV_PER","DELIV_LACS"
"HCLTECH"," 18-Feb-2021","943.2","948.1","947.26","5133094","48623.56","160532","2427129","47.28","22991"
"NESTLEIND"," 18-Feb-2021","16741.2","16364.7","16477.73","251066","41369.97","46881","131421","52.35","21655"
"M&M"," 18-Feb-2021","914.95","894.45","899.71","4616205","41532.61","83021","2319855","50.25","20871"
"IGL"," 18-Feb-2021","545.2","567.8","578.32","17472205","101044.54","235882","3467413","19.85","20052"
"HEROMOTOCO"," 18-Feb-2021","3584.0","3522.85","3569.14","1701157","60716.6","120356","549609","32.31","19616"
"BHEL"," 18-Feb-2021","40.05","43.0","42.41","166636643","70671.88","180105","45635201","27.39","19353"
"NTPC"," 18-Feb-2021","99.35","103.4","102.35","50705280","51896.73","138988","18254268","36.0","18683"
"EICHERMOT"," 18-Feb-2021","2695.5","2650.2","2662.74","1924724","51250.42","104699","692883","36.0","18449"
"ITC"," 18-Feb-2021","217.75","218.85","219.17","24070563","52755.97","135239","8386274","34.84","18380"
"POWERGRID"," 18-Feb-2021","230.05","236.5","234.93","24914207","58531.91","138694","7517531","30.17","17660"
"LT"," 18-Feb-2021","1548.35","1524.6","1531.59","2446843","37475.51","107942","1148092","46.92","17584"
"PETRONET"," 18-Feb-2021","240.3","246.1","246.16","13992508","34443.74","86159","6943787","49.63","17092"
"NAUKRI"," 18-Feb-2021","4916.7","5306.9","5208.42","2100219","109388.26","176052","324543","15.45","16903"
"INDUSINDBK"," 18-Feb-2021","1033.2","1046.05","1044.75","8911120","93098.58","162856","1584183","17.78","16550"
"SAIL"," 18-Feb-2021","64.6","66.9","66.98","56021909","37521.43","95683","23461520","41.88","15714"
"ULTRACEMCO"," 18-Feb-2021","6419.2","6325.85","6362.41","573974","36518.59","49452","243148","42.36","15470"
"MARUTI"," 18-Feb-2021","7503.2","7497.55","7516.97","821462","61749.07","79177","200788","24.44","15093"
"HAPPSTMNDS"," 18-Feb-2021","483.35","512.5","527.36","22550108","118919.36","432999","2852700","12.65","15043"
"IOC"," 18-Feb-2021","95.0","99.0","98.45","54055390","53216.27","151786","15233569","28.18","14997"
"HINDPETRO"," 18-Feb-2021","234.45","245.7","244.63","25247214","61761.85","171275","6108566","24.2","14943"
"DIVISLAB"," 18-Feb-2021","3615.25","3587.65","3609.74","884937","31943.9","54963","413206","46.69","14915"
"DRREDDY"," 18-Feb-2021","4600.55","4616.95","4616.64","1029506","47528.57","79689","318393","30.93","14699"
"CANBK"," 18-Feb-2021","166.25","168.4","170.53","56552975","96441.1","198746","8441505","14.93","14395"
"MOTHERSUMI"," 18-Feb-2021","227.15","220.7","223.33","29485530","65851.22","190298","6215143","21.08","13880"
"TITAN"," 18-Feb-2021","1460.4","1433.0","1443.36","2686046","38769.39","94013","954567","35.54","13777"
"IBULHSGFIN"," 18-Feb-2021","221.5","231.25","227.98","23359321","53254.98","143597","5900124","25.26","13451"
"HINDALCO"," 18-Feb-2021","303.9","309.9","309.31","16202053","50114.35","133048","4213943","26.01","13034"
"TATACONSUM"," 18-Feb-2021","632.15","624.0","630.86","4457424","28120.12","60277","2027584","45.49","12791"
"ADANIPORTS"," 18-Feb-2021","655.75","664.05","659.78","13189027","87018.92","161477","1913820","14.51","12627"
"ICICIBANK"," 19-Feb-2021","644.65","624.05","627.94","24055811","151057.09","351586","10486329","43.59","65847"
"RELIANCE"," 19-Feb-2021","2067.7","2080.3","2088.14","10800704","225533.57","279181","3029362","28.05","63257"
"SBIN"," 19-Feb-2021","415.2","399.55","405.06","66155518","267970.83","479710","15537879","23.49","62937"
"TCS"," 19-Feb-2021","3057.35","3071.85","3047.73","3725028","113528.88","130797","1878814","50.44","57261"
"HDFCBANK"," 19-Feb-2021","1554.3","1539.1","1547.93","8569754","132653.55","248392","3611013","42.14","55895"
"INDUSINDBK"," 19-Feb-2021","1046.05","1065.9","1055.69","14557527","153682.13","217668","4656447","31.99","49157"
"BHARTIARTL"," 19-Feb-2021","589.05","581.35","587.31","19106404","112213.01","231192","7510083","39.31","44107"
"AXISBANK"," 19-Feb-2021","777.0","749.65","761.1","15634787","118996.16","237598","5213024","33.34","39676"
"INFY"," 19-Feb-2021","1292.45","1291.3","1288.37","5389696","69439.25","129418","2864493","53.15","36905"
"TATAMOTORS"," 19-Feb-2021","323.85","311.85","313.32","80274683","251515.77","516227","11456545","14.27","35895"
"BPCL"," 19-Feb-2021","432.2","430.0","434.07","24446305","106115.02","252409","7028072","28.75","30506"
"ITC"," 19-Feb-2021","218.85","215.95","216.9","28125203","61004.79","136326","13596630","48.34","29491"
"HINDUNILVR"," 19-Feb-2021","2146.85","2181.1","2175.63","3364030","73188.86","141166","1347424","40.05","29314"
"DABUR"," 19-Feb-2021","520.05","513.45","511.03","13849233","70774.07","99471","5636750","40.7","28805"
"PNB"," 19-Feb-2021","43.8","42.05","43.98","429882183","189053.57","382470","64402143","14.98","28324"
"HDFC"," 19-Feb-2021","2745.15","2741.3","2740.19","2275146","62343.3","118178","923508","40.59","25305"
"TATASTEEL"," 19-Feb-2021","697.75","670.7","675.46","22392386","151252.22","234654","3391932","15.15","22911"
"KOTAKBANK"," 19-Feb-2021","1945.45","1938.75","1946.55","2735683","53251.41","81593","1165692","42.61","22690"
"BAJFINANCE"," 19-Feb-2021","5563.35","5497.95","5529.82","2744456","151763.45","154750","399433","14.55","22087"
"IDFCFIRSTB"," 19-Feb-2021","58.1","62.4","62.5","261417989","163384.21","420158","34148320","13.06","21342"
"POWERGRID"," 19-Feb-2021","236.5","232.2","232.3","20438826","47480.14","103469","9095974","44.5","21129"
"MARUTI"," 19-Feb-2021","7497.55","7323.0","7382.49","1013887","74850.08","105979","275316","27.15","20325"
"GAIL"," 19-Feb-2021","143.1","145.4","146.94","69653864","102346.59","234500","13347476","19.16","19612"
"HCLTECH"," 19-Feb-2021","948.1","950.15","951.79","5494816","52299.38","127863","2041991","37.16","19435"
"UPL"," 19-Feb-2021","541.05","552.8","556.12","16693854","92837.96","212933","3278117","19.64","18230"
"NTPC"," 19-Feb-2021","103.4","104.2","104.28","61069583","63685.14","160630","17244604","28.24","17982"
"LT"," 19-Feb-2021","1524.6","1508.8","1526.02","3044240","46455.6","94865","1177662","38.68","17971"
"HINDALCO"," 19-Feb-2021","309.9","308.0","307.04","17410357","53456.95","96804","5724332","32.88","17575"
"BANKBARODA"," 19-Feb-2021","95.65","91.2","94.53","184205581","174136.12","421744","18428897","10.0","17420"
"APOLLOHOSP"," 19-Feb-2021","3106.75","2919.95","2980.61","2037556","60731.69","85162","581170","28.52","17322"
"IDEA"," 19-Feb-2021","11.55","10.9","11.16","316179539","35291.17","257385","150300726","47.54","16773"
"TECHM"," 19-Feb-2021","1010.6","993.95","997.12","4357699","43451.66","143140","1586481","36.41","15819"
"DRREDDY"," 19-Feb-2021","4616.95","4681.45","4616.57","1278534","59024.44","89385","339024","26.52","15651"
"ASIANPAINT"," 19-Feb-2021","2470.75","2416.45","2426.74","2244567","54469.85","106810","630883","28.11","15309"
"EICHERMOT"," 19-Feb-2021","2650.2","2584.65","2597.21","1588781","41264.0","85618","574705","36.17","14926"
"TITAN"," 19-Feb-2021","1433.0","1425.55","1429.77","2543997","36373.43","82173","984063","38.68","14069"
"IBULHSGFIN"," 19-Feb-2021","231.25","228.9","236.75","56344546","133397.21","322063","5922258","10.51","14020"
"CHOLAFIN"," 19-Feb-2021","527.7","530.35","527.54","8654199","45654.47","91245","2653375","30.66","13997"
"MOTHERSUMI"," 19-Feb-2021","220.7","213.5","214.15","27892579","59730.68","186511","6433397","23.06","13777"
"MUTHOOTFIN"," 19-Feb-2021","1293.25","1297.0","1298.1","2156407","27992.29","93119","1039054","48.18","13487"
"ADANIPORTS"," 19-Feb-2021","664.05","653.5","658.84","17553743","115650.22","219949","2021274","11.51","13316"
"BRITANNIA"," 19-Feb-2021","3359.45","3331.2","3341.33","765676","25583.76","49959","394072","51.47","13167"
"ONGC"," 19-Feb-2021","110.7","105.1","108.7","48225988","52421.3","180663","11983600","24.85","13026"
"CANBK"," 19-Feb-2021","168.4","160.0","163.48","32282645","52774.93","119540","7874695","24.39","12873"
"M&M"," 19-Feb-2021","894.45","879.25","887.51","5171996","45901.9","94543","1446972","27.98","12842"
"AUROPHARMA"," 19-Feb-2021","911.7","888.55","901.29","3294990","29697.38","74066","1371011","41.61","12356"
"LIQUIDBEES"," 19-Feb-2021","999.99","1000.0","1000.0","1528972","15289.79","5342","1221774","79.91","12217"
"PETRONET"," 19-Feb-2021","246.1","252.25","252.49","14721972","37171.82","116989","4743163","32.22","11976"
"BANKINDIA"," 19-Feb-2021","93.15","84.3","92.5","65963704","61016.93","240816","12651485","19.18","11702"
"ULTRACEMCO"," 19-Feb-2021","6325.85","6208.5","6242.82","499669","31193.42","46746","186889","37.4","11667"
"HDFCBANK"," 31-Mar-2021","1553.7","1493.65","1499.76","15387253","230771.92","362409","7847100","51.0","117687"
"HDFC"," 31-Mar-2021","2605.65","2498.1","2514.9","5492619","138133.8","236093","3336573","60.75","83911"
"RELIANCE"," 31-Mar-2021","2029.3","2003.1","2017.21","7499740","151285.28","193340","2904680","38.73","58593"
"ICICIBANK"," 31-Mar-2021","591.45","582.1","582.19","20119972","117137.04","236863","9801739","48.72","57064"
"INFY"," 31-Mar-2021","1385.3","1368.05","1370.72","8220987","112686.78","218153","4107507","49.96","56302"
"KOTAKBANK"," 31-Mar-2021","1781.25","1753.0","1754.94","3798383","66659.34","129292","2475960","65.18","43451"
"ITC"," 31-Mar-2021","214.55","218.5","217.38","36485322","79313.3","162814","18894707","51.79","41073"
"AXISBANK"," 31-Mar-2021","695.35","697.45","697.8","14924620","104143.91","197163","5814689","38.96","40574"
"HINDUNILVR"," 31-Mar-2021","2398.75","2431.5","2417.72","2709756","65514.26","138821","1676542","61.87","40534"
"TCS"," 31-Mar-2021","3158.55","3177.85","3177.88","3530069","112181.35","156653","1236712","35.03","39301"
"BAJFINANCE"," 31-Mar-2021","5193.55","5149.85","5159.49","1845975","95242.97","141930","711501","38.54","36709"
"SBIN"," 31-Mar-2021","360.8","364.3","363.98","38651025","140682.75","298129","7195064","18.62","26188"
"TATASTEEL"," 31-Mar-2021","800.0","811.85","811.88","28044585","227688.92","313254","2797710","9.98","22714"
"TATAMOTORS"," 31-Mar-2021","297.05","301.8","303.68","58569012","177864.0","325482","7088954","12.1","21527"
"ULTRACEMCO"," 31-Mar-2021","6785.6","6737.95","6783.38","647600","43929.16","52255","305374","47.15","20714"
"HEROMOTOCO"," 31-Mar-2021","2963.85","2913.6","2921.8","1212659","35431.43","80709","649755","53.58","18984"
"TECHM"," 31-Mar-2021","1016.9","991.45","1000.12","3780505","37809.47","78230","1789646","47.34","17898"
"MARUTI"," 31-Mar-2021","6851.8","6859.2","6874.85","735382","50556.37","84020","242359","32.96","16661"
"ASIANPAINT"," 31-Mar-2021","2578.05","2537.4","2553.27","1616044","41262.04","73169","626733","38.78","16002"
"BHARTIARTL"," 31-Mar-2021","521.5","517.3","520.25","7570387","39385.21","86424","3057399","40.39","15906"
"PEL"," 31-Mar-2021","1764.7","1753.15","1776.65","2078267","36923.45","67705","883533","42.51","15697"
"M&M"," 31-Mar-2021","795.0","795.25","796.41","3972382","31636.42","89584","1969227","49.57","15683"
"DIVISLAB"," 31-Mar-2021","3584.25","3622.8","3612.81","883699","31926.39","60209","425151","48.11","15359"
"SWSOLAR"," 31-Mar-2021","251.75","258.45","254.25","10539471","26796.86","60499","5958918","56.54","15150"
"BAJAJFINSV"," 31-Mar-2021","9502.35","9668.6","9621.86","424140","40810.15","57784","154494","36.43","14865"
"UPL"," 31-Mar-2021","627.95","641.85","642.34","15862803","101892.49","178077","2292776","14.45","14727"
"BAJAJ-AUTO"," 31-Mar-2021","3666.7","3670.6","3646.38","694645","25329.37","45810","402553","57.95","14678"
"HCLTECH"," 31-Mar-2021","995.8","982.65","988.7","4445140","43949.23","91412","1481223","33.32","14644"
"IDFCFIRSTB"," 31-Mar-2021","58.25","55.7","56.62","68707873","38904.46","127611","24801106","36.1","14042"
"INDUSINDBK"," 31-Mar-2021","961.05","954.45","959.51","4453746","42733.93","89554","1416952","31.81","13595"
"VEDL"," 31-Mar-2021","230.1","228.75","229.27","10376309","23789.53","29836","5616577","54.13","12877"
"LT"," 31-Mar-2021","1423.55","1418.9","1421.27","2400871","34122.92","81482","901403","37.54","12811"
"SUNPHARMA"," 31-Mar-2021","597.7","597.8","600.96","5269919","31670.19","101448","2128512","40.39","12791"
"POWERGRID"," 31-Mar-2021","221.35","215.65","216.41","11640412","25190.74","118021","5792524","49.76","12535"
"DRREDDY"," 31-Mar-2021","4518.2","4516.0","4517.82","772510","34900.63","66963","255442","33.07","11540"
"WIPRO"," 31-Mar-2021","418.1","414.15","415.37","7445134","30925.16","102143","2727424","36.63","11328"
"NAZARA"," 31-Mar-2021","1592.0","1466.3","1492.93","3560915","53161.89","271601","732793","20.58","10940"
"SBICARD"," 31-Mar-2021","940.7","928.25","930.0","1892366","17599.07","88039","1171585","61.91","10895"
"NTPC"," 31-Mar-2021","107.7","106.55","107.19","23063667","24723.08","86741","10160212","44.05","10890"
"HINDPETRO"," 31-Mar-2021","230.0","234.5","232.69","8279352","19264.83","73661","4586430","55.4","10672"
"ADANIPORTS"," 31-Mar-2021","710.55","702.4","710.23","7752226","55058.34","105720","1464702","18.89","10402"
"APOLLOHOSP"," 31-Mar-2021","2925.6","2902.65","2903.0","665173","19309.98","35108","356901","53.66","10360"
"COALINDIA"," 31-Mar-2021","132.95","130.35","131.03","14900610","19524.51","66581","7616655","51.12","9980"
"CONCOR"," 31-Mar-2021","597.8","598.0","601.51","3786964","22779.08","80486","1645572","43.45","9898"
"TATACONSUM"," 31-Mar-2021","628.9","638.9","637.81","4424477","28219.61","73298","1517574","34.3","9679"
"BPCL"," 31-Mar-2021","430.8","427.95","428.25","5009335","21452.72","97299","2199418","43.91","9419"
"SHREECEM"," 31-Mar-2021","29094.45","29465.4","29402.63","82764","24334.79","23094","30777","37.19","9049"
"YESBANK"," 31-Mar-2021","16.3","15.6","15.82","208381534","32957.59","124583","57103453","27.4","9033"
"HDFCLIFE"," 31-Mar-2021","687.75","696.2","692.83","2368424","16409.19","53322","1290243","54.48","8939"
"NAUKRI"," 31-Mar-2021","4158.45","4280.55","4313.39","1155243","49830.17","86696","206102","17.84","8889"
"TCS"," 05-Apr-2021","3165.0","3238.9","3206.75","5317862","170530.51","229667","2518855","47.37","80773"
"BAJFINANCE"," 05-Apr-2021","5272.15","4962.5","5005.1","3739680","187174.75","260025","1078850","28.85","53997"
"ICICIBANK"," 05-Apr-2021","594.4","571.25","572.46","23260127","133154.45","269197","8775222","37.73","50234"
"INFY"," 05-Apr-2021","1385.2","1409.9","1406.84","9479572","133362.74","237018","3462914","36.53","48717"
"SBIN"," 05-Apr-2021","370.65","353.55","355.21","51743981","183797.97","382160","12654477","24.46","44949"
"RELIANCE"," 05-Apr-2021","2021.85","1992.6","1986.24","6864856","136352.37","246459","2208186","32.17","43859"
"HINDUNILVR"," 05-Apr-2021","2399.1","2373.2","2377.34","2545447","60514.01","129980","1826014","71.74","43410"
"HDFCBANK"," 05-Apr-2021","1486.75","1449.6","1451.04","8003293","116131.26","238305","2874301","35.91","41707"
"HDFC"," 05-Apr-2021","2531.45","2445.85","2448.25","3353567","82103.77","211024","1668964","49.77","40860"
"AXISBANK"," 05-Apr-2021","713.0","685.25","687.85","16239521","111704.09","206940","5562261","34.25","38260"
"HCLTECH"," 05-Apr-2021","1002.6","1033.5","1022.68","9452833","96672.02","235092","3361126","35.56","34373"
"SAIL"," 05-Apr-2021","83.85","89.65","87.35","149912383","130955.15","300998","38424603","25.63","33563"
"INDUSINDBK"," 05-Apr-2021","993.3","937.35","942.45","11223431","105775.3","218638","3470931","30.93","32711"
"ITC"," 05-Apr-2021","220.05","212.55","213.47","31378045","66983.98","220759","14361225","45.77","30656"
"WIPRO"," 05-Apr-2021","416.4","425.45","423.14","21216395","89774.45","189433","5936319","27.98","25118"
"TECHM"," 05-Apr-2021","992.15","997.7","996.23","5118272","50989.79","110183","2384209","46.58","23752"
"KOTAKBANK"," 05-Apr-2021","1804.55","1759.2","1758.64","2448241","43055.7","117404","1082397","44.21","19035"
"TATASTEEL"," 05-Apr-2021","863.05","867.75","859.01","30575986","262649.95","380909","2172668","7.11","18663"
"BAJAJFINSV"," 05-Apr-2021","9789.5","9481.65","9377.5","612166","57405.86","72614","183480","29.97","17205"
"NAUKRI"," 05-Apr-2021","4263.05","4433.4","4378.35","1259614","55150.37","80706","357832","28.41","15667"
"VEDL"," 05-Apr-2021","231.25","231.75","230.91","14527112","33544.84","32761","6771170","46.61","15635"
"SHREECEM"," 05-Apr-2021","29951.95","30358.25","30193.46","124392","37558.25","30244","51734","41.59","15620"
"TATAMOTORS"," 05-Apr-2021","307.75","305.05","304.12","66178755","201261.69","346981","5081702","7.68","15454"
"ATGL"," 05-Apr-2021","1060.65","1164.0","1128.45","5752170","64910.1","159953","1360951","23.66","15357"
"DIVISLAB"," 05-Apr-2021","3616.1","3611.05","3625.25","880667","31926.4","52187","415544","47.19","15064"
"MARUTI"," 05-Apr-2021","6923.9","6768.55","6785.21","668129","45333.93","76303","221541","33.16","15032"
"ADANIENT"," 05-Apr-2021","1107.2","1138.25","1127.43","15795720","178085.64","298644","1327960","8.41","14971"
"BHARTIARTL"," 05-Apr-2021","520.8","528.25","521.82","9203847","48027.22","92553","2821698","30.66","14724"
"HEROMOTOCO"," 05-Apr-2021","2956.1","2886.9","2901.69","1152927","33454.33","69606","472121","40.95","13699"
"M&M"," 05-Apr-2021","807.6","774.45","779.29","4176802","32549.43","80941","1662146","39.79","12952"
"LT"," 05-Apr-2021","1444.6","1403.8","1402.23","2548649","35737.86","86164","863540","33.88","12108"
"BAJAJ-AUTO"," 05-Apr-2021","3743.05","3598.5","3612.34","723573","26137.95","34717","334149","46.18","12070"
"ASIANPAINT"," 05-Apr-2021","2551.75","2510.65","2509.91","1268939","31849.19","74815","460703","36.31","11563"
"HAPPSTMNDS"," 05-Apr-2021","594.55","618.8","631.17","13320286","84073.38","280497","1808209","13.57","11412"
"DRREDDY"," 05-Apr-2021","4587.65","4556.6","4523.33","732258","33122.44","52046","248890","33.99","11258"
"APOLLOHOSP"," 05-Apr-2021","2894.05","2919.5","2943.4","1241115","36530.92","74842","380496","30.66","11199"
"INDIGO"," 05-Apr-2021","1616.6","1552.7","1560.93","1714868","26767.9","64262","696629","40.62","10873"
"ULTRACEMCO"," 05-Apr-2021","6898.85","6795.8","6834.91","540954","36973.73","43412","157184","29.06","10743"
"JSWSTEEL"," 05-Apr-2021","508.75","517.5","514.15","29711225","152760.55","289831","2079223","7.0","10690"
"ADANITRANS"," 05-Apr-2021","999.2","1095.15","1062.39","3267413","34712.75","119521","990501","30.31","10522"
"ADANIPORTS"," 05-Apr-2021","736.25","742.25","730.14","15622924","114068.92","205603","1431477","9.16","10451"
"HINDALCO"," 05-Apr-2021","350.25","350.65","346.83","14771653","51232.56","126221","2953958","20.0","10245"
"BRITANNIA"," 05-Apr-2021","3618.5","3700.35","3685.16","807938","29773.81","63288","274553","33.98","10117"
"ADANIPOWER"," 05-Apr-2021","89.3","93.75","92.88","26119543","24260.65","86659","10685974","40.91","9925"
"UPL"," 05-Apr-2021","653.6","646.25","646.93","9077724","58726.38","115052","1506504","16.6","9746"
"EICHERMOT"," 05-Apr-2021","2631.15","2517.2","2538.64","1205767","30610.12","70445","381823","31.67","9693"
"TATACOMM"," 05-Apr-2021","1122.9","1112.55","1100.94","1166565","12843.13","16905","875535","75.05","9639"
"LIQUIDBEES"," 05-Apr-2021","999.99","1000.0","1000.0","1230583","12305.82","8221","909098","73.88","9090"
"POWERGRID"," 05-Apr-2021","218.7","214.15","214.96","8147763","17514.53","48405","3967858","48.7","8529"
"IRCTC"," 05-Apr-2021","1751.75","1702.65","1700.81","1622830","27601.29","92917","490775","30.24","8347"
"HINDUNILVR"," 06-Apr-2021","2373.2","2408.3","2400.42","3683538","88420.43","90844","2880067","78.19","69133"
"ICICIBANK"," 06-Apr-2021","571.25","565.9","569.36","23284697","132574.25","283888","9362633","40.21","53307"
"RELIANCE"," 06-Apr-2021","1992.6","1984.3","1984.99","6465241","128334.7","209903","2136383","33.04","42406"
"HDFC"," 06-Apr-2021","2445.85","2472.3","2468.06","2882606","71144.56","128916","1619826","56.19","39978"
"SBIN"," 06-Apr-2021","353.55","350.55","353.1","44147709","155884.99","273760","10561018","23.92","37290"
"INFY"," 06-Apr-2021","1409.9","1411.05","1415.69","5793571","82018.99","153955","2555430","44.11","36176"
"HDFCBANK"," 06-Apr-2021","1449.6","1440.25","1444.46","7537867","108881.67","215174","2499978","33.17","36111"
"ADANIPORTS"," 06-Apr-2021","742.25","835.55","800.35","64555516","516668.34","747062","4484783","6.95","35893"
"ASIANPAINT"," 06-Apr-2021","2510.65","2611.6","2585.83","3372846","87216.12","178805","1179991","34.99","30512"
"TATASTEEL"," 06-Apr-2021","867.75","862.85","869.06","20778920","180582.23","250646","3287853","15.82","28573"
"TCS"," 06-Apr-2021","3238.9","3264.7","3254.36","2291562","74575.71","109190","834510","36.42","27157"
"SAIL"," 06-Apr-2021","89.65","91.05","91.55","134289233","122943.83","275975","27924511","20.79","25564"
"TATAMOTORS"," 06-Apr-2021","305.05","307.75","309.29","63031783","194950.3","313806","7675387","12.18","23739"
"KOTAKBANK"," 06-Apr-2021","1759.2","1768.3","1762.92","2873045","50649.53","105266","1322803","46.04","23319"
"BHARTIARTL"," 06-Apr-2021","528.25","532.2","532.86","12873443","68596.84","133794","4322722","33.58","23034"
"VEDL"," 06-Apr-2021","231.75","233.55","233.01","17652029","41130.69","50652","9799993","55.52","22834"
"AXISBANK"," 06-Apr-2021","685.25","677.9","683.95","12062011","82497.62","159549","2807184","23.27","19199"
"HCLTECH"," 06-Apr-2021","1033.5","1028.4","1028.99","4260257","43837.77","126271","1757118","41.24","18080"
"BAJFINANCE"," 06-Apr-2021","4962.5","4993.1","5008.18","2070906","103714.61","137243","358598","17.32","17959"
"ADANIENT"," 06-Apr-2021","1138.25","1225.4","1203.66","21496457","258744.26","357142","1483231","6.9","17853"
"JSWSTEEL"," 06-Apr-2021","517.5","537.45","532.59","26533367","141313.98","248328","3285539","12.38","17498"
"ULTRACEMCO"," 06-Apr-2021","6795.8","6736.65","6771.72","508328","34422.56","46869","243503","47.9","16489"
"ITC"," 06-Apr-2021","212.55","212.65","212.66","25674227","54598.48","143881","7693023","29.96","16359"
"ATGL"," 06-Apr-2021","1164.0","1206.15","1217.94","3458076","42117.21","148089","1232257","35.63","15008"
"LAURUSLABS"," 06-Apr-2021","373.75","396.6","393.27","11254756","44261.07","125316","3674512","32.65","14450"
"INDUSINDBK"," 06-Apr-2021","937.35","927.25","935.03","6925347","64754.09","134552","1480184","21.37","13840"
"TATACHEM"," 06-Apr-2021","761.75","809.1","799.02","12743464","101823.46","180620","1693444","13.29","13530"
"MARUTI"," 06-Apr-2021","6768.55","6751.3","6786.69","628262","42638.2","69291","179244","28.53","12164"
"TECHM"," 06-Apr-2021","997.7","991.35","998.14","2395572","23911.25","72684","1200526","50.11","11982"
"POWERGRID"," 06-Apr-2021","214.15","209.2","212.87","14232228","30296.1","119964","5619250","39.48","11961"
"DRREDDY"," 06-Apr-2021","4556.6","4619.25","4612.77","742294","34240.33","50821","243650","32.82","11239"
"SUNPHARMA"," 06-Apr-2021","608.8","620.45","616.27","7444994","45881.13","124243","1815130","24.38","11186"
"HEG"," 06-Apr-2021","1537.9","1818.1","1710.43","3295939","56374.64","176120","638682","19.38","10924"
"JINDALSTEL"," 06-Apr-2021","382.85","388.85","389.87","16986573","66225.94","159319","2763449","16.27","10773"
"CHOLAFIN"," 06-Apr-2021","544.35","540.0","540.94","4226629","22863.62","63350","1856637","43.93","10043"
"TATACONSUM"," 06-Apr-2021","644.95","674.55","665.47","7636739","50819.84","118411","1442273","18.89","9597"
"NAUKRI"," 06-Apr-2021","4433.4","4500.0","4484.73","675760","30306.03","45302","210349","31.13","9433"
"ADANITRANS"," 06-Apr-2021","1095.15","1110.65","1122.67","1910242","21445.79","87319","838388","43.89","9412"
"WIPRO"," 06-Apr-2021","425.45","427.15","425.99","8320520","35444.24","84993","2112688","25.39","8999"
"GRAPHITE"," 06-Apr-2021","539.1","588.05","570.37","8398006","47899.85","153757","1532737","18.25","8742"
"BAJAJFINSV"," 06-Apr-2021","9481.65","9519.5","9540.92","344125","32832.68","40127","91468","26.58","8726"
"CIPLA"," 06-Apr-2021","819.75","836.15","833.5","4569120","38083.41","96945","1046728","22.91","8724"
"SRF"," 06-Apr-2021","5652.2","6111.65","5966.69","579329","34566.78","58421","142078","24.52","8477"
"BEL"," 06-Apr-2021","131.4","130.95","132.3","20391004","26978.11","94938","6258119","30.69","8279"
"LT"," 06-Apr-2021","1403.8","1401.0","1403.54","1824079","25601.61","56378","569988","31.25","8000"
"DIVISLAB"," 06-Apr-2021","3611.05","3688.1","3656.85","490057","17920.64","38500","218196","44.52","7979"
"DEEPAKNTR"," 06-Apr-2021","1617.15","1657.15","1675.43","1888582","31641.89","75439","470316","24.9","7879"
"HEROMOTOCO"," 06-Apr-2021","2886.9","2887.95","2891.35","788062","22785.61","55522","272304","34.55","7873"
"BRITANNIA"," 06-Apr-2021","3700.35","3730.6","3713.01","462351","17167.14","36505","210244","45.47","7806"
"HAPPSTMNDS"," 06-Apr-2021","618.8","668.25","653.2","8075873","52751.93","167339","1130125","13.99","7381"
"HDFCBANK"," 07-Apr-2021","1440.25","1447.2","1445.04","12544090","181266.86","208801","7434774","59.27","107435"
"RELIANCE"," 07-Apr-2021","1984.3","2002.85","2019.21","11198918","226130.14","286779","4098798","36.6","82763"
"ADANIPORTS"," 07-Apr-2021","835.55","814.75","835.16","97717880","816098.83","1205984","8025095","8.21","67022"
"ICICIBANK"," 07-Apr-2021","565.9","577.65","573.84","23984399","137632.72","220773","10395598","43.34","59654"
"VEDL"," 07-Apr-2021","233.55","236.85","235.23","42365445","99656.37","64935","23169357","54.69","54501"
"HDFC"," 07-Apr-2021","2472.3","2482.7","2485.1","3511527","87265.04","134963","2078408","59.19","51650"
"BHARTIARTL"," 07-Apr-2021","532.2","541.6","542.17","20997280","113841.08","192193","7853925","37.4","42581"
"INFY"," 07-Apr-2021","1411.05","1430.2","1422.23","5879234","83616.0","135633","2734437","46.51","38889"
"TCS"," 07-Apr-2021","3264.7","3271.4","3258.05","2491268","81166.66","122792","1125695","45.19","36675"
"BAJFINANCE"," 07-Apr-2021","4993.1","5077.1","5043.73","2402782","121189.75","130810","609473","25.37","30740"
"SBIN"," 07-Apr-2021","350.55","358.55","358.22","48023602","172031.6","323113","7394333","15.4","26487"
"KOTAKBANK"," 07-Apr-2021","1768.3","1792.0","1785.88","3158142","56400.64","153048","1426569","45.17","25476"
"DRREDDY"," 07-Apr-2021","4619.25","4692.65","4697.01","1113612","52306.49","81501","518605","46.57","24358"
"TATASTEEL"," 07-Apr-2021","862.85","874.85","875.9","17113208","149894.73","217318","2643854","15.45","23157"
"HINDUNILVR"," 07-Apr-2021","2408.3","2405.25","2412.73","1713970","41353.42","68739","950532","55.46","22933"
"WIPRO"," 07-Apr-2021","427.15","438.0","431.67","13867650","59862.66","135260","5235867","37.76","22601"
"ADANIENT"," 07-Apr-2021","1225.4","1165.55","1182.19","23007694","271993.96","456576","1829525","7.95","21628"
"AXISBANK"," 07-Apr-2021","677.9","688.25","683.33","14433515","98628.26","200276","3014602","20.89","20599"
