"SYMBOL"," 31-Mar-2020_delta"," 30-Jun-2020_delta"," 30-Sep-2020_delta"," 31-Dec-2020_delta"," 31-Mar-2021_delta","average"
"JKPAPER","-39.72491909385113","34.630872483221474","-9.621136590229304","17.31936017650302","40.90267983074754","8.701371361278321"
"HINDPETRO","-28.399246704331453","14.018937401367705","-16.655132641291807","20.619983393301965","7.618173474070672","-0.5594570153765839"
"CPSEETF","-31.804670912951178","10.087173100871738","-7.070135746606335","23.91965916007304","11.296660117878195","1.2857371438530916"
"IPCALAB","22.304212237009715","20.26575686837853","29.3866459627329","1.0316416257010486","-13.023117690058486","11.993027800752742"
"KEI","-43.499315717443935","29.979504378610017","0.0","36.68291284403669","9.638175144205569","6.560255329881668"
"ANDHRSUGAR","-44.16587827183854","46.540525275345935","15.35941414530739","5.880387570998986","-8.220258756705572","3.07883799262164"
"BALKRISIND","-19.812610787541153","59.30019579359565","17.119974625327103","11.462423832092075","2.563323817044284","14.12666145610359"
"ENGINERSIN","-39.18987341772152","25.562031640299764","-14.655172413793116","21.756021756021756","-1.7230376515634902","-1.650006017351322"
"MUTHOOTFIN","-19.386011043912706","77.12631493109353","4.2401362736522215","6.929599858669732","-0.3841229193341757","13.705183420033723"
"MCX","-4.857614352811754","14.200578163219932","34.18490536646155","0.4585558393313264","-12.581614375686136","6.280962128102983"
"ASTERDM","-41.518131530424085","30.162900683131884","7.024626564392425","25.12259524707656","-17.123907145010556","0.7336167638332455"
"IDFC","-61.77606177606177","23.9057239057239","75.54347826086956","14.55108359133128","27.972972972972975","16.039439390967186"
"SHREECEM","-13.649427408599465","31.372336696805895","-12.121356727784628","18.543018568935597","22.705012243266207","9.369916674524722"
"TRENT","-8.552817898612282","27.036234128213053","9.198764830164151","2.3366572406608195","9.227748691099466","7.8493173983050415"
"AMARAJABAT","-33.68705784436121","36.0527141512394","17.489237392373923","20.912124582869865","-7.5924021862655","6.634923219171294"
"SADBHAV","-76.46547980894486","66.97416974169741","6.519337016574592","29.668049792531114","-0.32000000000000456","5.27521534837165"
"KOTAKPSUBK","-47.54335841616031","8.74501380791652","-11.37838600451467","38.223354294356454","25.01007774258566","2.611340284836731"
"HUDCO","-46.73768308921438","73.75","-6.762589928057558","22.530864197530878","10.453400503778333","10.646798336807453"
"INDIAGLYCO","-6.930476606908612","27.953958186516342","2.2214062786854982","11.009339080459783","34.8972658145931","13.830298550669221"
"INOXWIND","-47.42857142857143","116.57608695652178","-2.1329987452948593","57.56410256410257","13.588283157038234","27.633380500759255"
"SOBHA","-66.64590082232745","69.51811729548002","-1.939180255619218","86.35955056179773","5.37802966357169","18.534123288580556"
"WOCKPHARMA","-26.53191489361702","62.699102229944955","4.877180491278051","85.52274270196875","-24.242978684475336","20.46482636901988"
"PCJEWELLER","-52.880658436214","45.851528384279476","-16.16766467065868","81.07142857142858","6.90335305719921","12.955597381206918"
"NIFTYBEES","-28.95997527430072","19.121165977811614","9.505113221329447","24.297506879012744","5.426980613134772","5.878158283397572"
"TWL","-51.69738118331717","37.148594377510044","39.23865300146412","22.39747634069402","-23.45360824742269","4.726746857785665"
"CDSL","-3.3363390441839518","26.259328358208943","78.26006649427411","10.475598383587196","23.06321515663101","26.944373869703462"
"DEEPAKNTR","2.7484989993328917","23.37358784573432","72.86601410377855","14.691914271797366","75.87726283378457","37.91145561088554"
"BAJAJHLDNG","-46.736458672668576","41.3916766283951","-5.074714903657105","27.448787257399715","7.037103248768912","4.813278711647611"
"WABCOINDIA","-5.765645499113862","12.030840375816187","-15.699512365282727","-4.536206896551731","19.02057107767886","1.0100093385093452"
"SNOWMAN","-26.19883040935672","-6.814580031695727","21.428571428571445","85.99439775910365","-34.03614457831326","8.074682833661878"
"ABBOTINDIA","17.588280060882802","1.8471176809418077","4.768849490039086","-4.354049718110387","-4.983163275012531","2.9734068477481554"
"NLCINDIA","-23.318777292576424","5.125284738041003","7.258938244853741","11.212121212121207","-8.446866485013622","-1.6338599165148189"
"ARVIND","-51.600985221674875","64.88549618320612","4.62962962962963","37.90560471976402","40.85561497326202","19.335072056837383"
"NAVINFLUOR","21.775318979266352","32.771251995252314","35.77990135635018","18.609666946670597","5.466656458157882","22.88055914713947"
"BLUESTARCO","-44.57111834961998","8.749591903362713","28.319823876713702","24.94736021211886","16.61465484958183","6.812062498431425"
"IRB","-27.154582763337885","66.29107981220656","27.724449463579898","4.81874447391689","-8.393083087304937","12.657321579812107"
"LAXMIMACH","-30.163282648942303","23.936898372482112","23.17267738485544","31.040225467589046","47.5391316627019","19.105130047737237"
"JSLHISAR","-49.329073482428115","76.79697351828499","22.396576319543517","64.97668997669","-11.656658424584961","20.636901581501085"
"UTTAMSUGAR","-56.132879045996596","50.38834951456311","5.422853453841191","22.841396203306786","-9.272183449651045","2.6495073352126894"
"GODREJAGRO","-29.711391437308876","17.144799456152278","18.256731662024137","5.0348414957306975","-2.111754812184651","1.7226452728827168"
"JKCEMENT","-20.480237994050153","47.39992517770296","9.27121102248005","27.205760361018022","51.15035475792988","22.909402665016152"
"AMBER","7.042192257503266","16.855621926937285","41.767221893799785","15.423861852433285","40.93208092485548","24.404195771105822"
"BAJAJHIND","-62.93706293706294","177.35849056603772","-31.972789115646254","23.000000000000007","0.8130081300812979","21.25232932868197"
"PIIND","-19.373621830209487","28.537241998205214","31.088134578942118","11.339081917321845","2.874649780187235","10.893097288889386"
"CENTURYTEX","-37.80065119210166","-0.5403579871665055","12.580645161290327","23.93304177348815","13.178388902409354","2.2702133315839323"
"RAJESHEXPO","-19.24948392804483","-14.909157308499951","-4.066523605150212","9.730455206352756","-2.3952706146162472","-6.177996049991696"
"ERIS","-25.684931506849317","23.94957983193278","17.703663203936586","7.757339279078408","4.319337873954643","5.60899773641062"
"BFUTILITIE","-54.70394220197896","41.539528432732325","16.364527192552675","22.399999999999995","-15.376676986584103","2.044687287344386"
"GODREJIND","-34.402872697787565","47.44834893166168","-1.4491017964071884","2.612711143516831","29.263382283278073","8.694493572852366"
"BIRLACORPN","-31.588923685511787","39.46512468377304","15.072989548242205","8.28704398738927","31.68584500207959","12.584415907194463"
"DBL","-47.70812685827552","29.25846955697702","23.002199413489734","17.031738936075094","47.69544181308888","13.855944572271039"
"RENUKA","-50.79365079365079","139.78494623655914","-19.730941704035885","35.75418994413409","-24.691358024691358","16.06463713166304"
"INOXLEISUR","-30.959264126149804","-13.760944042634177","19.399691017435437","4.362292051756011","0.99185263903649","-3.993274492111209"
"PNCINFRA","-51.96729688298416","52.2872340425532","9.116311561299325","13.124199743918055","45.95359366157329","13.702808425271943"
"DHFL","-47.256097560975604","80.92485549132947","-17.891373801916938","130.3501945525292","-47.12837837837838","19.799840060517546"
"CUMMINSIND","-40.831295843520785","20.09488827670647","13.470115967885807","29.05435759209343","60.0643982246976","16.370492843572503"
"MEGH","-34.59841129744043","38.7314439946019","56.51750972762647","2.7967681789931635","40.99153567110035","20.88776925497629"
"UBL","-27.862610402355248","12.940088153670345","-7.848711153938814","24.05625849628777","4.644497829476979","1.1859045846282066"
"EDELWEISS","-65.18585675430644","63.541666666666664","-6.210191082802545","16.383701188455007","-7.658643326039388","0.17413533839465903"
"GMRINFRA","-21.770334928229655","22.62996941896024","14.962593516209477","14.96746203904555","-8.301886792452827","4.497560650706557"
"BOMDYEING","-41.05534105534106","57.969432314410476","-12.99239806496198","26.37013502779983","-11.753614079195469","3.7076428285423595"
"ABFRL","-34.68603161042289","-18.051013734466977","6.624102154828409","23.952095808383234","21.527777777777782","-0.12661392078008832"
"BALAMINES","-39.49741493326921","96.10492845786963","63.6400486420754","14.738667327223187","89.90716753022453","44.97867940482471"
"CHOLAHLDNG","-42.363112391930834","1.8275862068965556","33.32204537758211","36.195072390144794","11.749347258485638","8.146187768235652"
"LINCOLN","-36.9050524774225","23.829787234042563","62.73039675101529","-6.66154732194279","-7.507198683669272","7.097277100404658"
"GPIL","-55.9553872053872","60.487338748208295","78.41619529621912","58.418154513599205","51.43248367389931","38.559757005307745"
"INTELLECT","-61.54118062919759","105.2389705882353","99.95521719659651","41.11982082866742","134.88335184891287","63.93123596664291"
"SOUTHBANK","-44.66019417475729","41.2280701754386","-16.149068322981375","33.33333333333333","-8.333333333333332","1.0837615355399877"
"GOLDBEES","11.237263464337698","11.515310128238678","3.6845810842525237","-0.9732910819375277","-12.75428571428571","2.5419155761211325"
"BRIGADE","-39.40875232774674","4.456396465616582","19.82346450901068","52.915899324739094","11.541549578482549","9.865711510020432"
"KIRIINDUS","-30.199539524174973","52.17152281473335","21.82080924855492","6.287069988137606","-22.56324404761905","5.503323695926369"
"IRCON","-7.557011159631241","-76.90591785854875","-9.60227272727273","9.99371464487744","0.914285714285711","-16.631440277257916"
"ALKYLAMINE","9.351145038167925","75.12257957284136","52.281409419860005","19.35212452671435","48.74084518074649","40.96962074766602"
"PRAKASH","-61.61417322834646","80.0","12.678062678062666","39.0644753476612","34.909090909090914","21.007491141293663"
"DIXON","-5.458794945266806","60.86986884925345","52.14797964889127","53.48634166661912","-72.69482583624257","17.670113876650895"
"EQUITAS","-59.87770460959548","16.178194607268463","1.4127144298688252","35.522388059701484","28.12041116005875","4.271200729460409"
"OFSS","-26.040239021983442","41.51409581696439","7.291139240506335","4.554848578542247","-0.42178988326848815","5.3796109461522095"
"ASTRAZEN","-8.207957843287012","47.584083865465814","21.310990219015142","7.329654371187913","-34.85235538621406","6.6328830452335605"
"INDNIPPON","-50.68902756110245","46.13762193514367","23.70557459859284","1.4146128044334156","6.082830025884394","5.330322360590374"
"HDFCMFGETF","12.314991051390587","10.390530149736941","3.656860049491348","-0.8023872679045132","-99.11981638701339","-14.711964480859805"
"APOLLOTYRE","-51.39271502907866","36.02015113350125","21.1574074074074","36.03362628964464","25.67415730337078","13.498525420969083"
"KSCL","-31.72241637543685","67.82684995612752","-7.415475775531537","-2.1176470588235294","-1.3365384615384703","5.046954456959426"
"TIMKEN","-17.251793129482817","23.84645464025025","16.44477187812452","20.17805495300072","-2.4931372917685173","8.14487021002483"
"ADANITRANS","-43.3812518718179","37.635546151811674","-7.071483474250568","80.93465674110834","107.63428571428571","35.15035065222745"
"CASTROLIND","-22.906976744186043","26.395173453996986","-13.007159904534612","12.52857796067673","1.828524989841528","0.9676279511589175"
"CREDITACC","-55.86734693877551","54.80954498295538","42.24030636668263","1.7500168270848757","-11.258847654957997","6.334734716597876"
"DALBHARAT","-39.05590062111801","37.24011414594373","16.062676370117345","38.17262780728133","47.163695299837926","19.916642600412462"
"SUVEN","-93.0383864671438","93.45794392523365","21.73913043478261","79.6626984126984","-21.976808393152947","15.968915582483584"
"SUDARSCHEM","-8.559498956158656","5.224281493419283","23.71410338225909","-1.0832559579077685","8.083020442219441","5.4757300807662785"
"THERMAX","-33.68411625095158","1.95826862043352","-4.821511358368116","26.3586389256141","47.97621014373037","7.557498016091659"
"HSCL","-51.721311475409834","58.74363327674024","15.187165775401073","-18.755803156917363","-4.800000000000003","-0.26926311603717734"
"INDIANHUME","-47.01591511936339","32.957863996662496","6.432381550047066","11.438679245283023","-9.100529100529094","-1.05750388557998"
"FINCABLES","-46.97462589459987","40.07361963190183","-3.3987386124737173","25.009067827348563","10.532424198462213","5.048349430127804"
"COSMOFILMS","-20.54611418751194","50.51670271569333","30.815902921922405","11.851580617600394","35.377564382365776","21.603127290013994"
"IEX","-10.587002096436054","40.48456428292301","15.63282336578581","9.64637960067357","46.02896007020623","20.241145044630514"
"CIGNITITEC","-34.72030386740332","44.30044961650357","52.034457478005855","-6.160337552742619","-19.064748201438846","7.277903494584929"
"ICRA","-29.320458739783824","15.906653611227684","13.582879095681562","3.7329555516203325","11.646010447608313","3.1096079932708136"
"ITDC","-57.90928304340758","61.79992275009657","11.005013129625214","40.19354838709677","17.824819757631545","14.582804196208503"
"VIPIND","-44.02750262207202","7.2871122215282","11.915389093731825","26.408878099531808","-2.8395061728395126","-0.25112587602394054"
"FORTIS","-5.114704776231654","-3.329369797859693","10.947109471094718","14.708056171470787","28.318298969072174","9.105878007509267"
"HIKAL","-40.29147021003","79.68413496051686","52.497003595685165","-13.54466858789625","-12.999999999999993","13.068999951655154"
"AKZOINDIA","9.86422419142653","-17.11890829398342","18.046014611274657","10.821171254387595","-4.311314857261922","3.460237381168688"
"SCI","-39.27125506072874","52.26666666666667","-8.231173380035031","68.60687022900763","25.297113752122254","19.733644441406557"
"HEIDELBERG","-18.919691340382965","24.850193866760666","5.420666290231504","21.451526513122666","3.020948180815874","7.164728702109549"
"GHCL","-51.00302280846386","54.010095344924295","15.513474144209747","29.47667087011349","11.760409057706358","11.951525321698005"
"ICICI500","-28.337908659845272","20.598990074873768","10.106843777071903","23.780487804878035","7.256740293447756","6.6810306580852385"
"COROMANDEL","3.3100056742954416","38.36506774075429","2.262652993714856","5.402083198550818","-4.916523447090604","8.884657232044962"
"TATASTLBSL","-44.612794612794616","24.620060790273563","2.195121951219509","90.2147971360382","30.865746549560846","20.656586362859503"
"VMART","-14.26287851369285","22.47511168959089","13.617302389705879","28.546148595697346","9.559676689807084","11.98707217022167"
"CAPLIPOINT","-4.141208418194177","10.623229461756374","77.2247119078105","-8.53427255486318","-20.32977883096366","10.968536313109173"
"FINEORG","0.38446346280447424","-2.187770520185727","43.35827500201142","-5.621656003292551","-9.4590576621935","5.294850855828822"
"TIRUMALCHM","-51.00346020761246","38.13559322033899","56.13496932515337","31.56516044531763","-14.833250373320064","11.999802481975495"
"BSE","-40.74074074074074","49.511455525606465","22.985915492957744","13.458543289051772","-7.768087855297161","7.489417142315615"
"ITDCEM","-48.30582102519548","66.38655462184873","3.4343434343434396","30.078124999999982","16.891891891891895","13.697018784577716"
"PARAGMILK","-54.392857142857146","50.11746280344557","10.954616588419407","7.5223319228960985","-7.695671184958459","1.301176597389094"
"RELINFRA","-66.93679092382496","279.41176470588243","-41.86046511627907","19.33333333333334","30.726256983240223","44.134819796470396"
"ASHOKA","-59.89330746847721","48.972188633615474","4.626623376623379","43.75484871993794","9.983810037776578","9.488832659895232"
"RIIL","-31.388329979879277","96.33431085043989","-6.970375902414738","8.027829810008027","-9.697795392618277","11.261127877107125"
"APLLTD","-2.9871073179589693","70.85634066448291","2.7662138475021916","10.202014817973462","-6.655380894800479","14.836416223439823"
"RALLIS","0.5436337625178761","54.980079681274916","4.627249357326465","-1.2811512811512733","-10.11555555555555","9.750851192882486"
"AEGISCHEM","-28.942675159235677","26.568662603083553","29.660056657223794","10.115796373170202","18.511904761904752","11.182749047229326"
"ALEMBICLTD","-42.19133278822567","129.13719943422913","29.629629629629626","2.047619047619053","-3.9197386840877297","22.940675327832878"
"GICRE","-53.72773257092588","41.73003802281368","-18.913480885311866","15.053763440860205","43.35010783608915","5.498539168705058"
"MAHSEAMLES","-49.398849973863044","12.267561983471074","1.4492753623188432","44.53514739229024","-13.617822403514271","-0.9529375278594309"
"BBTC","-28.828216090167125","43.56996587030718","23.99562592117148","-0.45628834355828574","-14.456299834366925","4.764957504677265"
"CEATLTD","-20.414512972349073","15.31622422599154","9.273840769903769","8.181545236188951","43.998334798094255","11.27108641156589"
"ITI","-31.644880174291938","65.89641434262947","19.932756964457255","1.3616339607529058","-9.166337416041086","9.27591753550132"
"RPGLIFE","-46.70433145009416","56.50765606595994","50.15992474129821","-7.555444179927336","5.014909189482244","11.48454287334378"
"WABAG","-54.37673130193906","30.84395871281118","81.11368909512761","5.764796310530361","21.53585271317829","16.976313105941678"
"KTKBANK","-41.959972394755006","-1.1890606420927468","-2.166064981949455","42.066420664206646","5.800865800865803","0.5104376892550482"
"MPHASIS","-28.074258497510275","32.2522386936564","57.43385490753913","11.312298962738081","15.360888340530535","17.657004481390775"
"TEAMLEASE","-34.351422231188224","3.2819126052486074","30.618863433501947","19.646477301200427","43.610783231161705","12.561322867984893"
"BAJAJELEC","-25.44091098458548","46.32147513503447","28.10590631364561","21.33346581875993","59.954139710097465","26.054815198590397"
"SYNGENE","-25.48867514737822","66.93733083489485","37.92716388126717","15.6704946197667","-15.032833020637895","16.002696233582522"
"GDL","-22.91412291412291","-11.56282998944034","9.134328358208963","33.42450765864332","45.551455514555144","10.726667725568834"
"SARDAEN","-48.39701361440491","40.638297872340424","38.940998487140696","46.12369337979094","24.769001490312974","20.414995523036026"
"TORNTPOWER","-2.2763088776046225","14.226841067908971","-1.6941176470588164","1.2924844423168835","33.52236925015754","9.014253647143992"
"MIDHANI","15.127132281943997","21.88985183114342","-10.068807339449535","2.1933180311145026","-11.729473421512354","3.482404276648006"
"CANFINHOME","-29.416972303022636","21.071492564056623","23.057569927482604","20.120264582080573","22.897476972366846","11.545966348592803"
"OIL","-45.69645203679368","13.309134906231094","-4.644954618259486","20.26875699888019","14.338919925512094","-0.48491896488595715"
"TIMETECHNO","-56.30472854640982","50.10020040080162","-2.002670226969292","34.33242506811987","22.81947261663286","9.788939862435047"
"DFMFOODS","-35.218842729970326","3.4926996850844514","89.3222683264177","22.910578609000595","-13.421302900618173","13.41708019798285"
"THOMASCOOK","-63.100775193798455","11.764705882352944","4.6992481203007515","68.94075403949729","4.357066950053144","5.332199959681136"
"BANKINDIA","-54.22285308729595","51.317829457364326","-16.700819672131146","19.803198031980333","39.32238193018478","7.903947332020468"
"MASFIN","-39.37326549491212","26.273126072859053","19.945623442338203","16.786298954791583","-8.011645460426996","3.124027502929945"
"PRESTIGE","-49.53495349534954","24.613555291319862","20.157442748091604","5.658129839190005","14.844043592634346","3.1476435951772554"
"BODALCHEM","-41.637990364762565","40.80188679245284","11.055276381909538","19.834087481146316","13.40465701699181","8.691583461547589"
"BAJAJCON","-44.662627950699815","10.34352585881466","25.076975709887105","17.23194748358862","21.27858142790479","5.853680505899072"
"RANEHOLDIN","-58.743361699404964","32.97146401985112","-4.327035222766506","64.28136047787395","-12.399821905609967","4.356521133988726"
"JYOTHYLAB","-37.97510931718803","27.44034707158351","25.148936170212778","-0.4760285617137144","-6.525452681926875","1.5225385361935337"
"RBL","-50.805426027977965","55.780554358753434","2.489167511754402","40.32562741746874","2.5833333333333304","10.074651318666387"
"IDBI","-47.97843665768194","128.49740932642487","-21.20181405895692","-10.503597122302153","23.954983922829566","14.553709082062685"
"FORCEMOT","-32.80670421761231","27.31547740748313","13.205931160002157","28.754492150557965","-14.080575856623456","4.477724128761499"
"JSWENERGY","-38.16075307748008","10.421545667447296","19.618239660657476","20.212765957446805","29.572271386430675","8.332813918900435"
"PRSMJOHNSN","-52.362204724409445","53.88429752066115","19.656283566058015","58.9766606822262","47.99548277809149","25.630103964525482"
"WELSPUNIND","-56.09756097560975","71.75925925925925","80.59299191374663","1.3432835820895608","19.07216494845359","23.334027745587854"
"RELIGARE","-55.64610011641443","117.06036745406824","8.827085852478836","54.77777777777779","25.628140703517577","30.1294543342856"
"INDOSTAR","30.170380078636967","4.047523157470806","8.438165279659358","11.779403890772802","-0.2874022034168856","10.829614040624609"
"QUESS","-55.855855855855864","71.5927750410509","12.809295967190709","32.52544837615122","27.798098024871987","17.77395231068179"
"JMFINANCIL","-29.504627109417527","8.108108108108109","10.357142857142858","9.320388349514566","0.11841326228536923","-0.32011490647332497"
"HIL","-50.1562067465496","84.86988257695968","46.47869190163513","33.822624593478075","33.49972632731254","29.702943730567164"
"AJANTPHARM","39.639225305329845","3.7217302203030185","13.862329322936867","1.2146752602875643","9.717119764878767","13.63101597474721"
"JBCHEPHARM","18.50989522700815","38.98821218074657","39.69891865149479","2.914094910452299","23.43427391603579","24.70907897714752"
"ORIENTELEC","2.8810895756940806","3.691446028513238","-10.901055732875038","23.835767429043816","38.607031597685804","11.62285577961238"
"SORILINFRA","-67.16532412734945","68.57476635514021","-10.46431046431048","111.22291021671826","1.1359472334188432","20.66079784272348"
"EMAMILTD","-45.62470004799233","29.9205648720212","59.10326086956521","20.623398804440647","14.690265486725664","15.742557996952078"
"BEPL","-44.03491755577109","59.61871750433274","57.54614549402823","101.3094417643005","-4.0397124272509455","34.07993495592789"
"APTECHT","-49.301760777170614","19.401197604790426","17.70310932798394","34.469535577332785","18.09252217997464","8.072920782582235"
"FEL","-60.046189376443415","90.75144508670519","-21.818181818181817","-10.852713178294577","-30.869565217391305","-6.567040900721184"
"VAIBHAVGBL","-9.27386136283395","65.54676352315477","47.57091364989813","29.92619338395371","57.01091176590788","38.15618419201611"
"MSTCLTD","-42.489114658925985","54.19558359621451","34.41080196399345","-0.2739726027397191","82.20390720390719","25.609441100489892"
"ICICILIQ","0.0010000100000990915","-0.007000000000005001","0.00600042002940797","0.0","0.0","8.600590041211303e-08"
"SANOFI","-10.849823220802909","25.96848089424068","9.691199339871142","-3.6305139080971793","-5.312869658158155","3.1732946894107164"
"JKTYRE","-46.01063829787234","57.881773399014754","-7.722308892355688","26.79628064243449","45.33333333333333","15.255688036910907"
"TATAMETALI","-46.642001126035545","45.312028941814894","7.987551867219916","16.897214217098952","34.11126633248417","11.533212046516478"
"SUNFLAG","-35.20749665327979","53.71900826446283","13.172043010752683","42.63657957244654","4.329725228975856","15.729971884671624"
"TRIDENT","-36.56716417910448","63.52941176470589","-3.597122302158273","47.76119402985074","41.919191919191924","22.609102246497162"
"PTC","-31.537102473498237","25.161290322580644","-1.958762886597944","23.449001051524725","32.45315161839863","9.513515526481564"
"HONAUT","-4.596330968256638","15.975682293959972","8.539204976887312","13.851280344022939","27.96044209556099","12.346055748434916"
"KSL","-49.55454365472184","54.55259026687598","11.985779583544943","27.142857142857153","13.661494560370949","11.557635579785437"
"ESABINDIA","-17.635460508853765","29.08571954700305","-1.622681883024251","38.03516403842667","-5.993119205819782","8.373924397546386"
"GMDCLTD","-49.761146496815286","26.624405705229798","5.256570713391725","25.08917954815697","5.03802281368821","2.449406456730283"
"ASTRON","-31.858407079646017","48.60853432282003","18.47690387016231","9.167544783983129","-20.656370656370648","4.747641048189761"
"HINDOILEXP","-62.73458445040214","88.92086330935254","10.662604722010661","18.71988988300068","12.637681159420296","13.641290924676408"
"3MINDIA","-13.322929110876325","-0.17367796281592382","-2.596932735664588","13.783685609174546","46.11544102292067","8.761117364547676"
"NESCO","-27.046979865771814","-12.869263007257487","26.384326607226654","1.930752807945786","-4.161733904016011","-3.152579472374575"
"KRBL","-52.39272470422037","82.566765578635","17.777326290125977","-15.5425219941349","-26.674836601307195","1.146801713819702"
"HIMATSEIDE","-52.01450443190975","5.037783375314862","46.282973621103125","50.382513661202175","5.2688953488372094","10.991532314909524"
"VOLTAMP","-26.966804979253116","24.038406908698366","-10.301392451447411","27.47280804779657","-12.26615390778353","0.3953727236021759"
"LIQUIDETF","-0.0009999999999990906","0.0","0.0010000100000990915","-0.0009999999999990906","0.0010000100000990915","4.000040000357724e-09"
"TORNTPHARM","6.947985030102506","20.301247591033572","18.036760676194085","0.09821603957213523","-9.192921111785052","7.23825764502345"
"MAGADSUGAR","-44.359626802374905","98.17073170731709","-9.538461538461544","-0.9353741496598591","-12.403433476394852","6.186767148085186"
"RCF","-38.966630785791175","63.66843033509699","-8.189655172413786","25.821596244131456","44.49626865671642","17.36600185554798"
"SHALBY","-50.081124932395895","49.512459371614305","27.10144927536232","23.888255416191566","-7.2250345144960955","8.639200923255242"
"INDHOTEL","-47.98890429958391","6.533333333333341","18.898623279098864","26.421052631578938","-7.701915070774355","-0.7675620252694244"
"CLNINDIA","-40.536298234139956","78.50857897052353","-18.274799753542815","10.76598311218335","1.1843179961883925","6.3295564182425"
"CHENNPETRO","-50.712250712250714","28.15854665565648","-11.146907216494835","54.67730239303844","-6.094702297233943","2.9763977645430857"
"AKSHARCHEM","-39.90889285006932","43.80355965721821","3.575521430208564","12.52489488824962","-8.416912487708949","2.3156341275796244"
"DREDGECORP","-56.27536449721931","73.28979030594708","3.3723467565959133","27.192477451544793","11.873868436934226","11.89062369076054"
"SOMANYCERA","-58.88268156424581","28.586956521739125","64.6661031276416","69.45585215605749","29.385034837927897","26.64225301582406"
"VARROC","-69.21128798842258","42.45985115550332","69.15039868023098","29.193758127438212","-8.19073980875691","12.680396033198603"
"JSL","-38.28425096030729","68.46473029045643","9.236453201970443","70.68771138669673","-10.700132100396312","19.880902363684"
"METROPOLIS","-10.469452479698884","5.827396940324645","31.983373795335833","9.322482650985203","14.271146688420938","10.186989519073546"
"ANANTRAJ","-43.02158273381295","14.393939393939384","36.86534216335542","-12.580645161290319","100.55350553505535","19.24211183944938"
"HCC","-60.30150753768844","50.632911392405056","-11.764705882352944","72.3809523809524","-11.049723756906078","7.979585319281999"
"CENTENKA","-37.61467889908257","47.43697478991596","-1.7383870048446757","22.737819025522036","19.801512287334596","10.124648039769069"
"CARBORUNIV","-29.76906042391649","25.382882882882896","-3.269265313454292","50.603528319405754","25.64734895191122","13.719086883365815"
"FSL","-33.61547762998791","30.05464480874318","103.781512605042","39.51890034364261","12.216748768472913","30.391265779182554"
"SYMPHONY","-32.20147142048669","12.527289071529465","8.376604850213978","8.218817459063873","23.085530796925173","4.00135415144916"
"IOLCP","2.6853473438412108","155.5997725980671","61.47686832740212","2.0110192837465597","-25.62111801242236","39.230377908126925"
"LAURUSLABS","-11.79904955872369","59.929187192118235","-44.720377322167685","22.984502873062862","2.5060172731134145","5.780056091480628"
"SJVN","-19.41747572815534","5.060240963855425","0.6880733944954063","13.211845102505704","4.828973843058347","0.8743315151519087"
"OBEROIRLTY","-36.56181279281003","10.263752825923138","7.763805358119185","47.99594114662607","-1.4141241001028453","5.609512487551104"
"SONATSOFTW","-47.50639386189259","45.31059683313033","31.66387259010896","25.592869648257217","29.058420985933335","16.82387323910745"
"SETFNIF50","-28.87828162291169","18.579418344519013","9.678332232808216","24.615119979358383","3.029884740147709","5.404894734784326"
"JAGRAN","-27.17825739408473","-13.062568605927543","-5.934343434343438","14.49664429530201","37.74912075029309","1.2141191222478767"
"BFINVEST","-28.499369482976032","35.69223985890652","-9.374492282697002","6.830405163140915","-7.53482127873804","-0.5772076044727281"
"SWARAJENG","-24.15151261208413","59.943652635067956","0.7529444271750674","-1.9677076548627093","-8.238626429345732","5.267750073190092"
"GABRIEL","-57.731958762886606","62.38273921200751","21.49046793760833","0.4279600570613301","-2.3200757575757467","4.849826537242963"
"RATNAMANI","-15.330782868340027","15.081551686136216","18.285851089298543","27.614961139896366","20.649622533781642","13.260240716154547"
"TANLA","-30.835117773019267","47.987616099071204","306.06694560669456","131.4614459900395","20.73007864668349","95.0821937138939"
"GATI","-16.396242527754048","-9.703779366700713","20.135746606334838","90.39548022598869","1.6320474777448128","17.21265048312272"
"FCONSUMER","-67.84140969162995","127.39726027397262","-48.19277108433735","-1.1627906976744147","-29.411764705882355","-3.8422951811102903"
"IGPL","-44.392523364485974","45.220588235294116","127.01627486437614","35.11231480006372","-2.51149628581536","32.089031649886536"
"TV18BRDCST","-26.588235294117652","116.34615384615384","-15.259259259259256","8.041958041958033","-6.957928802588992","15.116537706429195"
"INGERRAND","-5.137854235465776","3.4488341968911844","-7.638128032555949","10.447381799694963","4.787111622554668","1.181469070223818"
"HINDZINC","-26.035221323179435","26.093951093951084","7.144679765246237","13.860442962610156","14.160217527713852","7.044814005268378"
"VGUARD","-27.039736656477782","9.53915565581694","0.29420417769932333","9.240246406570844","35.52631578947369","5.512037074616603"
"NATHBIOGEN","-63.28358208955224","136.9549150036955","-11.166562694946977","-3.8096910112359628","9.582040518342763","13.655423945260617"
"CENTURYPLY","-32.9607250755287","6.444344299233881","37.42591024555463","43.5921133703019","36.55867839519416","18.212064246951176"
"QUICKHEAL","-37.99846625766872","43.22820037105752","36.485319516407614","9.237583043340711","8.022009846510278","11.794929303929482"
"SPARC","-38.40996168582375","68.37739761534473","6.958128078817722","11.542890040299374","-26.63225806451613","4.36723919682439"
"COCHINSHIP","-33.9163875449696","12.746386333771348","12.07126207126207","10.696776110533353","0.46973560595893166","0.41355451531122017"
