"SYMBOL"," 31-Mar-2020_delta"," 30-Jun-2020_delta"," 30-Sep-2020_delta"," 31-Dec-2020_delta"," 31-Mar-2021_delta","average"
"MOTHERSUMI","-58.098833218943035","55.036855036855044","21.341785525620693","43.83979103178058","21.94309927360775","16.812539529784207"
"ADANIPOWER","-56.57276995305164","29.72972972972973","2.499999999999996","34.95934959349593","70.78313253012048","16.2798883800589"
"VOLTAS","-27.00137762130721","14.583770182428196","24.503614237350163","21.356654663041073","21.352873493611103","10.959106991024665"
"M&M","-46.8971300782706","79.22442533777856","19.032700215390637","18.539233426550428","10.3594227033028","16.051730320950362"
"BAJAJ-AUTO","-35.80045077934034","39.740895492867224","1.9479485500964147","19.539412030127394","6.578011352912987","6.401163329332737"
"CONCOR","-42.120418848167546","26.006331976481235","-12.670495333811916","9.412248253185375","49.762083646381164","6.077949938813663"
"FEDERALBNK","-53.74647887323945","24.238733252131556","-4.705882352941174","37.242798353909464","13.643178410794594","3.334469758130999"
"CUB","-44.7323340471092","-6.005424254165063","15.210222588623251","28.872987477638635","-13.40921710161022","-4.012753067324519"
"DCAL","-32.08147676639083","128.20993439550142","28.870636550308014","-11.53601019757807","-21.46974063400577","18.398668669566952"
"JINDALSTEL","-50.60096153846154","96.47201946472019","15.696594427244579","42.6010168584426","28.9547757553012","26.624688993449404"
"NATIONALUM","-32.63888888888889","9.450171821305842","1.25588697017268","33.64341085271319","25.406032482598594","7.4233226475802825"
"DLF","-39.59569325422984","7.711895234630791","3.107058426207358","52.53848673435964","23.276787631522446","9.407706954498078"
"APEX","-57.42074017936088","53.42628300207654","-5.297757153905652","24.94895875867701","-32.22222222222222","-3.3130955589470403"
"DWARKESH","-56.73202614379085","52.567975830815705","10.69306930693069","10.912343470483009","-0.6451612903225784","3.359240234823195"
"BPCL","-35.543577748398256","18.018302303565804","-5.601604278074864","7.945050276164853","12.293361322487527","-0.577693624850987"
"GUJGASLTD","-9.363957597173144","37.860082304526756","-3.095051060487046","22.049286640726333","45.97502656748142","18.685077371014863"
"ASIANPAINT","-7.065581084095474","1.2571257125712598","17.716080476458565","39.17136528393072","-8.214867064568635","8.572824664859287"
"PEL","-38.862497559705865","45.16232038318254","-8.087696143129488","13.972875947347434","22.71375074370909","6.9797506742807425"
"SBILIFE","-34.3506759524785","25.81123244929798","0.6200012400024799","11.43631770287756","-2.5877799281172216","0.18581910231646007"
"BHEL","-52.18390804597701","71.6346153846154","-18.06722689075631","22.73504273504273","35.79387186629527","11.982479009844017"
"ICICIPRULI","-26.042208129743216","19.707618779870685","-1.15077501174261","18.519838441435034","-10.674551468377267","0.07198452228852545"
"COLPAL","-14.26322633632194","12.293446156302386","1.9051681239781015","9.190791768399023","-0.37693659159879195","1.7498486241517557"
"DABUR","-2.120487168334058","3.5329407843572884","9.571842472368285","4.593085887768091","1.2172284644194757","3.358922088115817"
"PFC","-22.339527027027028","-8.646003262642743","2.6190476190476226","32.59860788863108","-0.481189851268589","0.7501870733480686"
"LICHSGFIN","-45.507179249652616","12.643433914152148","4.055838521033768","30.982596084118924","18.532871972318336","4.141512248394112"
"PIDILITIND","-3.483118084462932","1.1574756708935283","4.529553239559806","23.10615304165941","2.4778410217200464","5.557580977873972"
"DISHTV","-68.359375","91.35802469135803","74.83870967741937","-1.1070110701107037","-30.970149253731343","13.15203980898707"
"ULTRACEMCO","-20.17589175891759","19.991679122301502","4.006626343568208","30.586114506550093","27.4160150525231","12.364908653205063"
"HEROMOTOCO","-34.3713387186286","59.53835071565033","23.57133041480989","-1.1851428208305588","-6.315112540192929","8.247617410161627"
"DIVISLAB","9.357561096297113","14.572283250798126","33.746544385449106","26.048655653800108","-5.702907415601653","15.604427394148559"
"ACC","-32.74772585237136","37.55807950438823","4.593732407581163","16.089561878790057","17.655240626835216","8.629777713044662"
"TATACHEM","-66.7014225068891","38.69380451800492","-3.4026769875826512","59.39899833055091","57.47800586510263","17.09334184383734"
"M&MFIN","-55.7026783027385","13.994565217391322","-26.638855780691305","42.079610073111304","13.750714694110911","-2.503328819763253"
"GAIL","-36.83993399339934","33.44219464402352","-15.026921194322082","41.993087557603694","9.939148073022313","6.7015150173856215"
"NATCOPHARM","-18.235484392689624","24.844229057462165","50.503049988116935","1.2685545846931328","-14.179531160663245","8.840163615383872"
"AMBUJACEM","-20.96446700507615","24.341682723185617","12.086776859504136","14.677419354838708","24.110910186859567","10.850464423862377"
"BANKBARODA","-47.448478900883224","-9.243697478991589","-15.53497942386832","49.69549330085263","20.585842148087863","-0.38916407096052696"
"TECHM","-25.79713948300748","-3.9080459770114984","45.70298122929702","22.917587622355548","1.8752568845047266","8.158128055227666"
"SKFINDIA","-33.07375276088986","13.578524768644543","-12.440463709073486","16.684912760862122","31.90254200017593","3.3303526119438502"
"ASHOKLEY","-46.88463911165947","9.059233449477366","58.46645367412141","28.293010752688165","18.910424305919328","13.56889661410936"
"PETRONET","-25.09377344336085","29.21882824236356","-14.493315248982757","12.213913437570808","-9.268982229402258","-1.4846658483622992"
"TVSMOTOR","-36.502347417840376","27.155099983196102","23.774283071230336","3.566090113175312","20.628865979381434","7.724398345828561"
"MOTILALOFS","-39.295310210063505","19.062468564530718","9.868198715782375","-7.543832666871742","3.934126258005486","-2.7948698677233335"
"JINDALSAW","-46.212566059894314","26.41921397379913","8.635578583765112","20.58823529411764","-2.2412656558997877","1.4378392271775564"
"GSPL","-21.826835902085225","28.008118295158024","-5.526613816534536","6.257492208103564","23.35288808664261","6.053009774256887"
"TFCILTD","-44.73469387755102","15.066469719350078","-6.931964056482677","32.689655172413794","28.06652806652807","4.8311990048516495"
"ONGC","-46.410357002746174","19.106881405563687","-14.874001229256296","34.3682310469314","9.779688339602375","0.39408851201899786"
"AUROPHARMA","-9.81226806374155","86.7844608495704","3.213684074122062","15.668549905838036","-4.341691088679041","18.302547135421978"
"NESTLEIND","10.295316681383452","5.360845613044921","-7.312024548093249","15.52644225483945","-6.661410258153093","3.441833948604296"
"BANDHANBNK","-59.493041749502986","56.71165644171779","-14.500469777638589","47.34432234432234","-15.748912367930398","2.8627109781936326"
"DHAMPURSUG","-65.70893191755154","61.020036429872505","5.995475113122185","19.992885094272495","8.330862733471676","5.926065490637464"
"ISEC","-33.208504469678665","69.95840115753302","-1.3834202405022877","-0.14028272364304178","-17.268208342338443","3.591597076274116"
"PVR","-37.694736842105264","-15.38266599087683","21.114106019766396","8.81965051104517","-7.123920618088164","-6.0535133840517386"
"BAJAJFINSV","-51.04521536074726","27.312031712841957","0.12317904587565295","52.184165335292654","8.558500395785028","7.4265322258096065"
"PRINCEPIPE","-34.13538658966955","6.039941548952741","129.39825447864033","19.423307969563478","39.989939637826964","32.14321140906279"
"IDEA","-49.18032786885245","241.93548387096774","-9.905660377358481","11.518324607329838","-13.14553990610329","36.24445606519667"
"VAKRANGEE","-58.016877637130804","76.13065326633166","-17.261055634807413","138.44827586206898","-18.944323933477957","24.071334384596895"
"BALRAMCHIN","-44.41773504273504","28.83229216722731","15.777694889966412","10.824742268041247","24.709302325581394","7.145259321616264"
"RECLTD","-38.34664814171587","21.802816901408445","-8.325624421831638","35.11604439959638","-2.0537714712471993","1.6385634532420248"
"EIDPARRY","-33.26133909287256","99.0291262135922","2.240289069557358","21.452553454673968","-7.362141713953137","16.419697586199568"
"UJJIVANSFB","-48.53911404335532","9.340659340659343","6.3651591289782194","23.779527559055108","-22.39185750636132","-6.2891251042047935"
"NOCIL","-37.60075865339024","25.98784194528877","71.29071170084438","1.091549295774656","21.73458725182862","16.50078630806924"
"PRAJIND","-48.766868310842256","14.804722979109911","14.003164556962016","60.305343511450396","68.7012987012987","21.80953228759575"
"LTTS","-22.262016334181283","10.488697524219587","26.109660574412537","44.59380118043323","13.433920328261252","14.472812654629063"
"SAIL","-46.27039627039627","31.887201735357905","11.019736842105269","119.55555555555554","6.342780026990558","24.5069755779226"
"MINDTREE","2.0880813058207632","11.699046699650046","44.6010911251553","24.045573403063123","25.50968169361883","21.58869484546161"
"PFIZER","-4.901485692673192","-1.4715386527467018","23.60991977395427","4.227853009908882","-11.394611106759625","2.014027466336727"
"MGL","-23.22952818684925","28.54786486651596","-21.10540823115673","27.847720016866468","10.15359969845458","4.442849632766205"
"RITES","-16.420444897266087","0.06095083299471991","2.8832487309644645","7.203473455693715","-11.340206185567013","-3.52259561263604"
"VENKEYS","-52.63143137529791","31.176749141707106","27.376923424033222","23.753011194558592","-10.938081470243047","3.7474341829515936"
"RELAXO","-2.6335040234089138","5.743384255780946","5.257756374832233","21.458036450911283","8.23761887118685","7.612658385860479"
"PERSISTENT","-22.00594563986409","15.273618295671106","111.18721461187214","13.11463187325257","26.688198266486495","28.851543481483645"
"NH","-24.079754601226995","8.282828282828284","33.582089552238806","25.18156424581005","-9.438803971884404","6.705584701553148"
"CAMLINFINE","-54.78260869565217","34.74358974358974","118.36346336822075","6.710239651416125","14.699877501020813","23.94691231371905"
"RADICO","-16.42256154565285","39.261744966442954","8.781793842034809","12.552301255230125","22.468838836649887","13.328423470940985"
"ALKEM","11.66670667594882","1.8251391964228247","17.297217413334444","5.336669126514156","-5.344815802064098","6.15618332203123"
"LTI","-19.822119970820943","37.02627987542431","29.912150773788245","43.873719801065434","10.788359065446103","20.35567790898063"
"WIPRO","-20.589422688736374","11.66751398068125","42.74982927384475","23.186094721734964","7.2233009708737805","12.847463251679674"
"ICICIGI","-21.927893464217398","17.09887671612812","2.597505131849052","17.03347441323585","-5.763224512608072","1.807747656877511"
"DCBBANK","-46.22802041973909","-20.14767932489451","3.4346103038309037","52.29885057471265","-13.962264150943401","-4.920900603406691"
"IGARASHI","-50.51006711409396","50.28478437754272","2.689045298682544","18.945518453427056","-19.473995271867604","0.38705714873815183"
"PAGEIND","-28.127310435701837","17.39676363957909","7.137225954827123","29.407174276280166","9.805054282377018","7.123781543472312"
"NCC","-65.9090909090909","55.46666666666666","22.126929674099497","61.938202247191","37.0338248048569","22.131306496744628"
"KEC","-39.08045977011494","45.90296495956872","27.28616294106781","5.645863570391869","12.886385492512717","10.528183438685236"
"GODREJCP","-24.66189339697693","32.62935586061245","4.943543717429081","2.0966963238843963","-1.4186313585084105","2.717814229288117"
"SUNDRMFAST","-41.82577565632458","27.96581196581197","6.866150146940954","30.05000000000001","53.873510188389076","15.385939328963484"
"PNB","-50.0","7.4188562596599645","-17.841726618705035","15.761821366024506","10.89258698940999","-6.753692400722116"
"BHARATFORG","-51.57167886220756","35.9225367099383","40.14404258650383","17.372360630097184","13.449457452884083","11.063343703443167"
"CRISIL","-35.60592448083785","29.064019771984373","9.973129073107456","7.934056057967759","-4.296011032760009","1.413853877892346"
"CSBBANK","-42.9434509424843","58.534519271495135","20.94576542880042","-3.666887563507834","6.81036459527631","7.936062157915947"
"CESC","-45.293251205141935","52.24574715457104","-1.2861736334405145","0.04885993485341279","-3.3778284225948236","0.46747076564943635"
"NMDC","-37.670432411375145","1.437500000000007","1.3555144793592042","39.148936170212764","18.261249453909997","4.506553538421366"
"HAVELLS","-26.02771362586605","20.616089083151216","16.971527178602248","35.155270340045725","14.65371391147739","12.273777377482107"
"PNBHOUSING","-63.56589147286821","27.998766574159735","62.92459648277522","7.762827147715512","2.8814489571899013","7.6003495377944335"
"TRIVENI","-50.442477876106196","49.72527472527473","36.69724770642202","-4.228187919463095","18.430273300630702","10.036425987351631"
"IOC","-35.1726875744343","4.5315370483772055","-13.415348564733437","23.071718538565626","0.9895547003848174","-3.999045170368017"
"BRITANNIA","-11.537512542562474","34.022573867122865","5.392918585937063","-5.839685109856118","1.3617235449550598","4.680003669119279"
"HESTERBIO","-36.61249225259968","31.64756369167254","40.18568186507118","0.5827986107022937","12.144445745054432","9.589599531980152"
"GRAPHITE","-58.482871125611744","43.772102161100186","6.723148401202521","55.28809218950064","68.86543535620054","23.233181396478425"
"UPL","-44.49638759031024","30.229709035222047","18.273753527751644","-7.267846490355927","37.632679318108714","6.874381560083248"
"WELCORP","-57.745999319033025","28.52538275584207","42.5705329153605","17.06244503078275","3.944402704733283","6.871352817537117"
"JUSTDIAL","-48.07113785170767","36.88873743397513","-5.377147124719932","66.5351223362273","36.32701421800949","17.260517802356866"
"RAYMOND","-66.85017110549025","24.573608617594253","4.73788506575391","16.25386996904025","6.983281550525233","-2.860305180515321"
"MRF","-12.80875683284353","15.662573960554948","-11.449063166578723","27.15738213461984","8.59268822825475","5.4309648648014575"
"HEG","-54.588102833552256","70.84710743801652","-12.05708066271616","27.323982398239817","58.121827411167516","17.92954675023109"
"AARTIIND","-8.480544282645019","21.473752852950764","8.97036718917759","21.661165574658842","6.6933916423712425","10.063626595302683"
"BERGEPAINT","-3.7684800463813035","-0.8133346721558412","18.181818181818198","30.10964536577008","0.7307920205411751","8.888088169918461"
"UJJIVAN","-57.14491916859122","48.40013472549682","-4.06264185201998","30.66004258339247","-23.845736013036383","-1.198623944951659"
"DALMIASUG","-60.68376068376068","125.9834368530021","17.865322950068713","11.853867081228138","29.742876997915207","24.952348639690694"
"ECLERX","-42.65536723163842","22.1264367816092","57.109243697478995","25.987733561546133","24.872636703271827","17.488136702453545"
"UNIONBANK","-47.38771769019248","10.801393728223003","-23.427672955974842","29.568788501026688","7.923930269413618","-4.504255629500802"
"BATAINDIA","-29.461983613132414","6.100235561692807","0.9301791456132188","19.820229832745493","-10.980280441870036","-2.7183239029901864"
"SRF","-19.079530752569376","29.54765925340422","14.543639237873382","34.95799133192899","-2.9261378926783665","11.408724235591768"
"WATERBASE","-40.50972501676727","15.727170236753102","-2.5328787140769684","28.085957021489268","-21.84939523995318","-4.2157743425110095"
"TATAPOWER","-42.96875","36.5296803652968","18.840579710144915","41.93245778611634","36.483807005948435","18.1635549735013"
"CHAMBLFERT","-29.163945133899404","30.88981097279851","11.165903487143378","44.32826362484156","0.570801317233814","11.558166853623572"
"IGL","-8.771310993533218","14.00953731150922","-12.548044313814152","29.87331954498449","1.9906439733253705","4.910829104494342"
"APLAPOLLO","-34.137256973795424","24.565836441663656","87.83566230922789","-69.7281360348315","58.64665911664778","13.436552971782481"
"BIOCON","-8.14802240706162","44.18776566253928","14.765444757754413","3.9535403171766785","-12.14009454232918","8.523726757615915"
"APOLLOHOSP","-20.142321309636483","18.506650278741052","59.13249620328187","12.325132096552686","20.30213859416445","18.024819172620713"
"GODREJPROP","-39.07796404766714","43.738085370907584","-0.7669242301925934","66.44197803474925","-1.7735572391160206","13.712323577736218"
"PHILIPCARB","-48.96214896214895","41.06858054226475","48.95421141888072","32.14421252371916","9.592188397472727","16.55940878403768"
"ADANIENT","-33.798412316574456","13.553779069767447","90.14400000000002","61.410299562436876","115.02450213742053","49.266833690610085"
"NAUKRI","-20.679373246024323","35.71411021842215","31.603816282564225","30.90213772801056","-10.032787574350017","13.501580681724516"
"LGBBROSLTD","-48.46324461343473","51.183522901936676","-8.621390809272068","35.53627058299957","0.3283533081595797","5.992702274077805"
"AAVAS","-39.627767621369095","12.650881103587508","7.115923091282431","18.193858701334914","42.77668013329008","8.221915081625166"
"ICICIBANKN","-40.171338113418386","10.0337224383917","0.7496817388844375","45.71321602396107","6.147225077081188","4.494501432980001"
"ICICISENSX","-26.33607691086774","15.116350652548638","9.318430974090207","25.579688875843846","3.9811460402789245","5.531907926378776"
"TATAMTRDVR","-59.168865435356196","29.402261712439415","56.803995006242204","19.745222929936315","70.27925531914894","23.412373906482138"
"AVADHSUGAR","-61.243234377562736","60.89716462124417","-5.076275644397689","18.92490994735384","-13.606710158434291","-0.02082912235934096"
"PGHH","-9.98588783899865","-1.1461290149814811","-2.0188836297547583","11.316315964088577","14.510535299802225","2.5351901560311823"
"INFIBEAM","-37.06099815157117","74.30249632892807","25.3580454928391","14.986559139784934","-44.5353594389246","6.610148674211265"
"RVNL","-44.34782608695652","47.26562500000001","2.9177718832891095","23.71134020618558","21.250000000000004","10.159382200503634"
"DELTACORP","-66.45277207392198","32.82325937260904","27.361751152073733","45.31886024423339","0.9337068160597572","7.996961102210787"
"SRTRANSFIN","-42.17252396166135","4.3820479830470065","-10.187064965197216","68.96746589166061","35.910176779741995","11.38002034551821"
"CANBK","-59.16986239566885","11.104972375690604","-11.636001989060173","45.132245357343834","18.030244280728965","0.6923195258068745"
"TINPLATE","-49.58457959454968","55.96572181938036","11.496196111580735","16.148597422289598","4.797650130548318","7.764717177849867"
"L&TFH","-56.56223539373413","28.3625730994152","-5.6947608200455475","50.88566827697263","2.294557097118454","3.8571604519453224"
"MANAPPURAM","-46.5444287729196","59.73614775725593","3.832177073009588","5.313394845688828","-9.84894259818732","2.4976696609694846"
"CYIENT","-47.007164317078804","20.27911033580462","39.05003625815808","33.78096479791394","26.19627716596825","14.45984484815322"
"INDIGO","-20.01875468867216","-7.250386906157676","26.31845072559032","37.96333360019214","-5.300876225845756","6.342353301021374"
"NBCC","-53.02593659942363","42.638036809815944","1.5053763440860277","23.51694915254236","60.548885077186966","15.036662156841533"
"GLENMARK","-40.45415099797513","118.75151809570077","7.1840994892293955","2.2480058013052986","-5.835866261398179","16.37872122537243"
"DRREDDY","8.381954573869553","26.410318032524227","31.50483529575788","0.333474690620305","-13.238938733165556","10.678328771921281"
"WHIRLPOOL","-22.044358727097393","14.0689427676068","5.877674956622315","19.67679526573347","-15.306200076074555","0.45457083735812737"
"INDIACEM","44.801641586867305","21.162021728861603","-8.732943469785576","44.55360956856044","-1.0933806146572072","20.138189759969315"
"MCDOWELL-N","-18.813871670296525","22.22451506397027","-12.907310484551736","12.09653969177086","-3.787289234760048","-0.23748332677343614"
"PGHL","-17.588213277076463","12.025873933388386","22.833484852207665","36.371819491118586","-9.02603593692703","8.923385812542229"
"FRETAIL","-77.00778152987814","64.55938697318008","-30.07372914241366","-12.65260821309655","-45.80686149936468","-20.19631868231459"
"ABCAPITAL","-58.47290640394088","50.17793594306049","-1.7377567140600225","36.65594855305466","40.35294117647059","13.395232510916966"
"BEML","-54.41792400464248","41.403741835492085","-4.415564080482256","58.727168482267174","29.599050518602603","14.179294550247425"
"POLYCAB","-25.339571385451254","6.367495451788964","3.876852907639684","26.460543968776673","33.05203259873657","8.883470708298127"
"SUNTV","-34.94482993971108","41.0561286938276","15.44564274203544","3.242778911199404","-2.173686947477897","4.525206691974694"
"GRASIM","-35.878787878787875","30.16173072883848","20.09036630627723","24.677506046761618","56.334536832462135","19.07707040711032"
"LUPIN","-23.536276988912665","54.63410497752904","10.484755428822114","-3.032559062934282","4.463325996826536","8.602670070266148"
"KANSAINER","-25.47605308713214","15.214866434378626","12.17517921146954","21.367948077883174","-1.1024269847799335","4.435902730363854"
"TATAELXSI","-24.007972458778763","42.63233190271816","43.43029087261786","42.6029526029526","46.72805535879694","30.277131655661357"
"RAMCOCEM","-31.928590390230948","23.837379350687335","18.64273342780664","5.693430656934304","25.885233550979404","8.426037319235347"
"AUBANK","-36.649116209101166","7.549223310576823","20.395584176632937","30.29724153740353","44.012432559230575","13.12107307494854"
"LALPATHLAB","-8.588757010564759","11.618035242919305","20.146367965229622","22.635988828301638","17.42977985034162","12.648282975245484"
"CROMPTON","-13.896907216494842","14.295977011494248","22.50157133878065","30.16931759876859","3.1401918276179184","11.242030112033312"
"KNRCON","-22.51577287066246","6.513994910941482","22.431915910176773","26.595121951219504","-34.21701602959309","-0.23835122558355834"
"GNFC","-29.241209130166563","33.60941586748038","35.75856443719413","7.666426339822152","34.01785714285714","16.36221093143745"
"BOSCHLTD","-38.530108342928926","21.526680183704","20.24811483521776","-6.880164311127778","10.19131196521032","1.3111668660150744"
"SIEMENS","-25.33780385582564","-1.5044009340758038","15.305703734099293","24.598655595096872","17.03849449398623","6.020129806656191"
"HINDCOPPER","-47.3423980222497","48.8262910798122","4.731861198738182","84.18674698795179","95.5846279640229","37.197425841655075"
"GRANULES","17.842493847415913","41.03724329968673","89.43731490621917","-8.24648254299115","-13.829334090586395","25.248247083948854"
"DCMSHRIRAM","-47.44810744810745","47.46747211895912","14.542303450449023","8.610729023383772","26.937689969604854","10.022017422857864"
"CADILAHC","5.11307767944936","32.12347988774557","11.88048711413197","20.680926465004426","-7.519664394336659","12.455661350398932"
"GODFRYPHLP","-27.281864924421072","8.192450824029766","-9.267357869392164","5.296506904955319","-5.801573831198887","-5.772367779205408"
"RAIN","-43.953838434520826","36.0787824529991","34.99999999999999","23.58674463937622","12.657728706624605","12.673883472895819"
"JAICORPLTD","-45.64047362755652","66.23762376237624","-2.858844550327583","16.24770079705702","-10.706751054852312","4.655851065339371"
"TATASTLLP","-55.79121008601391","30.06396588486141","31.065573770491806","75.06253908692933","29.132803429490046","21.90673441715174"
"VBL","-24.277745995423338","28.61460005666257","2.547911006681828","31.182872690820567","9.486381747721206","9.510803901292565"
"KITEX","-25.79535683576956","25.43453070683662","-6.050808314087757","8.456243854473938","-10.471441523118765","-1.6853664223331044"
"CHOLAFIN","-49.52947003467064","23.912332351979074","31.54699049630412","55.58900260887014","44.15065136076357","21.133901356649254"
"EXIDEIND","-29.24731182795699","12.61398176291793","11.268556005398123","15.979381443298966","-4.000000000000003","1.3229214767316049"
"VINATIORGA","-60.54253693326541","24.485184946097746","38.61750674133996","-9.603082563315994","15.870716768746895","1.7655577919206393"
"INDIANB","-57.474099654662055","43.85150812064965","-9.193548387096778","52.22024866785081","35.472578763127174","12.97533750197376"
